,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
8,1028,822,bottas,131,1,1,Finished,100317,201753,302739,403528,503957,604804,706382,807772.0,909816.0,1010804.0,1112339.0,1213693.0,1314762.0,1415816.0,1535054.0,1634255.0,1733198.0,1832167.0,1931083.0,2031218.0,2131145.0,2231429.0,2331830.0,2432284.0,2532378.0,2632514.0,2732284.0,2832241.0,2931859.0,3032170.0,3132482.0,3232807.0,3334225.0,3435404.0,3535723.0,3654991.0,3751948.0,3850616.0,3950194.0,4048300.0,4147114.0,4246297.0,4344903.0,4443594.0,4542274.0,4641371.0,4740008.0,4838464.0,4937030.0,5036697.0,5137109.0,5236325.0,5335718.0,5434772.0,5535302.0,5635653.0
11,1028,830,max_verstappen,9,3,1,Finished,101552,203008,304112,405123,505774,606669,708465,809811.0,911794.0,1013012.0,1114863.0,1216742.0,1318542.0,1437306.0,1536910.0,1637140.0,1736938.0,1836905.0,1936740.0,2036931.0,2137677.0,2237631.0,2337347.0,2437789.0,2538053.0,2638470.0,2738600.0,2838697.0,2938430.0,3039011.0,3139633.0,3240371.0,3341282.0,3442773.0,3561194.0,3659826.0,3758517.0,3856856.0,3955568.0,4054601.0,4153725.0,4251939.0,4350661.0,4449641.0,4548439.0,4647400.0,4745841.0,4844245.0,4942645.0,5041391.0,5140609.0,5241449.0,5340315.0,5439507.0,5540213.0,5640655.0
0,1028,1,hamilton,131,2,1,Finished,103228,204271,305530,406761,507622,608567,709935,811302.0,912916.0,1014237.0,1115998.0,1217576.0,1319000.0,1419350.0,1519997.0,1621190.0,1722373.0,1823236.0,1924222.0,2026121.0,2127567.0,2229465.0,2331081.0,2434464.0,2553752.0,2652198.0,2751196.0,2850543.0,2949991.0,3049326.0,3148744.0,3247933.0,3347236.0,3446733.0,3546094.0,3645857.0,3745953.0,3845187.0,3944409.0,4043571.0,4142677.0,4241890.0,4340927.0,4440166.0,4539134.0,4638823.0,4738112.0,4836954.0,4935745.0,5035737.0,5136715.0,5237796.0,5338233.0,5438370.0,5539298.0,5639801.0
16,1028,844,leclerc,6,4,1,Finished,104832,207437,309180,410684,512443,614165,716741,818789.0,921356.0,1023309.0,1125749.0,1228342.0,1330670.0,1432536.0,1534719.0,1638729.0,1741576.0,1844026.0,1946752.0,2050574.0,2177420.0,2277553.0,2377953.0,2477693.0,2577412.0,2676773.0,2776351.0,2875987.0,2975750.0,3075589.0,3175081.0,3274885.0,3374627.0,3474433.0,3574948.0,3675528.0,3776310.0,3876999.0,3977486.0,4078152.0,4179168.0,4281255.0,4402451.0,4498620.0,4598855.0,4697881.0,4796424.0,4895109.0,4993709.0,5092606.0,5191255.0,5289719.0,5387942.0,5486417.0,5586940.0,5687892.0
17,1028,846,norris,1,7,1,Finished,105748,209181,312152,414463,516725,618873,721647,825775.0,929166.0,1032261.0,1135691.0,1238852.0,1341699.0,1444421.0,1547253.0,1650332.0,1753139.0,1856566.0,1960498.0,2083046.0,2183424.0,2284289.0,2386122.0,2487945.0,2588866.0,2689932.0,2790740.0,2891309.0,2992217.0,3094635.0,3196280.0,3298007.0,3399350.0,3500531.0,3603784.0,3705823.0,3807094.0,3908541.0,4010153.0,4111867.0,4213262.0,4314947.0,4435604.0,4533678.0,4632807.0,4731971.0,4831098.0,4930629.0,5030374.0,5129542.0,5229538.0,5328341.0,5427377.0,5526641.0,5626284.0,5726417.0
3,1028,20,vettel,6,20,22,Suspension,106688,210777,313868,416168,518362,620527,723130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1028,817,ricciardo,4,6,1,Finished,106886,209788,312981,415334,517591,619795,722354,824882.0,927782.0,1030361.0,1133641.0,1236482.0,1339272.0,1442172.0,1544820.0,1647552.0,1750212.0,1852953.0,1955677.0,2058964.0,2162914.0,2283407.0,2384587.0,2485714.0,2587431.0,2688648.0,2789744.0,2890308.0,2990888.0,3092848.0,3194347.0,3295569.0,3397344.0,3498904.0,3600719.0,3701843.0,3803992.0,3905299.0,4006833.0,4108538.0,4209477.0,4310579.0,4411704.0,4512454.0,4613874.0,4714737.0,4815392.0,4916942.0,5017748.0,5118454.0,5219143.0,5320038.0,5420704.0,5522457.0,5624241.0,5726019.0
15,1028,842,gasly,5,16,22,Suspension,107505,211758,315004,417798,520279,622681,725799,829205.0,932395.0,1035785.0,1139443.0,1242806.0,1345848.0,1448806.0,1551830.0,1654891.0,1758104.0,1861670.0,1965608.0,2088793.0,2190362.0,2291828.0,2393268.0,2494990.0,2596118.0,2697707.0,2799194.0,2901730.0,3002864.0,3104114.0,3204964.0,3306692.0,3407800.0,3508787.0,3610206.0,3712519.0,3813636.0,3914720.0,4015723.0,4116872.0,4218110.0,4319534.0,4421908.0,4523440.0,4625442.0,4727040.0,4828315.0,4929996.0,5032850.0,5136140.0,5241027.0,5346401.0,5455561.0,5591079.0,,
12,1028,832,sainz,1,8,11,+1 Lap,108208,212751,316069,418757,521514,624562,727868,831194.0,934204.0,1037265.0,1140758.0,1244312.0,1347662.0,1450598.0,1554011.0,1657341.0,1760749.0,1864462.0,1985282.0,2087045.0,2188139.0,2289592.0,2390834.0,2492369.0,2593602.0,2694497.0,2796005.0,2897172.0,2998165.0,3099628.0,3202384.0,3303840.0,3405098.0,3506274.0,3607914.0,3709396.0,3810719.0,3911779.0,4012960.0,4114093.0,4215345.0,4316572.0,4417483.0,4518327.0,4620805.0,4722230.0,4823136.0,4924375.0,5025947.0,5127208.0,5228916.0,5332207.0,5433928.0,5538619.0,5644201.0,
9,1028,825,kevin_magnussen,210,18,23,Brakes,108938,213467,317084,420478,523708,626835,730608,834753.0,940223.0,1046122.0,1150822.0,1254864.0,1358802.0,1464112.0,1569077.0,1672993.0,1776752.0,1880373.0,2003268.0,2106044.0,2207982.0,2310116.0,2412149.0,2514025.0,2616162.0,2718213.0,2820978.0,2922975.0,3025902.0,3128242.0,3230316.0,3332471.0,3436807.0,3538614.0,3640204.0,3742201.0,3844025.0,3948112.0,4051035.0,4155961.0,4277892.0,4378239.0,4479810.0,4581206.0,4682239.0,4783567.0,4885107.0,4986616.0,5088434.0,5190007.0,5292949.0,5393921.0,,,,
19,1028,848,albon,9,5,1,Finished,109520,240028,340183,440560,540958,642368,744149,847186.0,949016.0,1051023.0,1155092.0,1257693.0,1361245.0,1464516.0,1566281.0,1668511.0,1770895.0,1873266.0,1976068.0,2079538.0,2199590.0,2300027.0,2399620.0,2499845.0,2599049.0,2698769.0,2799883.0,2900083.0,2999873.0,3100343.0,3200646.0,3300398.0,3400537.0,3501135.0,3601542.0,3702751.0,3802854.0,3903357.0,4003971.0,4104610.0,4223468.0,4321497.0,4420409.0,4519043.0,4618349.0,4716923.0,4815862.0,4914343.0,5014300.0,5114232.0,5214167.0,5314507.0,5415050.0,5514495.0,5613450.0,5713691.0
1,1028,8,raikkonen,51,11,11,+1 Lap,109596,213947,317836,421194,524425,627747,731183,835133.0,937703.0,1041079.0,1144252.0,1247431.0,1350428.0,1453519.0,1556791.0,1659765.0,1763131.0,1866972.0,1987935.0,2090538.0,2192595.0,2294326.0,2396177.0,2498183.0,2600685.0,2702480.0,2804329.0,2905595.0,3007291.0,3108868.0,3210110.0,3311571.0,3413038.0,3514704.0,3616057.0,3717867.0,3818973.0,3920297.0,4021437.0,4124904.0,4244501.0,4345755.0,4446862.0,4546790.0,4648586.0,4748194.0,4849278.0,4950539.0,5051480.0,5151807.0,5252036.0,5352090.0,5453330.0,5554182.0,5655280.0,
5,1028,807,hulkenberg,4,9,11,+1 Lap,110500,214832,318600,421995,525263,628673,732014,835879.0,938972.0,1042234.0,1145697.0,1248904.0,1352211.0,1455164.0,1558116.0,1661388.0,1764479.0,1867603.0,1970079.0,2073030.0,2175827.0,2279781.0,2382949.0,2487497.0,2592071.0,2696261.0,2802338.0,2923655.0,3024516.0,3125811.0,3226265.0,3326214.0,3426039.0,3526053.0,3626341.0,3727011.0,3827048.0,3927243.0,4027380.0,4145574.0,4247088.0,4346434.0,4446063.0,4547453.0,4649416.0,4749107.0,4847544.0,4947063.0,5046734.0,5146481.0,5245965.0,5346794.0,5447000.0,5547154.0,5648115.0,
4,1028,154,grosjean,210,15,11,+1 Lap,110931,215525,319409,424137,527896,631114,735271,839008.0,943091.0,1047512.0,1151879.0,1255668.0,1360689.0,1465937.0,1570273.0,1674179.0,1777698.0,1881035.0,1985802.0,2092647.0,2197407.0,2303107.0,2408662.0,2516507.0,2641763.0,2743533.0,2845653.0,2947085.0,3051027.0,3152932.0,3254895.0,3357123.0,3459230.0,3563161.0,3665350.0,3767410.0,3869457.0,3971414.0,4073101.0,4175375.0,4277071.0,4379976.0,4481816.0,4583547.0,4685276.0,4787011.0,4888680.0,4990040.0,5091692.0,5195592.0,5297157.0,5398427.0,5499829.0,5602760.0,5706885.0,
10,1028,826,kvyat,5,12,11,+1 Lap,111478,216232,319942,423242,526446,629734,732870,836624.0,940712.0,1043978.0,1147528.0,1250695.0,1353932.0,1456989.0,1560135.0,1663028.0,1766302.0,1869611.0,1972856.0,2076810.0,2182531.0,2307314.0,2408915.0,2509700.0,2610248.0,2711198.0,2812507.0,2914346.0,3017052.0,3118249.0,3219170.0,3319953.0,3420620.0,3521237.0,3621913.0,3723954.0,3825143.0,3926535.0,4029746.0,4148969.0,4247938.0,4347648.0,4447988.0,4549924.0,4650610.0,4750706.0,4850288.0,4949816.0,5049139.0,5148821.0,5248461.0,5348812.0,5449365.0,5549842.0,5652420.0,
14,1028,841,giovinazzi,51,14,11,+1 Lap,112013,216937,320958,424822,528699,632412,736904,840898.0,944756.0,1048956.0,1154521.0,1259359.0,1364010.0,1468438.0,1572989.0,1677284.0,1782467.0,1905266.0,2006429.0,2108627.0,2212636.0,2314221.0,2416019.0,2517628.0,2619347.0,2721359.0,2823398.0,2925771.0,3027716.0,3129492.0,3231257.0,3333323.0,3437643.0,3539566.0,3641446.0,3744009.0,3847209.0,3951512.0,4054842.0,4174217.0,4274181.0,4374742.0,4475594.0,4576212.0,4677475.0,4778064.0,4878803.0,4979663.0,5080461.0,5181044.0,5281846.0,5382780.0,5483526.0,5584928.0,5689443.0,
13,1028,840,stroll,211,13,11,+1 Lap,112606,217544,321901,425631,529658,633401,737561,841737.0,946290.0,1069988.0,1173330.0,1275745.0,1378185.0,1480545.0,1583303.0,1685827.0,1789169.0,1891663.0,1994068.0,2096110.0,2198392.0,2301523.0,2403417.0,2505770.0,2607519.0,2709480.0,2811536.0,2913588.0,3015974.0,3137728.0,3238582.0,3339327.0,3440818.0,3541974.0,3643127.0,3744942.0,3848327.0,3949587.0,4052049.0,4153212.0,4255520.0,4355900.0,4456912.0,4557739.0,4659153.0,4760001.0,4860574.0,4961219.0,5062623.0,5165082.0,5267033.0,5368764.0,5470469.0,5573306.0,5677575.0,
6,1028,815,perez,211,10,11,+1 Lap,113540,218160,322493,426195,530167,634074,738062,842338.0,946365.0,1049586.0,1153450.0,1256668.0,1359583.0,1462060.0,1564730.0,1667075.0,1769577.0,1871952.0,1974529.0,2077554.0,2180563.0,2282854.0,2387944.0,2491276.0,2611513.0,2711897.0,2813230.0,2914937.0,3016257.0,3117006.0,3217759.0,3318055.0,3418568.0,3518733.0,3619124.0,3720141.0,3820714.0,3921579.0,4022339.0,4123403.0,4225364.0,4326456.0,4427181.0,4528082.0,4629052.0,4729495.0,4829893.0,4931727.0,5033631.0,5138268.0,5242263.0,5345224.0,5446455.0,5549078.0,5654355.0,
2,1028,9,kubica,3,19,44,Oil leak,113845,220129,325176,429871,534473,640275,746308,852311.0,958817.0,1065025.0,1171501.0,1297269.0,1401200.0,1506191.0,1611566.0,1716642.0,1821390.0,1927491.0,2033907.0,2140423.0,2244817.0,2348647.0,2452718.0,2557662.0,2662423.0,2766441.0,2870870.0,2975039.0,3081438.0,3186166.0,3296089.0,,,,,,,,,,,,,,,,,,,,,,,,,
