,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,bottas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
1,max_verstappen,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
3,leclerc,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,norris,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,10,9,8,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,10,10,10,10,10,9,8,8,8,7,7,7,7,7
5,vettel,6,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ricciardo,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6
7,gasly,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,12,11,10,10,10,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,9,9,9,10,13,15,0,0
8,sainz,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,12,11,10,9,9,9,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,6,6,7,7,7,7,7,7,7,8,8,8,8,0
9,kevin_magnussen,10,10,10,10,10,10,10,9,11,12,12,12,12,13,14,14,14,14,16,16,16,16,16,15,15,15,15,14,15,14,14,14,14,14,14,14,14,14,14,15,17,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0
10,albon,11,19,19,19,19,19,18,17,17,16,16,15,15,14,13,13,13,13,11,9,15,12,12,12,10,10,9,8,8,8,7,7,7,7,6,6,5,5,5,5,9,9,7,7,6,6,6,5,5,5,5,5,5,5,5,5
11,raikkonen,12,11,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,9,14,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,11,11,11,12,13,13,13,13,13,12,12,12,0
12,hulkenberg,13,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,8,6,5,5,5,6,7,8,10,15,14,13,13,13,13,13,13,13,13,13,12,12,12,12,11,12,12,12,11,11,11,11,11,11,10,9,9,0
13,grosjean,14,13,13,14,14,14,14,13,13,13,13,13,14,15,15,15,15,15,13,14,13,14,14,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,16,15,0
14,kvyat,15,14,14,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,9,7,8,15,15,14,13,13,13,12,13,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,12,12,12,12,12,11,11,10,0
15,giovinazzi,16,15,15,15,15,15,15,14,14,14,15,16,16,16,16,16,16,17,17,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,15,15,15,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,0
16,stroll,17,16,16,16,16,16,16,15,15,18,18,17,17,17,17,17,17,16,15,15,14,13,13,13,12,12,12,11,11,16,16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,0
17,perez,18,17,17,17,17,17,17,16,16,15,14,14,13,12,12,12,12,12,10,8,7,6,8,8,14,14,14,13,12,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,10,10,10,10,9,9,10,11,0
18,kubica,19,18,18,18,18,18,19,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
