,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,974,8,raikkonen,6,2,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16309.0,19381.0,19231.0,19777.0,20145.0,2999.0,2058.0,3541.0,4482.0,5186.0,5845.0,6772.0,7837.0,8357.0,9303.0,9773.0,10276.0,10400.0,10973.0,11120.0,11560.0,11851.0,12337.0,12577.0,12354.0,11990.0,19815.0,3173.0,3088.0,2093.0,930.0,1179.0,723.0,2487.0,1784.0,2129.0,2356.0,2749.0,3510.0,3352.0,3855.0,4895.0,5000.0,4643.0,3145.0
1,974,20,vettel,6,1,1,Finished,1024,1371,1356,1821,1656,1734,2042,2322,2149,2117,1926,2119,2319,1857,1441,1875.0,1465.0,1514.0,1716.0,1680.0,1587.0,1270.0,1043.0,1172.0,1152.0,928.0,1499.0,1896.0,1972.0,1503.0,1595.0,984.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,974,822,bottas,131,4,1,Finished,2818,3375,3328,4049,4494,4932,5319,5276,5706,5813,6035,6581,7072,7452,7529,7816.0,7040.0,6716.0,6828.0,6856.0,6873.0,6134.0,5658.0,4901.0,4680.0,3765.0,3142.0,4001.0,4874.0,5034.0,5430.0,4986.0,22425.0,24126.0,25463.0,26363.0,29690.0,32507.0,17361.0,16205.0,17995.0,18923.0,19080.0,19458.0,19899.0,20516.0,20973.0,22408.0,23334.0,24776.0,25599.0,26160.0,26841.0,27799.0,27768.0,27950.0,28767.0,28982.0,29202.0,41959.0,20941.0,7647.0,6613.0,2888.0,3619.0,1930.0,4245.0,4394.0,4426.0,5010.0,5482.0,6246.0,5719.0,6340.0,6994.0,7310.0,7147.0,5517.0
3,974,830,max_verstappen,9,5,1,Finished,3635,4342,4369,5206,5591,6087,6868,7010,7656,8100,8535,9101,9396,9637,9426,9798.0,9182.0,8910.0,8912.0,9014.0,9215.0,8778.0,8310.0,7468.0,6647.0,5568.0,5239.0,6188.0,6796.0,6539.0,6707.0,24214.0,25521.0,25565.0,25982.0,27225.0,30300.0,33340.0,18370.0,17163.0,19225.0,20007.0,20344.0,21002.0,21220.0,22157.0,22274.0,23587.0,24309.0,25663.0,26390.0,27166.0,27995.0,29065.0,29185.0,29133.0,29823.0,29976.0,29935.0,59510.0,39304.0,12369.0,8611.0,3981.0,5734.0,2553.0,4746.0,4735.0,4924.0,5703.0,5942.0,6699.0,6325.0,6739.0,8027.0,8046.0,7614.0,6199.0
4,974,817,ricciardo,9,3,1,Finished,4378,5332,5634,6381,6680,7273,8322,8884,9491,10002,10361,11069,11500,12399,12151,12881.0,12337.0,12446.0,12480.0,12746.0,12723.0,12077.0,11606.0,10730.0,10001.0,8566.0,7385.0,7985.0,9091.0,8623.0,8370.0,7591.0,6944.0,5331.0,4978.0,4733.0,5242.0,23081.0,10237.0,8181.0,10055.0,10894.0,11433.0,11932.0,12682.0,13117.0,13230.0,14389.0,16444.0,16092.0,14950.0,14917.0,14370.0,14715.0,13976.0,13941.0,14180.0,14127.0,13863.0,21589.0,4914.0,4177.0,3120.0,1609.0,2784.0,1768.0,3826.0,3543.0,3744.0,3796.0,4316.0,5176.0,4773.0,5261.0,5997.0,5901.0,5504.0,3745.0
5,974,832,sainz,5,6,1,Finished,5807,7068,7633,8889,9615,10287,11549,12306,13284,14051,14824,16007,16805,17693,18307,18774.0,18690.0,19703.0,20018.0,20928.0,21992.0,21952.0,22151.0,21968.0,21614.0,20633.0,19808.0,20007.0,20369.0,20540.0,20575.0,20478.0,21333.0,21542.0,23323.0,25870.0,46565.0,51788.0,35764.0,33911.0,35025.0,36216.0,37154.0,37645.0,38258.0,39160.0,39749.0,40820.0,41748.0,43153.0,43354.0,43932.0,44309.0,45288.0,45619.0,46245.0,47235.0,47608.0,47281.0,60759.0,42975.0,15231.0,10299.0,6028.0,6916.0,3706.0,5844.0,6018.0,6522.0,7200.0,8484.0,10340.0,10181.0,10739.0,11813.0,12205.0,12520.0,12038.0
6,974,815,perez,10,13,1,Finished,6442,8051,8517,9686,10696,11459,12700,13698,14804,15800,16759,18045,18925,19994,20854,46220.0,47324.0,48143.0,49282.0,50856.0,52406.0,53342.0,54292.0,55017.0,55625.0,55784.0,56159.0,56878.0,57612.0,58209.0,59298.0,59530.0,60266.0,60328.0,60225.0,60308.0,63303.0,66534.0,52358.0,51754.0,53940.0,60085.0,60360.0,61466.0,62091.0,62289.0,61924.0,62529.0,62681.0,62566.0,64101.0,64479.0,64554.0,65001.0,65297.0,65899.0,68130.0,68367.0,68817.0,91804.0,73302.0,45912.0,32737.0,11609.0,14210.0,6621.0,8447.0,9022.0,9900.0,10487.0,13254.0,43413.0,44665.0,44702.0,43444.0,41426.0,42599.0,39089.0
7,974,154,grosjean,210,8,1,Finished,7569,9051,9824,11358,13093,14280,15563,16309,17706,18469,19314,21102,22212,23286,23967,25169.0,25399.0,26058.0,26638.0,27586.0,28373.0,28703.0,29108.0,29301.0,29601.0,28995.0,28512.0,29158.0,29725.0,30104.0,30548.0,30543.0,31485.0,31449.0,32578.0,34250.0,36167.0,39096.0,24625.0,41683.0,46401.0,47327.0,48025.0,48875.0,49404.0,50368.0,51444.0,52999.0,54051.0,55312.0,56016.0,56912.0,57644.0,58985.0,59688.0,60972.0,62828.0,63280.0,63571.0,85125.0,67425.0,38170.0,14450.0,8639.0,10076.0,5255.0,7748.0,7905.0,8542.0,9354.0,11201.0,13706.0,13960.0,14831.0,16237.0,16807.0,17642.0,18150.0
8,974,825,kevin_magnussen,210,10,1,Finished,8302,10214,11042,12999,14490,15824,17371,18471,19717,21459,22747,24134,25162,26337,26914,27945.0,28350.0,29073.0,29485.0,30873.0,31756.0,32301.0,32925.0,33149.0,33585.0,32920.0,32609.0,33214.0,33893.0,34508.0,35076.0,35181.0,35641.0,35336.0,36372.0,37820.0,57515.0,63945.0,48158.0,46273.0,48157.0,69253.0,71695.0,71621.0,71732.0,71749.0,71771.0,72451.0,72906.0,73010.0,72879.0,73147.0,73263.0,75446.0,78633.0,79359.0,80168.0,79837.0,86632.0,125300.0,116563.0,115665.0,111671.0,80878.0,42626.0,7828.0,10035.0,10427.0,11382.0,12391.0,14229.0,16662.0,17129.0,18146.0,19790.0,20296.0,20958.0,21443.0
9,974,807,hulkenberg,4,20,6,Gearbox,8841,11193,12026,13934,15262,16918,18772,19865,21252,22600,23934,25734,26936,28232,29437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
