,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,974,8,raikkonen,6,2,1,Finished,82770,160684,238727,315799,393008,470187,546853,623735,700329,777069,853882,930311,1006994,1083653,1160631,1237180.0,1315159.0,1392053.0,1468957.0,1545377.0,1621828.0,1699006.0,1775974.0,1853243.0,1930479.0,2008417.0,2086218.0,2163246.0,2240122.0,2317227.0,2394301.0,2471964.0,2548998.0,2643037.0,2722555.0,2798669.0,2874802.0,2950408.0,3025935.0,3103644.0,3181317.0,3258610.0,3336068.0,3413114.0,3490607.0,3567983.0,3645302.0,3722317.0,3799158.0,3876041.0,3953063.0,4030157.0,4106941.0,4183406.0,4260270.0,4337137.0,4413480.0,4490063.0,4566710.0,4657427.0,4764890.0,4880233.0,4994023.0,5109475.0,5231360.0,5345592.0,5429803.0,5511202.0,5590845.0,5669265.0,5747056.0,5824671.0,5902433.0,5979601.0,6056916.0,6133859.0,6210527.0,6287485.0
4,974,20,vettel,6,1,1,Finished,83794,162055,240083,317620,394664,471921,548895,626057,702478,779186,855808,932430,1009313,1085510,1162072,1239055.0,1316624.0,1393567.0,1470673.0,1547057.0,1623415.0,1700276.0,1777017.0,1854415.0,1931631.0,2009345.0,2087717.0,2165142.0,2242094.0,2318730.0,2395896.0,2472948.0,2550136.0,2626728.0,2703174.0,2779438.0,2855025.0,2930263.0,3022936.0,3101586.0,3177776.0,3254128.0,3330882.0,3407269.0,3483835.0,3560146.0,3636945.0,3713014.0,3789385.0,3865765.0,3942663.0,4019184.0,4095821.0,4171846.0,4248419.0,4324800.0,4400903.0,4477709.0,4554720.0,4637612.0,4761717.0,4877145.0,4991930.0,5108545.0,5230181.0,5344869.0,5427316.0,5509418.0,5588716.0,5666909.0,5744307.0,5821161.0,5899081.0,5975746.0,6052021.0,6128859.0,6205884.0,6284340.0
9,974,822,bottas,131,4,1,Finished,85588,164059,242055,319848,397502,475119,552172,629011,706035,782882,859917,936892,1014066,1091105,1168160,1244996.0,1322199.0,1398769.0,1475785.0,1552233.0,1628701.0,1705140.0,1781632.0,1858144.0,1935159.0,2012182.0,2089360.0,2167247.0,2244996.0,2322261.0,2399731.0,2476950.0,2571423.0,2650854.0,2728637.0,2805801.0,2884715.0,2962770.0,3040297.0,3117791.0,3195771.0,3273051.0,3349962.0,3426727.0,3503734.0,3580662.0,3657918.0,3735422.0,3812719.0,3890541.0,3968262.0,4045344.0,4122662.0,4199645.0,4276187.0,4352750.0,4429670.0,4506691.0,4583922.0,4679571.0,4782658.0,4884792.0,4998543.0,5111433.0,5233800.0,5346799.0,5431561.0,5513812.0,5593142.0,5671919.0,5749789.0,5827407.0,5904800.0,5982086.0,6059015.0,6136169.0,6213031.0,6289857.0
13,974,830,max_verstappen,9,5,1,Finished,86405,165026,243096,321005,398599,476274,553721,630745,707985,785169,862417,939412,1016390,1093290,1170057,1246978.0,1324341.0,1400963.0,1477869.0,1554391.0,1631043.0,1707784.0,1784284.0,1860711.0,1937126.0,2013985.0,2091457.0,2169434.0,2246918.0,2323766.0,2401008.0,2496178.0,2574519.0,2652293.0,2729156.0,2806663.0,2885325.0,2963603.0,3041306.0,3118749.0,3197001.0,3274135.0,3351226.0,3428271.0,3505055.0,3582303.0,3659219.0,3736601.0,3813694.0,3891428.0,3969053.0,4046350.0,4123816.0,4200911.0,4277604.0,4353933.0,4430726.0,4507685.0,4584655.0,4697122.0,4801021.0,4889514.0,5000541.0,5112526.0,5235915.0,5347422.0,5432062.0,5514153.0,5593640.0,5672612.0,5750249.0,5827860.0,5905406.0,5982485.0,6060048.0,6136905.0,6213498.0,6290539.0
8,974,817,ricciardo,9,3,1,Finished,87148,166016,244361,322180,399688,477460,555175,632619,709820,787071,864243,941380,1018494,1096052,1172782,1250061.0,1327496.0,1404499.0,1481437.0,1558123.0,1634551.0,1711083.0,1787580.0,1863973.0,1940480.0,2016983.0,2093603.0,2171231.0,2249213.0,2325850.0,2402671.0,2479555.0,2555942.0,2632059.0,2708152.0,2784171.0,2860267.0,2953344.0,3033173.0,3109767.0,3187831.0,3265022.0,3342315.0,3419201.0,3496517.0,3573263.0,3650175.0,3727403.0,3805829.0,3881857.0,3957613.0,4034101.0,4110191.0,4186561.0,4262395.0,4338741.0,4415083.0,4491836.0,4568583.0,4659201.0,4766631.0,4881322.0,4995050.0,5110154.0,5232965.0,5346637.0,5431142.0,5512961.0,5592460.0,5670705.0,5748623.0,5826337.0,5903854.0,5981007.0,6058018.0,6134760.0,6211388.0,6288085.0
14,974,832,sainz,5,6,1,Finished,88577,167752,246360,324688,402623,480474,558402,636041,713613,791120,868706,946318,1023799,1101346,1178938,1255954.0,1333849.0,1411756.0,1488975.0,1566305.0,1643820.0,1720958.0,1798125.0,1875211.0,1952093.0,2029050.0,2106026.0,2183253.0,2260491.0,2337767.0,2414876.0,2492442.0,2570331.0,2648270.0,2726497.0,2805308.0,2901590.0,2982051.0,3058700.0,3135497.0,3212801.0,3290344.0,3368036.0,3444914.0,3522093.0,3599306.0,3676694.0,3753834.0,3831133.0,3908918.0,3986017.0,4063116.0,4140130.0,4217134.0,4294038.0,4371045.0,4448138.0,4525317.0,4602001.0,4698371.0,4804692.0,4892376.0,5002229.0,5114573.0,5237097.0,5348575.0,5433160.0,5515436.0,5595238.0,5674109.0,5752791.0,5831501.0,5909262.0,5986485.0,6063834.0,6141064.0,6218404.0,6296378.0
7,974,815,perez,10,13,1,Finished,89212,168735,247244,325485,403704,481646,559553,637433,715133,792869,870641,948356,1025919,1103647,1181485,1283400.0,1362483.0,1440196.0,1518239.0,1596233.0,1674234.0,1752348.0,1830266.0,1908260.0,1986104.0,2064201.0,2142377.0,2220124.0,2297734.0,2375436.0,2453599.0,2531494.0,2609264.0,2687056.0,2763399.0,2839746.0,2918328.0,2996797.0,3075294.0,3153340.0,3231716.0,3314213.0,3391242.0,3468735.0,3545926.0,3622435.0,3698869.0,3775543.0,3852066.0,3928331.0,4006764.0,4083663.0,4160375.0,4236847.0,4313716.0,4390699.0,4469033.0,4546076.0,4623537.0,4729416.0,4835019.0,4923057.0,5024667.0,5120154.0,5244391.0,5351490.0,5435763.0,5518440.0,5598616.0,5677396.0,5757561.0,5864574.0,5943746.0,6020448.0,6095465.0,6170285.0,6248483.0,6323429.0
5,974,154,grosjean,210,8,1,Finished,90339,169735,248551,327157,406101,484467,562416,640044,718035,795538,873196,951413,1029206,1106939,1184598,1262349.0,1340558.0,1418111.0,1495595.0,1572963.0,1650201.0,1727709.0,1805082.0,1882544.0,1960080.0,2037412.0,2114730.0,2192404.0,2269847.0,2347331.0,2424849.0,2502507.0,2580483.0,2658177.0,2735752.0,2813688.0,2891192.0,2969359.0,3047561.0,3143269.0,3224177.0,3301455.0,3378907.0,3456144.0,3533239.0,3610514.0,3688389.0,3766013.0,3843436.0,3921077.0,3998679.0,4076096.0,4153465.0,4230831.0,4308107.0,4385772.0,4463731.0,4540989.0,4618291.0,4722737.0,4829142.0,4915315.0,5006380.0,5117184.0,5240257.0,5350124.0,5435064.0,5517323.0,5597258.0,5676263.0,5755508.0,5834867.0,5913041.0,5990577.0,6068258.0,6145666.0,6223526.0,6302490.0
10,974,825,kevin_magnussen,210,10,1,Finished,91072,170898,249769,328798,407498,486011,564224,642206,720046,798528,876629,954445,1032156,1109990,1187545,1265125.0,1343509.0,1421126.0,1498442.0,1576250.0,1653584.0,1731307.0,1808899.0,1886392.0,1964064.0,2041337.0,2118827.0,2196460.0,2274015.0,2351735.0,2429377.0,2507145.0,2584639.0,2662064.0,2739546.0,2817258.0,2912540.0,2994208.0,3071094.0,3147859.0,3225933.0,3323381.0,3402577.0,3478890.0,3555567.0,3631895.0,3708716.0,3785465.0,3862291.0,3938775.0,4015542.0,4092331.0,4169084.0,4247292.0,4327052.0,4404159.0,4481071.0,4557546.0,4641352.0,4762912.0,4878280.0,4992810.0,5103601.0,5189423.0,5272807.0,5352697.0,5437351.0,5519845.0,5600098.0,5679300.0,5758536.0,5837823.0,5916210.0,5993892.0,6071811.0,6149155.0,6226842.0,6305783.0
6,974,807,hulkenberg,4,20,6,Gearbox,91611,171877,250753,329733,408270,487105,565625,643600,721581,799669,877816,956045,1033930,1111885,1190068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,974,826,kvyat,5,14,130,Collision damage,92404,172905,251997,330885,409501,488162,566683,644866,723050,801073,879063,957352,1035602,1113432,1192442,1269579.0,1346999.0,1424199.0,1501173.0,1578440.0,1655774.0,1732798.0,1810142.0,1887773.0,1965263.0,2042504.0,2120002.0,2197524.0,2275550.0,2353642.0,2431004.0,2508435.0,2586184.0,2664068.0,2741418.0,2835810.0,2915581.0,2995048.0,3072604.0,3149611.0,3227234.0,3305208.0,3381747.0,3458357.0,3534982.0,3611927.0,3689182.0,3767326.0,3844629.0,3922261.0,4000229.0,4077625.0,4154910.0,4232325.0,4309430.0,4386787.0,4464578.0,4542186.0,4619477.0,4723934.0,4830077.0,4917293.0,5007880.0,5117814.0,5241387.0,5350713.0,5436736.0,5518202.0,5598276.0,5676913.0,5756482.0,,,,,,,
0,974,1,hamilton,131,7,1,Finished,92932,173547,252981,332050,411317,490000,568167,646243,724734,803015,881328,959712,1037584,1115339,1193400,1271180.0,1348856.0,1425943.0,1503166.0,1580317.0,1657555.0,1734603.0,1811937.0,1889231.0,1966640.0,2044635.0,2121812.0,2199116.0,2276952.0,2354855.0,2432532.0,2509894.0,2587389.0,2664933.0,2743216.0,2820703.0,2897291.0,2973593.0,3049910.0,3126953.0,3203341.0,3280106.0,3357464.0,3434299.0,3511768.0,3605884.0,3686632.0,3763246.0,3839870.0,3916572.0,3993013.0,4069946.0,4146230.0,4222055.0,4297886.0,4373733.0,4449583.0,4526106.0,4603303.0,4699861.0,4806722.0,4893755.0,5004287.0,5115677.0,5239504.0,5349570.0,5433954.0,5516024.0,5595795.0,5674867.0,5754802.0,5833189.0,5910648.0,5987342.0,6064263.0,6141601.0,6220370.0,6300141.0
17,974,838,vandoorne,1,16,3,Accident,93922,174337,253855,333061,412060,490946,569942,648131,726228,804529,882963,961274,1039415,1117707,1195823,1274538.0,1352539.0,1430218.0,1507797.0,1585274.0,1662644.0,1739939.0,1817511.0,1894889.0,1972309.0,2049478.0,2126651.0,2203864.0,2281391.0,2358814.0,2436337.0,2513703.0,2591243.0,2668798.0,2746263.0,2823564.0,2901097.0,2978644.0,3056143.0,3133658.0,3211274.0,3288808.0,3383775.0,3464675.0,3541340.0,3618117.0,3695034.0,3772188.0,3849662.0,3926704.0,4003764.0,4081009.0,4158475.0,4235377.0,4312315.0,4389410.0,4467710.0,4545305.0,4622491.0,4728108.0,4832884.0,4920068.0,5009680.0,5119610.0,5243264.0,5351317.0,,,,,,,,,,,,
