,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
2,916.0,3.0,rosberg,2.0,1.0,Finished,107097.0,273191.0,425639.0,579303.0,683465.0,787555.0,891604.0,994874.0,1098326.0,1201981.0,1306289.0,1410500.0,1514906.0,1619044.0,1723119.0,1847809.0,1952616.0,2057175.0,2161853.0,2266226.0,2370610.0,2474515.0,2578671.0,2684382.0,2788602.0,2893192.0,2997651.0,3102053.0,3206670.0,3311073.0,3415465.0,3519930.0,3623843.0,3727516.0,3851256.0,3953637.0,4056355.0,4159178.0,4261651.0,4364094.0,4466395.0,4568914.0,4671669.0,4774428.0,4877194.0,4979565.0,5081895.0,5183827.0,5286289.0,5388880.0,5491575.0,5595103.0,5697528.0,5800095.0,5903353.0,6009099.0
1,916.0,1.0,hamilton,1.0,1.0,Finished,108000.0,274250.0,427156.0,579989.0,684204.0,788712.0,892301.0,995759.0,1099326.0,1203046.0,1307169.0,1411428.0,1516102.0,1621065.0,1725768.0,1831048.0,1955048.0,2059682.0,2163670.0,2267681.0,2371677.0,2475299.0,2579477.0,2683486.0,2787221.0,2891920.0,2996156.0,3100565.0,3205045.0,3308976.0,3413086.0,3517203.0,3621134.0,3743765.0,3847581.0,3950931.0,4053549.0,4156621.0,4259224.0,4361575.0,4463702.0,4566457.0,4669233.0,4771935.0,4874766.0,4977641.0,5079895.0,5181836.0,5283765.0,5386489.0,5489105.0,5591686.0,5694530.0,5797244.0,5901293.0,6004785.0
5,916.0,13.0,massa,4.0,1.0,Finished,109601.0,275610.0,428260.0,581210.0,686345.0,791245.0,895412.0,999187.0,1103251.0,1207195.0,1312198.0,1417347.0,1522366.0,1628153.0,1752835.0,1857736.0,1961696.0,2065965.0,2170246.0,2274820.0,2379121.0,2483067.0,2587344.0,2691554.0,2795569.0,2899623.0,3003601.0,3107855.0,3211982.0,3316040.0,3420405.0,3525484.0,3650033.0,3753528.0,3857049.0,3960389.0,4064309.0,4168248.0,4271919.0,4375395.0,4478951.0,4582527.0,4686451.0,4790398.0,4894074.0,4997474.0,5100929.0,5203955.0,5306951.0,5409922.0,5513152.0,5616589.0,5719931.0,5823316.0,5927231.0,6031709.0
15,916.0,822.0,bottas,5.0,1.0,Finished,110458.0,276401.0,428813.0,581416.0,687103.0,792024.0,896135.0,1000180.0,1104106.0,1208458.0,1313652.0,1418804.0,1523948.0,1629490.0,1734786.0,1859455.0,1964066.0,2068996.0,2174161.0,2279339.0,2384321.0,2488588.0,2593021.0,2697590.0,2802012.0,2906056.0,3010080.0,3114500.0,3218970.0,3323487.0,3446995.0,3550629.0,3654911.0,3759149.0,3863117.0,3966872.0,4070978.0,4174976.0,4279020.0,4383117.0,4486877.0,4590427.0,4694088.0,4797565.0,4900952.0,5003991.0,5106916.0,5209509.0,5312566.0,5415359.0,5518365.0,5621497.0,5725228.0,5829070.0,5931575.0,6035777.0
16,916.0,825.0,kevin_magnussen,8.0,1.0,Finished,110641.0,285226.0,438300.0,584767.0,693512.0,801115.0,907751.0,1014020.0,1120689.0,1227208.0,1333667.0,1439919.0,1546425.0,1652691.0,1759103.0,1865668.0,1971954.0,2078285.0,2184717.0,2291123.0,2397782.0,2503641.0,2609664.0,2715956.0,2823019.0,2930041.0,3038369.0,3163414.0,3267701.0,3372172.0,3477107.0,3582255.0,3686662.0,3791117.0,3895921.0,4000637.0,4106088.0,4211097.0,4315914.0,4420710.0,4525613.0,4631121.0,4735681.0,4842013.0,4947102.0,5052442.0,5157693.0,5262663.0,5367335.0,5472122.0,5577041.0,5682094.0,5787166.0,5892936.0,5999390.0,6105467.0
3,916.0,4.0,alonso,6.0,1.0,Finished,112054.0,277508.0,429385.0,581925.0,689553.0,795785.0,901237.0,1006362.0,1111614.0,1216557.0,1322079.0,1427326.0,1532574.0,1638397.0,1744246.0,1850468.0,1975994.0,2081746.0,2187426.0,2293463.0,2400382.0,2506559.0,2613009.0,2718626.0,2824234.0,2930330.0,3035589.0,3140914.0,3245805.0,3351123.0,3455642.0,3560949.0,3665379.0,3769671.0,3874421.0,3979350.0,4084487.0,4189241.0,4294353.0,4399246.0,4503968.0,4609138.0,4714847.0,4840840.0,4944534.0,5049495.0,5150969.0,5253940.0,5358978.0,5465116.0,5566806.0,5672848.0,5780709.0,5885430.0,5996134.0,6100016.0
12,916.0,817.0,ricciardo,3.0,1.0,Finished,112988.0,278700.0,430740.0,582173.0,687837.0,793195.0,897564.0,1001905.0,1106087.0,1210374.0,1315082.0,1419726.0,1524648.0,1630115.0,1754149.0,1858847.0,1963109.0,2067622.0,2172175.0,2276839.0,2381379.0,2485198.0,2589547.0,2693802.0,2798091.0,2902486.0,3006306.0,3110479.0,3214562.0,3318435.0,3422629.0,3545677.0,3648508.0,3751790.0,3855202.0,3958807.0,4062449.0,4165993.0,4269321.0,4372701.0,4476187.0,4579730.0,4683419.0,4787262.0,4890886.0,4994786.0,5098392.0,5201700.0,5305048.0,5408324.0,5511735.0,5615010.0,5718327.0,5821805.0,5925259.0,6030345.0
4,916.0,8.0,raikkonen,13.0,11.0,+1 Lap,114233.0,279707.0,432062.0,582745.0,690239.0,796765.0,902806.0,1008452.0,1113755.0,1218796.0,1324353.0,1430184.0,1535875.0,1641630.0,1747105.0,1853393.0,1960195.0,2085992.0,2192352.0,2298583.0,2404414.0,2510251.0,2616443.0,2724257.0,2830329.0,2937425.0,3044239.0,3150706.0,3256494.0,3361928.0,3467356.0,3572868.0,3677859.0,3783206.0,3888512.0,3993540.0,4098902.0,4203927.0,4308980.0,4414347.0,4519729.0,4625665.0,4749500.0,4853287.0,4957011.0,5060458.0,5164145.0,5269766.0,5374734.0,5480895.0,5586464.0,5693651.0,5817698.0,5920586.0,6024599.0,
9,916.0,807.0,hulkenberg,16.0,5.0,Engine,116291.0,290286.0,441535.0,586200.0,695372.0,803480.0,909988.0,1016272.0,1122776.0,1229278.0,1336386.0,1442859.0,1549367.0,1655850.0,1762076.0,1868408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,916.0,813.0,maldonado,9.0,1.0,Finished,116791.0,280625.0,433207.0,583217.0,691339.0,798204.0,904243.0,1009935.0,1115605.0,1220971.0,1326606.0,1432102.0,1537852.0,1643653.0,1749767.0,1881517.0,1987333.0,2093169.0,2199090.0,2305304.0,2410620.0,2515754.0,2621282.0,2726590.0,2831926.0,2937839.0,3042873.0,3149998.0,3254907.0,3359591.0,3465850.0,3571205.0,3676155.0,3781496.0,3886741.0,4011858.0,4115701.0,4219509.0,4323588.0,4428067.0,4533118.0,4638686.0,4743651.0,4848527.0,4953294.0,5058123.0,5162720.0,5267875.0,5372895.0,5478012.0,5582381.0,5687843.0,5792285.0,5896768.0,6001929.0,6107655.0
6,916.0,18.0,button,12.0,11.0,+1 Lap,116822.0,289839.0,440402.0,585660.0,694012.0,801841.0,908672.0,1014912.0,1121800.0,1228039.0,1334596.0,1440889.0,1547463.0,1653879.0,1760161.0,1866646.0,1972910.0,2079586.0,2185962.0,2292800.0,2399926.0,2506070.0,2612624.0,2720100.0,2826400.0,2933259.0,3041077.0,3149813.0,3273724.0,3378672.0,3483462.0,3588195.0,3692450.0,3797057.0,3902049.0,4006645.0,4111487.0,4216057.0,4320555.0,4425212.0,4530636.0,4635362.0,4740182.0,4845512.0,4951052.0,5056180.0,5161107.0,5266015.0,5371287.0,5476176.0,5581186.0,5687347.0,5794520.0,5902268.0,6011110.0,
13,916.0,818.0,vergne,10.0,1.0,Finished,117125.0,282088.0,434622.0,583515.0,691886.0,798917.0,905059.0,1010708.0,1116976.0,1222782.0,1328057.0,1433763.0,1539289.0,1644763.0,1750596.0,1880623.0,1984803.0,2089955.0,2196527.0,2301812.0,2407301.0,2512462.0,2617707.0,2723230.0,2829137.0,2935113.0,3041597.0,3148159.0,3254237.0,3379644.0,3484398.0,3588909.0,3693153.0,3797818.0,3903019.0,4008152.0,4113504.0,4218431.0,4322888.0,4427466.0,4532751.0,4638184.0,4743097.0,4847751.0,4952674.0,5057519.0,5162212.0,5267331.0,5372243.0,5477297.0,5581883.0,5686560.0,5790950.0,5895464.0,6001332.0,6108648.0
14,916.0,821.0,gutierrez,14.0,11.0,+1 Lap,118311.0,286375.0,439443.0,585508.0,694854.0,805036.0,913027.0,1020414.0,1127737.0,1234535.0,1341321.0,1448069.0,1554690.0,1661616.0,1768179.0,1874909.0,1981828.0,2089059.0,2197984.0,2305553.0,2438945.0,2544890.0,2650824.0,2756495.0,2861812.0,2967239.0,3072653.0,3178285.0,3283839.0,3389496.0,3495276.0,3600582.0,3705782.0,3811304.0,3916562.0,4021785.0,4128202.0,4233975.0,4339549.0,4446195.0,4571635.0,4675467.0,4779447.0,4883089.0,4986872.0,5090323.0,5193329.0,5296649.0,5399749.0,5503528.0,5607714.0,5712275.0,5816313.0,5920001.0,6025672.0,
8,916.0,154.0,grosjean,11.0,11.0,+1 Lap,119740.0,282881.0,435815.0,583868.0,692241.0,799283.0,905518.0,1011315.0,1117659.0,1223486.0,1329003.0,1434438.0,1540020.0,1645610.0,1751262.0,1857359.0,1983184.0,2089437.0,2195932.0,2301128.0,2406465.0,2511656.0,2616924.0,2721885.0,2828524.0,2933819.0,3039373.0,3144612.0,3249882.0,3374477.0,3479299.0,3584254.0,3688718.0,3793603.0,3899214.0,4004058.0,4108940.0,4214207.0,4319053.0,4424393.0,4530152.0,4637446.0,4742264.0,4847032.0,4952026.0,5056788.0,5161667.0,5266630.0,5371821.0,5478914.0,5583354.0,5688842.0,5795577.0,5902719.0,6009963.0,
17,916.0,826.0,kvyat,15.0,11.0,+1 Lap,120886.0,284363.0,437299.0,584408.0,693114.0,800605.0,907035.0,1013354.0,1119862.0,1226205.0,1332371.0,1438582.0,1544716.0,1651076.0,1757533.0,1863875.0,1969933.0,2076590.0,2182888.0,2289403.0,2396113.0,2522810.0,2627581.0,2732957.0,2837764.0,2943486.0,3048963.0,3154533.0,3259805.0,3364891.0,3470022.0,3575331.0,3680406.0,3785549.0,3890912.0,3996146.0,4101779.0,4206980.0,4312181.0,4417655.0,4523667.0,4647282.0,4751064.0,4854359.0,4957766.0,5061362.0,5164956.0,5268876.0,5373576.0,5481659.0,5596612.0,5722559.0,5824248.0,5927739.0,6032052.0,
7,916.0,20.0,vettel,7.0,1.0,Finished,121209.0,289242.0,442123.0,586654.0,695904.0,804692.0,911478.0,1018092.0,1124747.0,1231290.0,1338308.0,1444745.0,1551376.0,1657996.0,1764084.0,1870323.0,1977443.0,2083681.0,2190069.0,2296554.0,2402803.0,2509048.0,2615202.0,2721453.0,2828218.0,2937583.0,3061426.0,3165806.0,3270230.0,3375368.0,3480263.0,3585108.0,3689938.0,3794465.0,3898360.0,4002507.0,4106777.0,4211909.0,4316517.0,4421374.0,4526350.0,4630271.0,4734563.0,4840251.0,4945871.0,5050748.0,5155692.0,5261091.0,5383177.0,5484556.0,5586879.0,5689276.0,5792860.0,5895836.0,5997955.0,6100519.0
11,916.0,815.0,perez,17.0,130.0,Collision damage,146788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
