,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,webber,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,kubica,3,3,3,3,3,3,3,3,3,3,3,3,4,10,10,7,8,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,rosberg,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,alonso,5,5,5,5,5,5,5,5,5,5,5,6,12,11,11,8,7,7,6,6,6,5,5,5,5,5,4,4,4,12,15,15,15,14,14,14,14,14,13,12,12,12,12,12,11,11,11,11,11,13,13,13
5,barrichello,6,6,6,6,6,6,6,6,6,6,6,7,13,12,12,10,9,9,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,michael_schumacher,7,7,7,7,7,7,7,7,7,7,10,15,15,14,14,12,11,11,10,10,10,10,10,10,10,10,10,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,button,8,8,8,8,8,8,8,8,8,8,7,5,5,4,4,3,3,3,3,3,3,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8,kobayashi,9,9,9,9,9,9,9,9,9,9,8,10,14,13,13,11,10,10,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,sutil,10,10,10,10,10,10,10,10,10,10,9,8,6,5,5,14,13,13,12,12,12,12,12,12,12,11,11,10,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,rosa,11,11,11,11,11,11,11,11,11,11,11,9,9,15,15,13,12,12,11,11,11,11,11,11,11,13,16,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,petrov,12,12,12,12,12,12,12,12,12,12,12,11,7,6,8,15,14,14,13,13,13,13,13,13,13,12,12,12,11,10,10,10,10,10,10,10,10,10,10,13,14,14,14,14,13,13,13,13,13,12,12,12
12,hulkenberg,13,13,13,13,13,13,13,13,13,13,13,12,8,7,6,4,4,4,4,4,4,3,3,3,3,3,6,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
13,buemi,14,14,14,14,14,14,14,14,14,14,14,13,10,8,7,9,16,16,15,15,15,15,15,15,15,15,14,13,13,13,12,14,14,15,15,15,15,15,14,14,13,13,13,13,12,12,12,12,12,11,11,11
14,alguersuari,15,15,15,15,15,15,15,15,15,15,15,14,11,9,9,5,5,6,7,7,7,7,7,7,7,7,7,9,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,0,0,0,0,0,0,0,0
15,trulli,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,0
16,kovalainen,17,17,17,17,17,18,18,18,18,18,18,18,18,18,19,18,19,19,18,18,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,16,16,16,16,16,16,0
17,glock,18,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,19,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,0,0
18,liuzzi,19,18,18,18,18,17,17,17,17,16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,14,13,15,16,15,14,13,13,13,13,13,13,13,12,11,11,11,11,11,10,10,10,10,10,10,10,10
19,grassi,20,20,20,20,20,20,20,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,chandhok,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,0,0
21,yamamoto,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,0,0
22,massa,23,23,23,23,23,23,23,22,20,20,20,20,19,19,18,19,18,17,16,16,16,16,16,16,16,16,15,14,14,14,13,12,12,12,12,12,12,12,15,15,15,15,15,15,14,14,14,14,14,14,14,14
