,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
8,192.0,44.0,panis,13.0,5.0,Engine,94167.0,178017.0,261291.0,344802.0,427857.0,510271.0,592972.0,675799.0,758424.0,841051.0,923973.0,1006191.0,1088542.0,1170876.0,1253380.0,1335399.0,1417888.0,1500226.0,1582301.0,1664903.0,1747407.0,1830036.0,1911990.0,1994384.0,2076531.0,2158938.0,2241062.0,2324476.0,2406900.0,2489158.0,2572550.0,2654782.0,2737217.0,2819052.0,2900872.0,2983220.0,3066075.0,3147989.0,3230094.0,3312129.0,3394331.0,3476280.0,3567642.0,3674053.0,3754617.0,3835267.0,3916031.0,3996501.0,4077549.0,4157998.0,4239317.0,4320798.0,4402360.0,4483931.0,4565061.0,4646607.0,4727628.0,4808800.0,4889923.0,4971949.0,5052883.0,5133531.0,5214370.0,,,,,,,,,
2,192.0,15.0,trulli,20.0,48.0,Fuel pump,95457.0,179783.0,263363.0,346999.0,430745.0,514148.0,597267.0,680200.0,763260.0,846421.0,929628.0,1013130.0,1096563.0,1181347.0,1267250.0,1351941.0,1452504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,192.0,65.0,herbert,11.0,82.0,Injury,96093.0,180263.0,264218.0,347735.0,431165.0,514635.0,597775.0,680855.0,763692.0,846799.0,930052.0,1013385.0,1096634.0,1179337.0,1261531.0,1343501.0,1425610.0,1508438.0,1590627.0,1672965.0,1755768.0,1837901.0,1919928.0,2002063.0,2084467.0,2166831.0,2249113.0,2331591.0,2413942.0,2497210.0,2581116.0,2663860.0,2747379.0,2829821.0,2912209.0,2994795.0,3076948.0,3158829.0,3241133.0,3323868.0,3414777.0,3518411.0,3600202.0,3682463.0,3764843.0,3846873.0,3928825.0,4010432.0,4092374.0,4174132.0,4255889.0,4337345.0,4419245.0,4501725.0,4584303.0,4666580.0,4749974.0,4833206.0,4916545.0,4999903.0,5084306.0,5168015.0,5251791.0,5337794.0,5423445.0,5511244.0,5614057.0,,,,,
17,192.0,71.0,damon_hill,12.0,2.0,Disqualified,96408.0,180609.0,264939.0,348774.0,432023.0,515368.0,598657.0,681448.0,764617.0,847884.0,930761.0,1014345.0,1097503.0,1181667.0,1265382.0,1347755.0,1430341.0,1512874.0,1595484.0,1678311.0,1761535.0,1844628.0,1926883.0,2009828.0,2092864.0,2176705.0,2260614.0,2344666.0,2427764.0,2510659.0,2594669.0,2677790.0,2760606.0,2843811.0,2926498.0,3009685.0,3102242.0,3205850.0,3290704.0,3373276.0,3455553.0,3537155.0,3619085.0,3701075.0,3784006.0,3866303.0,3948198.0,4030255.0,4112173.0,4194053.0,4275965.0,4357000.0,4438552.0,4520245.0,4602362.0,4684196.0,4766230.0,4847576.0,4931416.0,5015427.0,5097757.0,5181271.0,5265513.0,5349236.0,5432112.0,5515463.0,5598059.0,5681398.0,5766053.0,5849653.0,,
21,192.0,76.0,magnussen,10.0,12.0,+2 Laps,97480.0,181091.0,265555.0,349718.0,433235.0,516459.0,599512.0,682547.0,765607.0,849009.0,932411.0,1015253.0,1098696.0,1182188.0,1266125.0,1348761.0,1431856.0,1514430.0,1596817.0,1679925.0,1764382.0,1846701.0,1929146.0,2021050.0,2129761.0,2211886.0,2294716.0,2377052.0,2459888.0,2542010.0,2624211.0,2706665.0,2788854.0,2871210.0,2953944.0,3036696.0,3119586.0,3201431.0,3283057.0,3364706.0,3447408.0,3529365.0,3611429.0,3693243.0,3774892.0,3858579.0,3940692.0,4024185.0,4116548.0,4222404.0,4303802.0,4390305.0,4472036.0,4553313.0,4634566.0,4715557.0,4797202.0,4878683.0,4960397.0,5042153.0,5123723.0,5205308.0,5287013.0,5369008.0,5451022.0,5533249.0,5615216.0,5696936.0,5779301.0,5861720.0,,
20,192.0,75.0,nakano,21.0,20.0,Spun off,97495.0,182518.0,266993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,192.0,68.0,takagi,18.0,5.0,Engine,97978.0,182835.0,267235.0,351671.0,435083.0,518879.0,602629.0,686323.0,769814.0,853530.0,937336.0,1020911.0,1104357.0,1188260.0,1272838.0,1356592.0,1440305.0,1523531.0,1607341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,192.0,73.0,rosset,15.0,6.0,Gearbox,98756.0,184094.0,268395.0,353113.0,436927.0,520796.0,605034.0,688589.0,773081.0,857028.0,940990.0,1024772.0,1109035.0,1192377.0,1276446.0,1360023.0,1443907.0,1527411.0,1610869.0,1696979.0,1783588.0,1879937.0,1985571.0,2071062.0,2154790.0,2238637.0,2326150.0,2412039.0,2499489.0,2584907.0,2669000.0,2754041.0,2838053.0,2921886.0,3005807.0,3089508.0,3173639.0,3258645.0,3344095.0,3430436.0,3513935.0,3598013.0,3681970.0,3767195.0,3851541.0,3935615.0,4020579.0,4115529.0,4229844.0,4314458.0,4398184.0,4482182.0,,,,,,,,,,,,,,,,,,,,
13,192.0,63.0,salo,19.0,5.0,Engine,99665.0,185087.0,269684.0,354353.0,438943.0,523092.0,607413.0,691454.0,775416.0,859516.0,943451.0,1027016.0,1110939.0,1194903.0,1278837.0,1362634.0,1446490.0,1530109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,192.0,64.0,diniz,17.0,6.0,Gearbox,100935.0,187714.0,273723.0,358162.0,442082.0,525997.0,609884.0,693667.0,777558.0,861449.0,945299.0,1029647.0,1114820.0,1199507.0,1283385.0,1366354.0,1449934.0,1533918.0,1619204.0,1703802.0,1788404.0,1872075.0,1956810.0,2040190.0,2123938.0,2208705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,192.0,74.0,tuero,16.0,37.0,Throttle,100984.0,187387.0,273276.0,357343.0,441336.0,525058.0,609031.0,692877.0,776912.0,860783.0,944665.0,1029495.0,1114301.0,1198150.0,1281697.0,1365235.0,1449263.0,1533269.0,1618131.0,1703223.0,1787602.0,1871495.0,1955635.0,2039379.0,2123430.0,2207488.0,2290942.0,2375219.0,2459868.0,2544601.0,2628639.0,2712643.0,2796605.0,2881333.0,2967628.0,3051448.0,3134741.0,3218204.0,3303151.0,3398508.0,3508004.0,3591372.0,3676719.0,3761597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
