,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
12,192.0,57.0,hakkinen,1.0,1.0,Finished,85628.0,166750.0,247696.0,328788.0,409883.0,490407.0,571084.0,651369.0,731659.0,811894.0,892351.0,972580.0,1052697.0,1132590.0,1212647.0,1292639.0,1373052.0,1453673.0,1534285.0,1615602.0,1697743.0,1779267.0,1859332.0,1939367.0,2019466.0,2099449.0,2179721.0,2260584.0,2340922.0,2421069.0,2501399.0,2582393.0,2663919.0,2744513.0,2825036.0,2905689.0,2986328.0,3067042.0,3157624.0,3261265.0,3342541.0,3422446.0,3502255.0,3582343.0,3662384.0,3742597.0,3822537.0,3902486.0,3982082.0,4062837.0,4142853.0,4223870.0,4304045.0,4384828.0,4464475.0,4544198.0,4624150.0,4703913.0,4783912.0,4863559.0,4943653.0,5023698.0,5103712.0,5183049.0,5263164.0,5343405.0,5423536.0,5504162.0,5585235.0,5666369.0,5747714.0,5831747.0
1,192.0,14.0,coulthard,2.0,1.0,Finished,86698.0,167872.0,248930.0,329939.0,411070.0,491787.0,572385.0,653120.0,733801.0,814482.0,895241.0,975567.0,1056038.0,1136506.0,1216856.0,1297629.0,1378064.0,1458302.0,1540042.0,1620489.0,1703472.0,1784473.0,1865458.0,1946076.0,2026290.0,2107075.0,2187881.0,2268252.0,2349142.0,2429668.0,2510767.0,2591377.0,2671872.0,2753164.0,2833795.0,2922967.0,3023661.0,3103636.0,3183872.0,3264368.0,3345039.0,3425924.0,3506323.0,3586866.0,3667058.0,3747064.0,3826927.0,3906806.0,3986945.0,4067136.0,4147193.0,4227812.0,4307770.0,4388496.0,4468738.0,4549117.0,4629470.0,4709116.0,4788801.0,4868496.0,4948191.0,5028115.0,5107777.0,5187649.0,5267676.0,5348818.0,5428853.0,5509303.0,5589749.0,5670282.0,5751319.0,5832849.0
9,192.0,49.0,frentzen,5.0,11.0,+1 Lap,88676.0,170702.0,253029.0,335152.0,416991.0,498682.0,580478.0,662176.0,743472.0,825085.0,906745.0,988557.0,1069717.0,1151241.0,1232741.0,1314186.0,1395733.0,1476837.0,1557859.0,1639553.0,1721070.0,1802147.0,1883036.0,1963952.0,2044783.0,2126060.0,2217304.0,2316998.0,2399021.0,2479725.0,2560364.0,2640995.0,2722005.0,2803596.0,2884261.0,2965570.0,3046203.0,3126716.0,3207549.0,3288938.0,3369994.0,3451200.0,3532886.0,3614427.0,3704138.0,3803455.0,3884360.0,3965327.0,4046017.0,4126719.0,4207579.0,4288462.0,4369620.0,4452180.0,4532742.0,4613910.0,4694813.0,4775215.0,4855486.0,4936368.0,5016802.0,5098150.0,5178747.0,5259304.0,5340755.0,5422198.0,5503743.0,5586391.0,5667773.0,5750456.0,5834445.0,
11,192.0,56.0,irvine,8.0,11.0,+1 Lap,89545.0,172216.0,254396.0,336352.0,418425.0,500145.0,582105.0,663754.0,745690.0,828770.0,910319.0,992821.0,1074606.0,1156437.0,1237828.0,1319323.0,1401043.0,1482713.0,1564003.0,1645479.0,1727487.0,1809162.0,1890539.0,1971932.0,2053293.0,2135367.0,2225644.0,2326256.0,2407487.0,2489385.0,2571096.0,2653487.0,2735772.0,2818019.0,2900068.0,2982524.0,3064524.0,3146454.0,3228329.0,3310192.0,3392700.0,3475429.0,3556420.0,3636995.0,3717504.0,3798442.0,3879119.0,3959910.0,4040693.0,4121481.0,4202459.0,4282936.0,4363429.0,4443970.0,4533076.0,4632799.0,4713524.0,4794093.0,4874663.0,4955458.0,5035836.0,5116397.0,5197287.0,5278089.0,5359200.0,5440597.0,5521659.0,5602561.0,5683627.0,5765547.0,5848185.0,
6,192.0,30.0,michael_schumacher,3.0,1.0,Finished,90243.0,172469.0,254892.0,336814.0,419175.0,500943.0,582654.0,664548.0,746018.0,827216.0,907998.0,990897.0,1071932.0,1152717.0,1233720.0,1314804.0,1396396.0,1477505.0,1558680.0,1640027.0,1721875.0,1802863.0,1883731.0,1964714.0,2045834.0,2134658.0,2234651.0,2316405.0,2397607.0,2478460.0,2559073.0,2639683.0,2720499.0,2801651.0,2882565.0,2963944.0,3044482.0,3125185.0,3206580.0,3288112.0,3369452.0,3451058.0,3532617.0,3613840.0,3695329.0,3776670.0,3856979.0,3936970.0,4017278.0,4097321.0,4177302.0,4257614.0,4345551.0,4449968.0,4529829.0,4609958.0,4689867.0,4769594.0,4849428.0,4929824.0,5009707.0,5089391.0,5169018.0,5249167.0,5329147.0,5409413.0,5489172.0,5569519.0,5650042.0,5730306.0,5811058.0,5892298.0
5,192.0,25.0,wurz,4.0,1.0,Finished,91309.0,173895.0,256307.0,338422.0,420613.0,502931.0,585310.0,667094.0,749601.0,831451.0,913467.0,995308.0,1077312.0,1159353.0,1241145.0,1322430.0,1405016.0,1486420.0,1568029.0,1649757.0,1732038.0,1814024.0,1895783.0,1977250.0,2059038.0,2141040.0,2222909.0,2305049.0,2386874.0,2468780.0,2550994.0,2633767.0,2715545.0,2797245.0,2879673.0,2961141.0,3042674.0,3124376.0,3205947.0,3287597.0,3369074.0,3450553.0,3532120.0,3613375.0,3694834.0,3784845.0,3886713.0,3967447.0,4048012.0,4128349.0,4208284.0,4288748.0,4369870.0,4450810.0,4530934.0,4611278.0,4691398.0,4772114.0,4852378.0,4932477.0,5013787.0,5093650.0,5173542.0,5253599.0,5334195.0,5414429.0,5494606.0,5575228.0,5656040.0,5736420.0,5817627.0,5899200.0
7,192.0,35.0,villeneuve,7.0,11.0,+1 Lap,92193.0,174670.0,257059.0,339089.0,421547.0,504204.0,585859.0,667738.0,749960.0,832079.0,913910.0,996017.0,1077723.0,1159795.0,1241566.0,1323539.0,1405227.0,1487187.0,1569055.0,1651102.0,1733306.0,1815150.0,1896706.0,1978126.0,2059811.0,2141676.0,2223558.0,2305401.0,2396226.0,2497454.0,2579075.0,2659214.0,2740013.0,2820885.0,2901631.0,2983369.0,3064928.0,3146673.0,3228501.0,3310308.0,3392076.0,3473289.0,3553535.0,3633784.0,3713969.0,3794608.0,3875000.0,3963880.0,4064246.0,4144963.0,4225935.0,4307085.0,4388205.0,4470025.0,4550591.0,4631441.0,4712448.0,4793038.0,4873167.0,4953439.0,5033771.0,5114964.0,5195304.0,5275682.0,5356370.0,5436972.0,5517965.0,5598843.0,5680320.0,5761766.0,5843653.0,
3,192.0,21.0,fisichella,6.0,11.0,+1 Lap,92591.0,175968.0,258716.0,341680.0,424467.0,506936.0,589542.0,672412.0,754627.0,836864.0,918882.0,1001185.0,1083129.0,1165281.0,1247344.0,1329571.0,1411567.0,1493554.0,1575473.0,1658051.0,1740505.0,1822695.0,1904739.0,1986897.0,2069510.0,2151711.0,2233741.0,2316186.0,2400956.0,2482958.0,2564522.0,2646231.0,2728479.0,2810403.0,2892556.0,2974319.0,3057200.0,3138629.0,3220004.0,3301902.0,3383355.0,3464462.0,3545546.0,3626635.0,3707855.0,3789306.0,3880176.0,3980153.0,4061262.0,4142146.0,4225183.0,4305877.0,4387093.0,4467717.0,4548053.0,4630568.0,4711078.0,4791321.0,4871793.0,4952026.0,5032138.0,5112148.0,5192228.0,5272457.0,5353178.0,5433507.0,5514577.0,5595638.0,5676781.0,5758203.0,5839574.0,
10,192.0,55.0,alesi,9.0,11.0,+1 Lap,93745.0,177732.0,260970.0,343920.0,426957.0,509910.0,592408.0,675164.0,758071.0,840632.0,923050.0,1005536.0,1087878.0,1170416.0,1252836.0,1334998.0,1417033.0,1499336.0,1581820.0,1664121.0,1746431.0,1828631.0,1911245.0,1993453.0,2075894.0,2158067.0,2240452.0,2323721.0,2406319.0,2488461.0,2570705.0,2653300.0,2735401.0,2817736.0,2899730.0,2982238.0,3064139.0,3146112.0,3227821.0,3309677.0,3392044.0,3483890.0,3587989.0,3669607.0,3750758.0,3832224.0,3913291.0,3994485.0,4075967.0,4157095.0,4238983.0,4320173.0,4401401.0,4482707.0,4564555.0,4645719.0,4726838.0,4808414.0,4889218.0,4970161.0,5051017.0,5132044.0,5212667.0,5293373.0,5374849.0,5455862.0,5537001.0,5618395.0,5699449.0,5780865.0,5862228.0,
4,192.0,22.0,barrichello,14.0,6.0,Gearbox,93816.0,177005.0,260107.0,342953.0,425892.0,508548.0,591131.0,673731.0,756291.0,838833.0,921112.0,1003585.0,1086020.0,1168426.0,1250624.0,1332964.0,1415429.0,1497917.0,1580031.0,1662331.0,1744834.0,1827053.0,1909349.0,1992048.0,2074557.0,2156983.0,2239572.0,2323158.0,2405404.0,2487615.0,2569685.0,2651968.0,2734115.0,2816492.0,2898642.0,2988960.0,3097495.0,3179253.0,3262512.0,3344620.0,3427684.0,3509765.0,3592079.0,3675787.0,3758193.0,3840313.0,3922423.0,4004579.0,4086685.0,4168973.0,4250820.0,4332674.0,4414722.0,4497140.0,4579144.0,4673752.0,,,,,,,,,,,,,,,,
