,0,1,2
0,822,131,1:15.875
1,1,131,1:16.020
2,830,9,1:16.225
3,815,9,1:16.342
4,842,213,1:16.456
5,832,6,1:16.761
6,817,1,1:16.763
7,844,6,1:16.748
8,852,213,1:16.701
9,846,1,1:17.473
10,20,117,1:17.502
11,8,51,1:17.606
12,847,3,1:17.958
13,841,51,1:17.897
14,839,214,1:18.126
15,4,214,1:18.452
16,849,3,1:18.756
17,854,210,1:18.858
18,853,210,1:19.303
19,840,117,1:20.873
