,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,235.0,30.0,michael_schumacher,9.0,37.0,Throttle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994.0,23973.0,22401.0,4065.0,5996.0,6758.0,6714.0,6661.0,7664.0,8736.0,9664.0,10833.0,9764.0,9348.0,10213.0,11474.0,13088.0,14043.0,15440.0,16919.0,22559.0,37013.0,15525.0,14415.0,15619.0,16504.0,17383.0,18714.0,18118.0,18755.0,20032.0,22511.0,25533.0,30870.0,54768.0,56182.0,56985.0,57971.0,56623.0,50847.0,36972.0,39042.0,40672.0,42437.0,42701.0,29720.0,29383.0,30662.0,33431.0,33685.0,36337.0,42547.0,,,,,,,
1,235.0,35.0,villeneuve,1.0,1.0,Finished,1172.0,1316.0,1296.0,1124.0,659.0,827.0,930.0,718.0,443.0,526.0,756.0,700.0,561.0,255.0,301.0,328.0,263.0,164.0,0.0,0.0,0.0,1070.0,1415.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14282.0,15470.0,14715.0,15281.0,11568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,235.0,55.0,alesi,3.0,1.0,Finished,3638.0,4679.0,5378.0,6359.0,6556.0,7447.0,8576.0,9717.0,10576.0,12166.0,13503.0,14398.0,15714.0,16601.0,17459.0,18082.0,19568.0,19766.0,17727.0,20773.0,17908.0,2443.0,23733.0,23561.0,23142.0,23365.0,24936.0,27613.0,30241.0,32988.0,35674.0,36487.0,38084.0,38288.0,41106.0,43555.0,46222.0,47984.0,49438.0,46714.0,27184.0,28134.0,31414.0,33478.0,34489.0,41635.0,61395.0,61848.0,63402.0,65300.0,66287.0,67669.0,68911.0,70493.0,72498.0,74681.0,74307.0,71989.0,58212.0,60778.0,61110.0,62667.0,59499.0,47514.0,52264.0,54678.0,56432.0,56671.0,59205.0,63236.0,66507.0,69092.0,70283.0,73377.0,75309.0,78430.0,84304.0
3,235.0,71.0,damon_hill,2.0,1.0,Finished,4039.0,5360.0,6073.0,7678.0,7702.0,7991.0,9247.0,10146.0,11141.0,12599.0,13929.0,15122.0,16157.0,17059.0,17902.0,18456.0,19994.0,20218.0,18266.0,21348.0,18695.0,0.0,0.0,0.0,3492.0,24010.0,25502.0,27963.0,30555.0,33291.0,31715.0,30412.0,31243.0,29313.0,29069.0,28692.0,29324.0,29236.0,28854.0,24401.0,7102.0,26110.0,25578.0,25997.0,25115.0,24051.0,21952.0,22381.0,21954.0,23300.0,25979.0,28053.0,26888.0,26537.0,26450.0,25784.0,23351.0,16173.0,0.0,0.0,0.0,0.0,0.0,6656.0,4967.0,5541.0,4648.0,2888.0,1906.0,1347.0,1264.0,874.0,1542.0,1135.0,868.0,698.0,861.0
4,235.0,56.0,irvine,14.0,6.0,Gearbox,5113.0,6741.0,8504.0,9905.0,10733.0,11979.0,13360.0,14959.0,15755.0,16723.0,17751.0,18305.0,19353.0,19889.0,27929.0,28760.0,29006.0,29032.0,26528.0,28081.0,26030.0,7973.0,9233.0,9417.0,12726.0,39237.0,40186.0,42668.0,43840.0,45232.0,45844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,235.0,77.0,berger,11.0,5.0,Engine,5658.0,7599.0,9399.0,10712.0,11687.0,13139.0,14410.0,15714.0,16656.0,18082.0,19331.0,20462.0,21529.0,22471.0,23207.0,23076.0,23357.0,23549.0,21212.0,23251.0,21686.0,3215.0,4932.0,9458.0,32937.0,32977.0,34993.0,37102.0,38663.0,40515.0,41024.0,41666.0,45144.0,45399.0,47685.0,49697.0,52284.0,55721.0,57494.0,54203.0,34464.0,34562.0,36042.0,37683.0,38572.0,39577.0,38726.0,39225.0,44351.0,68944.0,68100.0,68398.0,68976.0,70907.0,72821.0,74793.0,74635.0,70462.0,56922.0,58462.0,58542.0,59713.0,56572.0,44808.0,,,,,,,,,,,,,
6,235.0,57.0,hakkinen,4.0,11.0,+1 Lap,7014.0,9383.0,11244.0,13103.0,14479.0,16268.0,17483.0,19076.0,20491.0,22116.0,23813.0,25309.0,26762.0,28119.0,29708.0,30116.0,31005.0,31387.0,29670.0,31741.0,29980.0,12140.0,14282.0,15479.0,15843.0,21477.0,45058.0,46886.0,48786.0,50759.0,51703.0,53222.0,55140.0,55826.0,58034.0,61811.0,64231.0,66603.0,68093.0,64909.0,45597.0,47413.0,50113.0,51900.0,52787.0,53827.0,53049.0,54251.0,55742.0,57947.0,62940.0,87588.0,88435.0,89891.0,91374.0,93443.0,93109.0,88066.0,74761.0,76376.0,77403.0,79747.0,77679.0,67014.0,68247.0,70752.0,72854.0,73405.0,75102.0,78295.0,81195.0,87648.0,90832.0,94956.0,98746.0,103641.0,
7,235.0,65.0,herbert,13.0,5.0,Engine,7474.0,9999.0,11874.0,13893.0,15518.0,17071.0,18504.0,19718.0,21278.0,22941.0,24435.0,25947.0,27563.0,28740.0,30174.0,30979.0,35709.0,55921.0,53661.0,55078.0,52824.0,34332.0,36861.0,39576.0,39397.0,40933.0,42812.0,45160.0,47099.0,48930.0,49445.0,50577.0,52507.0,53292.0,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,235.0,14.0,coulthard,16.0,5.0,Engine,7955.0,10933.0,13239.0,15969.0,18152.0,20345.0,22240.0,24325.0,26201.0,28189.0,30228.0,31705.0,33534.0,35464.0,36871.0,38025.0,38795.0,39582.0,37739.0,39732.0,37496.0,19285.0,22576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,235.0,22.0,barrichello,6.0,12.0,+2 Laps,9168.0,12826.0,15473.0,18279.0,20527.0,22796.0,25142.0,27728.0,30557.0,33161.0,35272.0,37008.0,39027.0,41049.0,42905.0,44264.0,45569.0,47133.0,46503.0,49625.0,48396.0,31340.0,35266.0,42329.0,64476.0,65253.0,67351.0,70185.0,73571.0,76199.0,77613.0,80203.0,85108.0,86625.0,89671.0,93226.0,96215.0,100077.0,102927.0,100747.0,83413.0,84953.0,87887.0,90392.0,92433.0,94653.0,96037.0,99378.0,102270.0,111023.0,133501.0,135409.0,137187.0,140591.0,144439.0,147359.0,147732.0,144206.0,131366.0,134623.0,136378.0,139787.0,139310.0,135718.0,138020.0,140802.0,144238.0,146547.0,149463.0,154282.0,158639.0,161962.0,168049.0,172549.0,176080.0,,
