,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,button,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,alonso,3,3,3,3,3,3,3,3,3,6,10,6,5,5,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
3,webber,4,4,4,4,4,4,4,4,4,3,3,3,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3
4,massa,5,5,5,5,5,5,5,5,5,4,4,17,20,20,20,17,13,13,13,12,12,12,12,15,15,15,15,15,14,13,12,11,11,10,10,10,10,10,10,10,12,13,13,13,13,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,0
5,rosberg,6,6,6,6,7,7,7,7,10,15,11,8,7,7,6,6,6,6,6,5,5,6,9,9,8,8,7,8,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,0
6,michael_schumacher,7,7,7,8,8,8,8,8,7,10,15,11,10,8,8,7,7,7,7,6,6,5,5,5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,hamilton,8,8,8,7,6,6,6,6,6,5,5,7,8,16,17,19,16,15,15,15,14,13,13,12,10,10,10,10,9,10,9,9,9,8,8,8,7,6,5,5,5,5,5,5,5,5,5,5,9,8,7,6,5,5,5,5,5,5,5,5,5
8,sutil,9,9,9,9,9,9,9,9,8,7,8,12,11,9,9,8,8,8,8,7,7,7,6,6,5,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,0
9,resta,10,10,10,10,10,10,10,10,9,8,6,4,3,3,3,3,3,3,5,8,8,8,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6
10,perez,11,11,11,11,11,11,11,11,11,9,7,5,4,4,7,9,9,9,9,9,9,9,8,8,7,7,8,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,10,0
11,maldonado,12,12,12,12,12,12,12,12,12,11,12,16,15,14,14,12,10,10,10,10,10,10,10,10,12,14,14,14,12,12,10,10,10,11,11,11,11,11,11,11,10,10,10,10,12,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,0
12,barrichello,13,13,13,13,13,13,13,13,13,12,9,9,16,15,15,13,11,11,11,11,11,11,11,11,11,11,11,11,10,9,13,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,11,13,13,13,0
13,bruno_senna,14,14,14,14,14,14,14,14,14,19,22,22,22,22,22,22,22,22,21,21,21,20,20,20,20,20,20,20,19,19,19,19,19,18,17,16,16,16,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,15,15,15,0,0
14,buemi,15,15,15,15,15,15,15,15,15,13,18,19,18,17,16,14,12,12,12,13,13,14,14,13,13,12,12,12,11,11,11,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,11,12,13,13,13,13,13,13,13,13,12,12,12,0
