,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
10,854,20,vettel,9,1,1,Finished,116910,232374,347309,461570,575480,689775,804018,918223,1032491,1147010.0,1262091.0,1378000.0,1494921.0,1620099.0,1756090.0,1869359.0,1983082.0,2096640.0,2210399.0,2324509.0,2437622.0,2551293.0,2664853.0,2777954.0,2891340.0,3005182.0,3118864.0,3234747.0,3348697.0,3490542.0,3667028.0,3834761.0,3995499.0,4106638.0,4217740.0,4328732.0,4441067.0,4553156.0,4664625.0,4776532.0,4887770.0,4999422.0,5111184.0,5222672.0,5334432.0,5446702.0,5558952.0,5670515.0,5792158.0,5926831.0,6035519.0,6146214.0,6256455.0,6366969.0,6476749.0,6586159.0,6696571.0,6808495.0,6918471.0,7028862.0,7146757.0
9,854,18,button,1,2,1,Finished,119507,235935,351714,467124,582554,698038,813142,928133,1043418,1158700.0,1274304.0,1389984.0,1506495.0,1630873.0,1766467.0,1880821.0,1994976.0,2109332.0,2223654.0,2337976.0,2452039.0,2566146.0,2681063.0,2795177.0,2909879.0,3025592.0,3139468.0,3253068.0,3367127.0,3513252.0,3672898.0,3839638.0,3999588.0,4115611.0,4227792.0,4340665.0,4452911.0,4565112.0,4677129.0,4789113.0,4900825.0,5012523.0,5124188.0,5236096.0,5348219.0,5460206.0,5572853.0,5693109.0,5826013.0,5936413.0,6047854.0,6158915.0,6268208.0,6376662.0,6485366.0,6594078.0,6703079.0,6812232.0,6924161.0,7035381.0,7148494.0
2,854,4,alonso,6,4,1,Finished,120421,236485,352403,468329,583954,699483,815217,931646,1049116,1177777.0,1315683.0,1431211.0,1546053.0,1661393.0,1776838.0,1891597.0,2007223.0,2124876.0,2239932.0,2354790.0,2470234.0,2585650.0,2700390.0,2815478.0,2937609.0,3071973.0,3184753.0,3298164.0,3418132.0,3560799.0,3686345.0,3841954.0,4002358.0,4121091.0,4235182.0,4348306.0,4461910.0,4575015.0,4687782.0,4800109.0,4912728.0,5025236.0,5138103.0,5251023.0,5363727.0,5477119.0,5590760.0,5705234.0,5827868.0,5962077.0,6074046.0,6186622.0,6299316.0,6412872.0,6524421.0,6636428.0,6748392.0,6859283.0,6972273.0,7087247.0,7202206.0
8,854,17,webber,9,3,1,Finished,121853,238264,353626,469275,584963,700464,816482,932745,1049698,1168125.0,1286376.0,1412114.0,1549543.0,1665707.0,1782671.0,1896788.0,2011107.0,2126645.0,2243141.0,2356911.0,2471242.0,2586298.0,2701105.0,2816197.0,2931163.0,3045318.0,3159363.0,3273686.0,3398489.0,3562346.0,3688538.0,3843068.0,4002811.0,4120528.0,4233620.0,4345940.0,4457801.0,4569344.0,4681024.0,4792888.0,4904314.0,5015856.0,5127623.0,5240087.0,5351789.0,5463968.0,5584242.0,5718362.0,5830306.0,5941126.0,6055645.0,6168990.0,6280228.0,6390316.0,6501318.0,6612557.0,6725260.0,6836569.0,6947989.0,7061343.0,7176036.0
5,854,13,massa,6,9,11,+1 Lap,122531,239075,354922,470642,585894,701796,817507,934195,1051441,1170538.0,1296461.0,1465967.0,1605975.0,1720219.0,1835031.0,1951625.0,2065893.0,2180047.0,2295582.0,2411294.0,2528310.0,2644896.0,2761942.0,2886864.0,3022721.0,3135271.0,3248945.0,3363627.0,3503167.0,3648095.0,3768922.0,3890270.0,4009622.0,4129711.0,4247221.0,4363534.0,4479546.0,4594983.0,4710596.0,4825930.0,4948483.0,5084785.0,5198387.0,5311856.0,5425866.0,5538522.0,5651408.0,5764193.0,5877530.0,5991442.0,6105081.0,6219580.0,6335537.0,6454061.0,6571019.0,6685218.0,6798355.0,6911410.0,7028431.0,7148346.0,
1,854,3,rosberg,131,7,11,+1 Lap,123534,240826,357008,474395,592159,708696,825243,942494,1067400,1203875.0,1320397.0,1437323.0,1554780.0,1670371.0,1785959.0,1901588.0,2017411.0,2133753.0,2250579.0,2367393.0,2484092.0,2607864.0,2741948.0,2856597.0,2971115.0,3086197.0,3201706.0,3319876.0,3454724.0,3616432.0,3739658.0,3859828.0,4005998.0,4124642.0,4243816.0,4359705.0,4474639.0,4589995.0,4705168.0,4820072.0,4934782.0,5049165.0,5163808.0,5278522.0,5393829.0,5509459.0,5624412.0,5739706.0,5855072.0,5970608.0,6086661.0,6204641.0,6321057.0,6437645.0,6555149.0,6672064.0,6789792.0,6907834.0,7026925.0,7147583.0,
13,854,30,michael_schumacher,131,23,3,Accident,124277,241963,358711,476399,593879,710633,827368,944415,1062731,1189376.0,1328338.0,1444728.0,1564415.0,1682082.0,1797279.0,1911797.0,2026577.0,2141409.0,2256690.0,2372099.0,2487843.0,2603732.0,2720815.0,2845741.0,2979124.0,3092220.0,3206300.0,3320796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,854,1,hamilton,1,5,1,Finished,124841,242293,359226,474668,590015,705283,820276,935722,1052233,1170996.0,1297041.0,1436375.0,1561199.0,1700471.0,1826215.0,1957203.0,2071728.0,2185595.0,2299923.0,2415207.0,2530883.0,2645811.0,2762366.0,2877931.0,2992925.0,3106669.0,3221244.0,3335686.0,3473743.0,3633992.0,3759616.0,3881690.0,4008748.0,4125344.0,4244616.0,4360830.0,4475121.0,4588446.0,4701635.0,4813258.0,4924960.0,5036650.0,5149445.0,5262452.0,5375820.0,5489323.0,5603739.0,5728495.0,5861829.0,5974607.0,6086864.0,6199669.0,6311735.0,6422567.0,6535332.0,6647743.0,6759376.0,6871638.0,6985454.0,7099039.0,7214523.0
7,854,16,sutil,10,8,11,+1 Lap,126155,244087,361181,478455,595828,712759,829365,946513,1063888,1182864.0,1307487.0,1447721.0,1565215.0,1684501.0,1800737.0,1917321.0,2033566.0,2150133.0,2266433.0,2382883.0,2499129.0,2615909.0,2733124.0,2849679.0,2966219.0,3084336.0,3201035.0,3318244.0,3452834.0,3616817.0,3740150.0,3860853.0,4006738.0,4125052.0,4244255.0,4360550.0,4477988.0,4593484.0,4708694.0,4823994.0,4938837.0,5053447.0,5168407.0,5283478.0,5398042.0,5512984.0,5628305.0,5743465.0,5858749.0,5973745.0,6089849.0,6206024.0,6322189.0,6438762.0,6556000.0,6673148.0,6790548.0,6908517.0,7027601.0,7147965.0,
20,854,814,resta,10,6,1,Finished,127636,246242,364317,481748,599197,715935,832605,949355,1066059,1183646.0,1301335.0,1418193.0,1535571.0,1653113.0,1771286.0,1888562.0,2006105.0,2124350.0,2250174.0,2388498.0,2504005.0,2619824.0,2735353.0,2851511.0,2967236.0,3083150.0,3198296.0,3313817.0,3446921.0,3608399.0,3737486.0,3857817.0,4005644.0,4124196.0,4243010.0,4358776.0,4473400.0,4588107.0,4703942.0,4818586.0,4932825.0,5047428.0,5162267.0,5276722.0,5391033.0,5505861.0,5620885.0,5735956.0,5851419.0,5966569.0,6082062.0,6197496.0,6313960.0,6429628.0,6545467.0,6661759.0,6779096.0,6896415.0,7015094.0,7134370.0,7257824.0
