,0,1,2
0,20,9,1:25.283
1,17,9,1:25.327
2,1,1,1:25.544
3,18,1,1:25.467
4,4,6,1:25.773
5,13,6,1:25.857
6,8,208,1:26.101
7,815,15,1:26.076
8,813,3,1:25.983
9,3,131,1:25.976
10,154,208,1:26.136
11,807,10,1:26.241
12,811,3,1:26.331
13,30,131,1:26.574
14,817,5,1:26.777
15,814,10,1:26.989
16,155,15,1:27.219
17,818,5,1:27.525
18,808,207,1:28.756
19,5,207,1:29.500
20,10,206,1:29.613
21,37,164,1:30.592
22,39,164,1:30.593
23,819,206,1:30.662
