,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,1037,1,hamilton,131,1,1,Finished,112322,222564,332637,442906,552376,662493,772414,882407,992049,1101920.0,1256063.0,1444001.0,1624061.0,1789759.0,1898084.0,2006331.0,2114496.0,2222966.0,2331291.0,2439797.0,2548389.0,2657168.0,2765717.0,2873840.0,2982159.0,3090010.0,3198284.0,3306042.0,3414006.0,3522182.0,3631038.0,3739349.0,3847523.0,3956004.0,4064112.0,4172428.0,4281632.0,4390552.0,4499073.0,4607950.0,4717810.0,4829208.0,4938804.0,5048761.0
6,1037,822,bottas,131,2,1,Finished,113738,223854,334097,444034,554035,664260,774180,884077,993897,1104202.0,1260426.0,1445122.0,1625114.0,1790449.0,1899273.0,2007429.0,2115910.0,2225052.0,2333804.0,2442535.0,2551385.0,2660104.0,2768642.0,2877579.0,2985986.0,3094068.0,3202051.0,3310383.0,3418512.0,3526657.0,3635252.0,3743756.0,3852213.0,3960877.0,4069564.0,4178317.0,4287211.0,4396175.0,4505226.0,4615019.0,4724900.0,4834701.0,4945795.0,5057209.0
9,1037,830,max_verstappen,9,3,1,Finished,114844,225458,335793,446361,556551,667019,777366,887491,997765,1108526.0,1262490.0,1446407.0,1625812.0,1790913.0,1900510.0,2009124.0,2117808.0,2226411.0,2335115.0,2443835.0,2552740.0,2661550.0,2770141.0,2878759.0,2987453.0,3095980.0,3204285.0,3312733.0,3421295.0,3530043.0,3638743.0,3747572.0,3856348.0,3965342.0,4074124.0,4183500.0,4292715.0,4401861.0,4511512.0,4621558.0,4731638.0,4841756.0,4952267.0,5064216.0
5,1037,817,ricciardo,4,4,1,Finished,115698,227144,338213,449674,560861,672295,783437,894380,1005176,1116087.0,1271795.0,1451623.0,1630120.0,1792279.0,1904173.0,2015352.0,2125265.0,2234855.0,2345386.0,2455793.0,2565278.0,2674827.0,2784308.0,2893876.0,3002897.0,3112009.0,3220922.0,3329645.0,3438333.0,3546993.0,3655670.0,3764370.0,3873126.0,3982023.0,4090903.0,4199469.0,4308455.0,4417502.0,4526391.0,4634845.0,4743138.0,4851397.0,4960155.0,5067638.0
10,1037,839,ocon,4,5,1,Finished,116527,228548,340117,451705,563083,674481,785803,896946,1007773,1118790.0,1276982.0,1453956.0,1632912.0,1792970.0,1905220.0,2016856.0,2128492.0,2239585.0,2349192.0,2458968.0,2569002.0,2679233.0,2789556.0,2900437.0,3011109.0,3119899.0,3228738.0,3337705.0,3446544.0,3555539.0,3664403.0,3773397.0,3882647.0,3991770.0,4101054.0,4210498.0,4320378.0,4430281.0,4540019.0,4650422.0,4760515.0,4870744.0,4980871.0,5089411.0
17,1037,848,albon,9,6,1,Finished,117297,229293,340809,452570,563987,675516,787061,898367,1009304,1120205.0,1277886.0,1452798.0,1631590.0,1792650.0,1904682.0,2016025.0,2127249.0,2236814.0,2346556.0,2456769.0,2567965.0,2678186.0,2788506.0,2897446.0,3006628.0,3115420.0,3224156.0,3333218.0,3442002.0,3551160.0,3660352.0,3769634.0,3879344.0,3988963.0,4098980.0,4208936.0,4318900.0,4429084.0,4539069.0,4649444.0,4759583.0,4869840.0,4980014.0,5091473.0
11,1037,840,stroll,211,9,1,Finished,118071,230216,342193,454198,565894,677531,789357,901153,1012656,1124339.0,1280687.0,1456057.0,1634605.0,1793591.0,1906030.0,2017792.0,2129281.0,2240534.0,2350536.0,2460541.0,2570803.0,2681020.0,2791339.0,2901852.0,3012318.0,3122761.0,3232193.0,3341369.0,3450750.0,3560050.0,3669231.0,3778532.0,3887959.0,3997095.0,4106924.0,4216597.0,4328151.0,4438472.0,4548315.0,4658532.0,4769004.0,4879417.0,4990634.0,5101364.0
14,1037,844,leclerc,6,14,1,Finished,118759,230989,344349,457372,569935,684054,797288,909063,1021159,1142756.0,1314865.0,1464969.0,1643904.0,1796212.0,1908703.0,2020922.0,2132637.0,2244182.0,2355472.0,2466225.0,2576841.0,2687494.0,2797782.0,2912640.0,3038107.0,3145947.0,3254406.0,3363476.0,3472579.0,3582745.0,3692086.0,3801475.0,3910797.0,4020692.0,4130050.0,4239776.0,4349335.0,4459435.0,4570342.0,4681188.0,4792417.0,4902696.0,5013646.0,5123681.0
4,1037,815,perez,211,10,1,Finished,119136,232753,345091,456332,568021,679737,791403,903293,1015121,1128925.0,1280803.0,1449979.0,1628527.0,1791631.0,1903746.0,2014969.0,2127623.0,2243484.0,2365593.0,2473982.0,2582837.0,2693062.0,2802764.0,2911649.0,3022178.0,3130719.0,3239703.0,3349496.0,3458491.0,3567642.0,3677367.0,3787510.0,3896815.0,4006402.0,4116885.0,4225982.0,4334967.0,4444086.0,4553048.0,4663636.0,4772640.0,4882021.0,4991750.0,5101940.0
13,1037,842,gasly,213,8,1,Finished,119301,231710,343078,454981,566784,678413,790186,902101,1013780,1126769.0,1278200.0,1448715.0,1627731.0,1791355.0,1902986.0,2013300.0,2123643.0,2233938.0,2344718.0,2455293.0,2566991.0,2677396.0,2787894.0,2899624.0,3010392.0,3126249.0,3248314.0,3356695.0,3464534.0,3572555.0,3681028.0,3789631.0,3898729.0,4007627.0,4117489.0,4228024.0,4336596.0,4445222.0,4553905.0,4662008.0,4770368.0,4879975.0,4987819.0,5096132.0
15,1037,846,norris,1,7,1,Finished,120069,233893,346149,458499,570913,682712,794453,905934,1017494,1133875.0,1287453.0,1457031.0,1637226.0,1793986.0,1906649.0,2018410.0,2129979.0,2241320.0,2351786.0,2462219.0,2572808.0,2683131.0,2793418.0,2903736.0,3013989.0,3124181.0,3233301.0,3343163.0,3452760.0,3562021.0,3671129.0,3780165.0,3889498.0,3998575.0,4107938.0,4217288.0,4325951.0,4434713.0,4543265.0,4652114.0,4761463.0,4871602.0,4981622.0,5092535.0
8,1037,826,kvyat,213,11,1,Finished,120948,234611,346884,459281,571902,684730,796310,907864,1018973,1137117.0,1292199.0,1460280.0,1639278.0,1794605.0,1907256.0,2019213.0,2130881.0,2242137.0,2352824.0,2463473.0,2574060.0,2684300.0,2794843.0,2905237.0,3015436.0,3125566.0,3235428.0,3345260.0,3455145.0,3565002.0,3674965.0,3785074.0,3895214.0,4005573.0,4116068.0,4229612.0,4340807.0,4451512.0,4562450.0,4673379.0,4784236.0,4895995.0,5007398.0,5118961.0
2,1037,20,vettel,6,13,1,Finished,121600,235726,347949,460300,572785,685736,798145,910185,1022430,1141648.0,1294768.0,1461767.0,1640868.0,1795083.0,1907860.0,2020157.0,2132060.0,2243620.0,2354630.0,2465181.0,2575974.0,2686498.0,2796698.0,2907161.0,3017393.0,3127744.0,3238251.0,3348631.0,3460009.0,3570188.0,3680146.0,3792028.0,3902527.0,4013019.0,4123571.0,4234242.0,4345232.0,4455916.0,4566607.0,4677286.0,4787976.0,4899485.0,5010270.0,5121655.0
12,1037,841,giovinazzi,51,18,3,Accident,122147,236169,348937,461315,573929,686720,799431,911759,1023552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1037,825,kevin_magnussen,210,17,1,Finished,122660,236757,349946,463491,577440,691696,804605,917416,1029687,1159368.0,1326229.0,1471329.0,1648722.0,1796994.0,1909827.0,2022131.0,2134392.0,2245968.0,2357357.0,2468632.0,2580075.0,2691078.0,2802085.0,2913637.0,3024293.0,3134834.0,3245216.0,3355578.0,3466905.0,3577374.0,3687776.0,3798265.0,3909351.0,4019940.0,4135987.0,4260352.0,4368435.0,4476960.0,4586388.0,4696301.0,4805538.0,4914820.0,5024379.0,5134301.0
1,1037,8,raikkonen,51,12,1,Finished,123357,237349,350233,462173,574396,687283,800280,912487,1024330,1148247.0,1309161.0,1464034.0,1642268.0,1795552.0,1908310.0,2019760.0,2131491.0,2243045.0,2353707.0,2464208.0,2574845.0,2685321.0,2795536.0,2906119.0,3016317.0,3126498.0,3236395.0,3346217.0,3456334.0,3566224.0,3676242.0,3786768.0,3898316.0,4010026.0,4120534.0,4231179.0,4342524.0,4452906.0,4564376.0,4675071.0,4785591.0,4896910.0,5008328.0,5120265.0
16,1037,847,russell,3,19,138,Debris,123524,237838,351055,464089,575843,688384,801108,913673,1025778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1037,154,grosjean,210,15,1,Finished,123895,238463,351983,465038,578078,689937,802317,914772,1027105,1154025.0,1317123.0,1469619.0,1647268.0,1796510.0,1909333.0,2021313.0,2133543.0,2245030.0,2356291.0,2467384.0,2578336.0,2688942.0,2799408.0,2910571.0,3021189.0,3132515.0,3242960.0,3352978.0,3463314.0,3574700.0,3684943.0,3795124.0,3905708.0,4016113.0,4126529.0,4237165.0,4348312.0,4458683.0,4569598.0,4680469.0,4791305.0,4902041.0,5013102.0,5125554.0
