,0,1,2
0,13,6,1:27.039
1,1,1,1:26.936
2,8,6,1:26.902
3,4,1,1:26.841
4,9,2,1:27.253
5,2,2,1:27.253
6,5,4,1:27.039
7,3,3,1:27.750
8,15,7,1:27.801
9,21,4,1:27.880
10,19,8,1:28.002
11,17,9,1:28.013
12,14,9,1:28.100
13,25,3,1:28.360
14,24,5,1:28.798
15,23,7,1:28.809
16,11,8,1:28.953
17,20,5,1:29.408
18,16,12,1:29.861
19,29,12,1:31.479
20,18,11,1:28.220
21,22,11,1:28.188
