,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,kubica,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
4,heidfeld,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,8,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,alonso,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,kovalainen,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,3,2,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,rosberg,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,coulthard,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,13,12,12,13,13,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,8,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9,webber,10,10,10,10,10,10,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,wurz,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,6,17,17,16,16,15,14,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,liuzzi,12,12,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,10,10,10,10,9,9,15,15,14,14,13,14,14,14,13,13,13,12,12,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,0
12,fisichella,13,13,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,7,5,5,5,4,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,6,5,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9
13,davidson,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,11,11,11,11,11,11,10,10,15,15,15,15,15,15,14,14,14,13,13,12,12,12,12,12,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,0
14,ralf_schumacher,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,15,14,14,14,14,13,13,12,12,11,11,11,11,11,11,15,15,15,14,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
15,barrichello,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,16,16,16,15,15,15,15,14,17,17,17,17,17,16,16,16,16,16,16,16,15,17,17,17,17,17,17,17,17,16,16,16,16,17,17,17,17,17,17,17,17,17,0
16,vettel,17,17,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17,17,16,15,14,14,13,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
17,sutil,18,19,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0
18,yamamoto,19,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0
19,button,20,18,17,17,17,18,18,18,17,17,16,16,16,16,16,15,15,14,13,13,12,12,17,16,16,16,16,16,14,13,13,13,12,12,12,17,16,15,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,0
20,trulli,21,20,18,18,18,17,17,17,16,16,17,17,17,17,17,17,17,17,16,16,20,19,18,18,18,18,18,18,17,17,17,17,17,17,17,16,15,14,14,14,14,14,13,13,17,17,17,17,16,16,16,16,16,16,16,16,16,0
