,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
9,157,30,michael_schumacher,6,1,1,Finished,99573,197156,294781,392539,490196,587988.0,685819.0,783510.0,881399.0,979394.0,1077944.0,1175955.0,1273576.0,1371814.0,1469409.0,1567158.0,1664683.0,1765946.0,1886857.0,1985873.0,2085448.0,2184518.0,2282746.0,2382116.0,2479663.0,2577431.0,2675305.0,2773039.0,2870172.0,2967789.0,3065241.0,3162937.0,3260194.0,3357671.0,3455514.0,3558138.0,3678213.0,3776812.0,3874458.0,3971932.0,4069939.0,4167528.0,4265576.0,4364105.0,4462744.0,4561488.0,4660132.0,4758970.0,4858100.0,4956269.0,5054049.0,5152634.0,5253298.0
10,157,31,montoya,3,2,1,Finished,103211,203664,303020,401441,499904,598130.0,696574.0,795077.0,893093.0,990644.0,1088406.0,1186136.0,1284422.0,1382138.0,1479925.0,1577954.0,1675782.0,1773385.0,1871532.0,1968549.0,2069355.0,2190970.0,2289594.0,2387488.0,2485969.0,2583972.0,2681601.0,2779198.0,2876620.0,2973070.0,3071761.0,3168835.0,3266477.0,3364290.0,3461998.0,3559389.0,3656951.0,3759009.0,3879533.0,3978342.0,4076670.0,4175544.0,4274013.0,4372145.0,4469911.0,4567784.0,4665566.0,4764096.0,4862675.0,4961436.0,5060112.0,5158048.0,5256452.0
7,157,22,barrichello,6,5,1,Finished,104213,203489,303237,402067,500929,599343.0,697837.0,796193.0,894607.0,992470.0,1090306.0,1188436.0,1286286.0,1384180.0,1485225.0,1606454.0,1703424.0,1800561.0,1897931.0,1995392.0,2093127.0,2191967.0,2290530.0,2388587.0,2486852.0,2585451.0,2683145.0,2780727.0,2883348.0,3011019.0,3108591.0,3207857.0,3306482.0,3404188.0,3501795.0,3599928.0,3697818.0,3796124.0,3894274.0,3991602.0,4092569.0,4212143.0,4310157.0,4408058.0,4506017.0,4604227.0,4702346.0,4800818.0,4898666.0,4996598.0,5094451.0,5192134.0,5289842.0
8,157,23,ralf_schumacher,3,6,1,Finished,104522,204804,304672,403598,502594,601286.0,700378.0,799156.0,897258.0,995794.0,1093965.0,1191883.0,1289914.0,1387654.0,1485650.0,1583558.0,1681067.0,1778478.0,1876334.0,1975309.0,2073125.0,2170726.0,2271318.0,2393682.0,2490976.0,2589641.0,2686917.0,2784670.0,2887106.0,3010086.0,3108015.0,3207694.0,3307996.0,3406648.0,3504262.0,3601614.0,3698986.0,3796767.0,3898906.0,4021311.0,4119111.0,4216484.0,4314391.0,4411622.0,4509245.0,4606189.0,4703236.0,4801736.0,4899258.0,4997239.0,5094992.0,5192784.0,5290420.0
6,157,21,fisichella,22,17,6,Gearbox,105309,205685,313746,414410,514843,616334.0,715516.0,814550.0,913512.0,1012102.0,1110645.0,1209697.0,1308058.0,1406704.0,1505927.0,1610184.0,1733066.0,1832972.0,1932842.0,2032527.0,2132503.0,2232027.0,2332258.0,2433321.0,2534279.0,2634222.0,2733631.0,2832950.0,2931980.0,3031091.0,3130361.0,3229695.0,3328878.0,3427607.0,3529215.0,3651688.0,3751824.0,3851074.0,3950702.0,4050424.0,4149763.0,4249032.0,4348552.0,4447841.0,4547340.0,4646477.0,4795042.0,,,,,,
18,157,57,hakkinen,1,4,1,Finished,105614,206053,306432,405182,503812,602767.0,701954.0,800819.0,899557.0,998278.0,1097160.0,1196097.0,1294883.0,1393575.0,1492142.0,1590735.0,1689529.0,1787643.0,1886425.0,1985784.0,2085021.0,2183514.0,2282124.0,2384896.0,2502443.0,2600480.0,2697906.0,2795709.0,2893386.0,2991562.0,3089848.0,3187429.0,3285950.0,3384138.0,3481930.0,3579868.0,3677748.0,3780088.0,3898651.0,3995949.0,4093826.0,4191895.0,4291002.0,4390889.0,4489616.0,4590227.0,4689728.0,4789494.0,4889666.0,4988545.0,5087769.0,5187924.0,5288837.0
3,157,14,coulthard,1,3,1,Finished,106036,206773,307173,406343,505191,603919.0,702959.0,801855.0,900885.0,999857.0,1098806.0,1197505.0,1297309.0,1396880.0,1495582.0,1594036.0,1692872.0,1792111.0,1891093.0,1989919.0,2090143.0,2189123.0,2291361.0,2409333.0,2506901.0,2604489.0,2702737.0,2802496.0,2900151.0,2998260.0,3096264.0,3194204.0,3292167.0,3389812.0,3487454.0,3585521.0,3683166.0,3781301.0,3883640.0,4001525.0,4098889.0,4196501.0,4294270.0,4392605.0,4491582.0,4590738.0,4690300.0,4789425.0,4886863.0,4984260.0,5081573.0,5178980.0,5276560.0
16,157,55,alesi,17,22,4,Collision,107817,207961,308343,408129,507820,607710.0,707349.0,806896.0,906403.0,1005875.0,1105178.0,1204775.0,1304896.0,1404983.0,1504965.0,1609187.0,1732369.0,1832154.0,1931906.0,2031702.0,2131373.0,2231476.0,2331769.0,2432929.0,2533138.0,2633103.0,2732509.0,2831366.0,2930302.0,3029375.0,3128501.0,3227642.0,3330839.0,3454524.0,3554015.0,3654572.0,3754877.0,3855681.0,3956044.0,4056239.0,4156445.0,4256813.0,4357177.0,4458629.0,4559069.0,4659096.0,4761397.0,4861682.0,4963188.0,5063059.0,5163364.0,5263816.0,
5,157,18,button,22,7,1,Finished,108623,209344,310138,409961,509975,609941.0,710205.0,810322.0,909930.0,1009509.0,1108967.0,1209979.0,1309966.0,1409807.0,1509618.0,1608994.0,1707649.0,1806580.0,1906046.0,2008424.0,2134153.0,2234010.0,2333916.0,2435011.0,2535969.0,2636121.0,2735781.0,2835491.0,2935278.0,3034825.0,3134272.0,3233873.0,3333503.0,3432819.0,3532004.0,3630530.0,3729265.0,3831957.0,3953632.0,4053663.0,4153028.0,4252552.0,4351854.0,4450674.0,4549505.0,4648722.0,4748601.0,4848322.0,4948035.0,5048106.0,5148341.0,5248715.0,5350400.0
2,157,8,raikkonen,15,21,4,Collision,109215,210195,311658,411649,512348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,157,15,trulli,17,8,11,+1 Lap,109511,210557,312052,412277,512624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,157,56,irvine,19,20,71,Fuel rig,110327,211529,312941,413859,514228,618230.0,718519.0,818600.0,917925.0,1017255.0,1116578.0,1215988.0,1315386.0,1414729.0,1514133.0,1613269.0,1712636.0,1811578.0,1910365.0,2009436.0,2108266.0,2206886.0,2308808.0,2434728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,157,35,villeneuve,16,10,11,+1 Lap,110776,212075,314396,415553,515852,618749.0,719832.0,819830.0,919436.0,1018473.0,1117898.0,1217318.0,1316886.0,1416670.0,1516456.0,1615394.0,1714364.0,1813661.0,1916679.0,2037911.0,2136820.0,2235707.0,2334702.0,2434815.0,2534841.0,2634907.0,2734584.0,2833546.0,2932519.0,3031786.0,3130907.0,3230298.0,3329896.0,3432815.0,3556088.0,3655728.0,3756587.0,3857635.0,3957380.0,4057213.0,4157251.0,4257541.0,4357728.0,4458780.0,4559761.0,4659924.0,4761870.0,4862652.0,4967931.0,5068189.0,5167453.0,5268007.0,
0,157,2,heidfeld,15,9,11,+1 Lap,110936,212708,314871,416421,516819,619263.0,720467.0,820859.0,920548.0,1020080.0,1119434.0,1218518.0,1318034.0,1417592.0,1517341.0,1616851.0,1716638.0,1816522.0,1919756.0,2040162.0,2138809.0,2237868.0,2336900.0,2435980.0,2536908.0,2637042.0,2736675.0,2836336.0,2935976.0,3036073.0,3135366.0,3234856.0,3338222.0,3459044.0,3557797.0,3658114.0,3757682.0,3858416.0,3958436.0,4058334.0,4158259.0,4258627.0,4358806.0,4459015.0,4560769.0,4661954.0,4762536.0,4864290.0,4964122.0,5063921.0,5164009.0,5264304.0,
12,157,37,rosa,19,18,44,Oil leak,112099,214784,316920,418834,520233,622702.0,723969.0,825447.0,926632.0,1027423.0,1128277.0,1228741.0,1329357.0,1429705.0,1529991.0,1629913.0,1730348.0,1830130.0,1929808.0,2029728.0,2129234.0,2229312.0,2329365.0,2430564.0,2530333.0,2635592.0,2761530.0,2861313.0,2962507.0,3062853.0,3164817.0,3264754.0,3365998.0,3465986.0,3566245.0,3665950.0,3765153.0,3864468.0,3964681.0,4063863.0,4167276.0,4289718.0,4391788.0,4493603.0,4599624.0,,,,,,,,
