,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,885,3,rosberg,131,1,1,Finished,88220,172367,256134,338638,420940,503456,585870,668066.0,751002.0,833523.0,915917.0,998084.0,1080216.0,1162165.0,1243962.0,1325637.0,1407253.0,1488599.0,1570105.0,1651859.0,1732981.0,1814066.0,1894828.0,1975391.0,2055507.0,2135435.0,2215354.0,2294567.0,2373704.0,2455403.0,2570266.0,2683859.0,2804593.0,2926244.0,3052175.0,3169269.0,3285700.0,3402521.0,3487334.0,3571845.0,3656129.0,3740078.0,3823454.0,3906466.0,3989351.0,5509281.0,5627911.0,5710854.0,5792038.0,5873652.0,5955307.0,6036538.0,6118169.0,6199256.0,6279796.0,6360613.0,6441708.0,6522748.0,6603884.0,6685062.0,6767690.0,6850101.0,6955896.0,7085934.0,7206640.0,7320690.0,7402164.0,7482771.0,7562808.0,7642997.0,7722225.0,7801301.0,7879963.0,7958290.0,8036854.0,8115208.0,8193624.0,8272056.0
0,885,1,hamilton,131,4,1,Finished,89423,173520,257117,339557,422058,504725,587348,670014.0,752548.0,835114.0,917635.0,999912.0,1081724.0,1163846.0,1245634.0,1327527.0,1409362.0,1491068.0,1572276.0,1653901.0,1735006.0,1816016.0,1897182.0,1977591.0,2057845.0,2138109.0,2218008.0,2297562.0,2376689.0,2458418.0,2580738.0,2686732.0,2807999.0,2929850.0,3056987.0,3173085.0,3288791.0,3404443.0,3490522.0,3575266.0,3658555.0,3742994.0,3826298.0,3909765.0,3993034.0,5514863.0,5629688.0,5712760.0,5794049.0,5875903.0,5957573.0,6039122.0,6120652.0,6202232.0,6283916.0,6365381.0,6446035.0,6527288.0,6608782.0,6690592.0,6773213.0,6855321.0,6963609.0,7089487.0,7210530.0,7322711.0,7405499.0,7486412.0,7566830.0,7646606.0,7726157.0,7805550.0,7884758.0,7964395.0,8043745.0,8121878.0,8202248.0,8285950.0
8,885,20,vettel,9,2,1,Finished,89683,173850,257428,340022,422526,505294,588560,671274.0,754155.0,837233.0,919357.0,1001984.0,1084043.0,1166101.0,1248275.0,1329800.0,1411615.0,1493455.0,1574537.0,1656129.0,1737263.0,1818526.0,1898750.0,1979291.0,2059039.0,2139084.0,2219211.0,2299108.0,2378662.0,2477500.0,2575667.0,2684716.0,2805361.0,2927474.0,3052851.0,3170181.0,3286437.0,3403433.0,3489239.0,3573917.0,3657755.0,3741487.0,3825004.0,3908506.0,3991768.0,5510180.0,5628542.0,5711634.0,5793281.0,5875071.0,5956752.0,6038358.0,6119915.0,6201309.0,6282522.0,6363767.0,6444517.0,6526043.0,6607229.0,6689236.0,6771604.0,6853856.0,6960472.0,7086610.0,7207673.0,7321526.0,7403643.0,7484574.0,7565185.0,7645233.0,7724357.0,7803821.0,7883034.0,7962325.0,8041294.0,8119904.0,8196481.0,8275944.0
6,885,17,webber,9,3,1,Finished,90851,174773,258620,340955,423422,506169,589415,672560.0,755221.0,838005.0,920706.0,1003280.0,1085514.0,1167732.0,1249789.0,1331612.0,1412985.0,1494873.0,1576234.0,1657367.0,1738663.0,1819989.0,1900774.0,1980524.0,2077346.0,2158967.0,2239438.0,2318598.0,2398750.0,2481112.0,2579045.0,2685765.0,2806747.0,2928581.0,3053916.0,3171456.0,3287778.0,3404033.0,3490214.0,3574985.0,3658259.0,3742343.0,3825846.0,3909448.0,3992577.0,5511925.0,5629203.0,5712500.0,5793726.0,5875685.0,5957293.0,6038862.0,6120416.0,6201749.0,6283225.0,6364557.0,6445486.0,6526715.0,6608240.0,6689914.0,6772523.0,6854581.0,6962890.0,7087900.0,7208962.0,7322019.0,7404590.0,7485954.0,7566343.0,7646259.0,7725784.0,7805008.0,7884207.0,7963455.0,8042460.0,8121147.0,8199409.0,8278370.0
3,885,8,raikkonen,208,10,1,Finished,91685,175423,259164,341663,424089,506981,590119,673013.0,756479.0,839101.0,921316.0,1003858.0,1086132.0,1168649.0,1250814.0,1332815.0,1413847.0,1495685.0,1577273.0,1658317.0,1739778.0,1820814.0,1901814.0,1982165.0,2062226.0,2159269.0,2242929.0,2323204.0,2404186.0,2495094.0,2596716.0,2689694.0,2809205.0,2931183.0,3058072.0,3174703.0,3289704.0,3405401.0,3491397.0,3576012.0,3659313.0,3743482.0,3827103.0,3910566.0,3993705.0,5514372.0,5630529.0,5713759.0,5794750.0,5876743.0,5958403.0,6039968.0,6121556.0,6203089.0,6284603.0,6365822.0,6446753.0,6527943.0,6609385.0,6691265.0,6773814.0,6855832.0,6964299.0,7090550.0,7211769.0,7323615.0,7406430.0,7487286.0,7569128.0,7671266.0,7750787.0,7828728.0,7906712.0,7986451.0,8067981.0,8149680.0,8231246.0,8308638.0
2,885,4,alonso,6,7,1,Finished,91890,175569,260053,342935,426639,509257,592100,675638.0,759605.0,842616.0,924819.0,1007382.0,1089856.0,1172575.0,1255048.0,1336827.0,1417546.0,1498789.0,1579924.0,1661592.0,1742670.0,1823211.0,1903713.0,1984280.0,2064524.0,2144724.0,2224737.0,2321581.0,2406289.0,2495485.0,2597016.0,2690531.0,2809828.0,2931939.0,3058796.0,3176282.0,3290876.0,3405793.0,3491642.0,3576208.0,3659603.0,3743694.0,3827324.0,3911361.0,3994559.0,5517181.0,5631409.0,5714691.0,5795824.0,5877663.0,5959292.0,6040972.0,6122736.0,6204208.0,6285880.0,6367069.0,6448952.0,6530041.0,6611397.0,6693279.0,6775642.0,6857582.0,6969314.0,7092926.0,7215157.0,7324874.0,7407893.0,7489016.0,7570960.0,7655261.0,7737135.0,7818660.0,7901370.0,7980877.0,8060456.0,8140045.0,8219385.0,8298790.0
13,885,815,perez,1,16,22,Suspension,94191,177486,261531,344260,427644,510342,593113,676144.0,760974.0,843877.0,926431.0,1008966.0,1091427.0,1173939.0,1256316.0,1338599.0,1420211.0,1501588.0,1582496.0,1663488.0,1745192.0,1826483.0,1907398.0,1988143.0,2068708.0,2150934.0,2230464.0,2310257.0,2407314.0,2498891.0,2600005.0,2694549.0,2811712.0,2934167.0,3060735.0,3177997.0,3292652.0,3406757.0,3492924.0,3577327.0,3660869.0,3744416.0,3827954.0,3911878.0,3994940.0,5516233.0,5630910.0,5714653.0,5795375.0,5877389.0,5958978.0,6040435.0,6122222.0,6203565.0,6285027.0,6366353.0,6447317.0,6528353.0,6609920.0,6691748.0,6774214.0,6856309.0,6965531.0,7091112.0,7213393.0,7323930.0,7406822.0,7487782.0,7570087.0,7653817.0,7735653.0,7817066.0,,,,,,
7,885,18,button,1,6,1,Finished,94555,177930,262030,345437,428948,511671,594573,677274.0,760128.0,843335.0,925659.0,1008203.0,1090677.0,1173208.0,1255573.0,1337846.0,1418855.0,1499973.0,1581050.0,1662764.0,1743897.0,1825050.0,1905914.0,1986513.0,2066931.0,2164463.0,2246509.0,2325844.0,2406689.0,2497745.0,2598397.0,2692466.0,2810771.0,2933042.0,3059732.0,3177189.0,3291851.0,3406092.0,3492338.0,3576660.0,3660378.0,3744953.0,3828539.0,3912457.0,3995376.0,5518177.0,5631927.0,5715274.0,5796512.0,5878280.0,5959806.0,6042219.0,6123790.0,6205304.0,6287007.0,6368136.0,6449497.0,6530801.0,6611916.0,6693737.0,6776167.0,6858345.0,6971781.0,7094408.0,7216198.0,7325463.0,7408366.0,7489406.0,7571399.0,7654768.0,7736436.0,7818099.0,7900377.0,7979341.0,8058202.0,8136922.0,8215832.0,8295159.0
5,885,16,sutil,10,5,1,Finished,95083,178570,262783,345864,429417,512080,595003,677723.0,761801.0,844596.0,927015.0,1009725.0,1091931.0,1174668.0,1256945.0,1339276.0,1420839.0,1502116.0,1583243.0,1664155.0,1745827.0,1827289.0,1908591.0,1989818.0,2071027.0,2152687.0,2233559.0,2315113.0,2396646.0,2498663.0,2601133.0,2698738.0,2812454.0,2934952.0,3061712.0,3179233.0,3293681.0,3407423.0,3493754.0,3577886.0,3661617.0,3745668.0,3829197.0,3912999.0,3996106.0,5518105.0,5632538.0,5715781.0,5797176.0,5878840.0,5960288.0,6041394.0,6123296.0,6204638.0,6286378.0,6367447.0,6448198.0,6528923.0,6610650.0,6692346.0,6774793.0,6856908.0,6966369.0,7091953.0,7214231.0,7324495.0,7407386.0,7488350.0,7570353.0,7654202.0,7735948.0,7817606.0,7899550.0,7977842.0,8056634.0,8135324.0,8213863.0,8293533.0
15,885,818,vergne,5,8,1,Finished,96470,179834,263988,346696,430180,512710,595713,678548.0,762721.0,845471.0,928018.0,1010344.0,1092820.0,1175299.0,1257831.0,1340339.0,1422301.0,1503511.0,1584675.0,1665715.0,1747044.0,1828449.0,1909751.0,1990777.0,2072207.0,2154884.0,2235392.0,2315914.0,2414850.0,2507203.0,2605572.0,2702850.0,2815565.0,2938840.0,3063187.0,3180835.0,3296902.0,3408493.0,3495342.0,3579389.0,3662570.0,3746488.0,3830010.0,3913554.0,3996987.0,5521577.0,5633635.0,5716853.0,5798627.0,5879905.0,5961177.0,6043100.0,6124380.0,6205986.0,6287600.0,6368806.0,6449929.0,6531269.0,6612545.0,6694468.0,6776825.0,6858703.0,6973304.0,7096521.0,7217470.0,7326270.0,7409472.0,7490242.0,7572036.0,7655661.0,7737616.0,7819033.0,7901910.0,7981280.0,8060902.0,8140670.0,8219821.0,8299279.0
