,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,885.0,3.0,rosberg,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,885.0,1.0,hamilton,4.0,1.0,Finished,1203.0,1153.0,983.0,919.0,1118.0,1269.0,1478.0,1948.0,1546.0,1591.0,1718.0,1828.0,1508.0,1681.0,1672.0,1890.0,2109.0,2469.0,2171.0,2042.0,2025.0,1950.0,2354.0,2200.0,2338.0,2674.0,2654.0,2995.0,2985.0,3015.0,10472.0,2873.0,3406.0,3606.0,4812.0,3816.0,3091.0,1922.0,3188.0,3421.0,2426.0,2916.0,2844.0,3299.0,3683.0,5582.0,1777.0,1906.0,2011.0,2251.0,2266.0,2584.0,2483.0,2976.0,4120.0,4768.0,4327.0,4540.0,4898.0,5530.0,5523.0,5220.0,7713.0,3553.0,3890.0,2021.0,3335.0,3641.0,4022.0,3609.0,3932.0,4249.0,4795.0,6105.0,6891.0,6670.0,8624.0,13894.0
2,885.0,20.0,vettel,2.0,1.0,Finished,1463.0,1483.0,1294.0,1384.0,1586.0,1838.0,2690.0,3208.0,3153.0,3710.0,3440.0,3900.0,3827.0,3936.0,4313.0,4163.0,4362.0,4856.0,4432.0,4270.0,4282.0,4460.0,3922.0,3900.0,3532.0,3649.0,3857.0,4541.0,4958.0,22097.0,5401.0,857.0,768.0,1230.0,676.0,912.0,737.0,912.0,1905.0,2072.0,1626.0,1409.0,1550.0,2040.0,2417.0,899.0,631.0,780.0,1243.0,1419.0,1445.0,1820.0,1746.0,2053.0,2726.0,3154.0,2809.0,3295.0,3345.0,4174.0,3914.0,3755.0,4576.0,676.0,1033.0,836.0,1479.0,1803.0,2377.0,2236.0,2132.0,2520.0,3071.0,4035.0,4440.0,4696.0,2857.0,3888.0
3,885.0,17.0,webber,3.0,1.0,Finished,2631.0,2406.0,2486.0,2317.0,2482.0,2713.0,3545.0,4494.0,4219.0,4482.0,4789.0,5196.0,5298.0,5567.0,5827.0,5975.0,5732.0,6274.0,6129.0,5508.0,5682.0,5923.0,5946.0,5133.0,21839.0,23532.0,24084.0,24031.0,25046.0,25709.0,8779.0,1906.0,2154.0,2337.0,1741.0,2187.0,2078.0,1512.0,2880.0,3140.0,2130.0,2265.0,2392.0,2982.0,3226.0,2644.0,1292.0,1646.0,1688.0,2033.0,1986.0,2324.0,2247.0,2493.0,3429.0,3944.0,3778.0,3967.0,4356.0,4852.0,4833.0,4480.0,6994.0,1966.0,2322.0,1329.0,2426.0,3183.0,3535.0,3262.0,3559.0,3707.0,4244.0,5165.0,5606.0,5939.0,5785.0,6314.0
4,885.0,8.0,raikkonen,10.0,1.0,Finished,3465.0,3056.0,3030.0,3025.0,3149.0,3525.0,4249.0,4947.0,5477.0,5578.0,5399.0,5774.0,5916.0,6484.0,6852.0,7178.0,6594.0,7086.0,7168.0,6458.0,6797.0,6748.0,6986.0,6774.0,6719.0,23834.0,27575.0,28637.0,30482.0,39691.0,26450.0,5835.0,4612.0,4939.0,5897.0,5434.0,4004.0,2880.0,4063.0,4167.0,3184.0,3404.0,3649.0,4100.0,4354.0,5091.0,2618.0,2905.0,2712.0,3091.0,3096.0,3430.0,3387.0,3833.0,4807.0,5209.0,5045.0,5195.0,5501.0,6203.0,6124.0,5731.0,8403.0,4616.0,5129.0,2925.0,4266.0,4515.0,6320.0,28269.0,28562.0,27427.0,26749.0,28161.0,31127.0,34472.0,37622.0,36582.0
5,885.0,4.0,alonso,7.0,1.0,Finished,3670.0,3202.0,3919.0,4297.0,5699.0,5801.0,6230.0,7572.0,8603.0,9093.0,8902.0,9298.0,9640.0,10410.0,11086.0,11190.0,10293.0,10190.0,9819.0,9733.0,9689.0,9145.0,8885.0,8889.0,9017.0,9289.0,9383.0,27014.0,32585.0,40082.0,26750.0,6672.0,5235.0,5695.0,6621.0,7013.0,5176.0,3272.0,4308.0,4363.0,3474.0,3616.0,3870.0,4895.0,5208.0,7900.0,3498.0,3837.0,3786.0,4011.0,3985.0,4434.0,4567.0,4952.0,6084.0,6456.0,7244.0,7293.0,7513.0,8217.0,7952.0,7481.0,13418.0,6992.0,8517.0,4184.0,5729.0,6245.0,8152.0,12264.0,14910.0,17359.0,21407.0,22587.0,23602.0,24837.0,25761.0,26734.0
6,885.0,815.0,perez,16.0,22.0,Suspension,5971.0,5119.0,5397.0,5622.0,6704.0,6886.0,7243.0,8078.0,9972.0,10354.0,10514.0,10882.0,11211.0,11774.0,12354.0,12962.0,12958.0,12989.0,12391.0,11629.0,12211.0,12417.0,12570.0,12752.0,13201.0,15499.0,15110.0,15690.0,33610.0,43488.0,29739.0,10690.0,7119.0,7923.0,8560.0,8728.0,6952.0,4236.0,5590.0,5482.0,4740.0,4338.0,4500.0,5412.0,5589.0,6952.0,2999.0,3799.0,3337.0,3737.0,3671.0,3897.0,4053.0,4309.0,5231.0,5740.0,5609.0,5605.0,6036.0,6686.0,6524.0,6208.0,9635.0,5178.0,6753.0,3240.0,4658.0,5011.0,7279.0,10820.0,13428.0,15765.0,,,,,,
7,885.0,18.0,button,6.0,1.0,Finished,6335.0,5563.0,5896.0,6799.0,8008.0,8215.0,8703.0,9208.0,9126.0,9812.0,9742.0,10119.0,10461.0,11043.0,11611.0,12209.0,11602.0,11374.0,10945.0,10905.0,10916.0,10984.0,11086.0,11122.0,11424.0,29028.0,31155.0,31277.0,32985.0,42342.0,28131.0,8607.0,6178.0,6798.0,7557.0,7920.0,6151.0,3571.0,5004.0,4815.0,4249.0,4875.0,5085.0,5991.0,6025.0,8896.0,4016.0,4420.0,4474.0,4628.0,4499.0,5681.0,5621.0,6048.0,7211.0,7523.0,7789.0,8053.0,8032.0,8675.0,8477.0,8244.0,15885.0,8474.0,9558.0,4773.0,6202.0,6635.0,8591.0,11771.0,14211.0,16798.0,20414.0,21051.0,21348.0,21714.0,22208.0,23103.0
8,885.0,16.0,sutil,5.0,1.0,Finished,6863.0,6203.0,6649.0,7226.0,8477.0,8624.0,9133.0,9657.0,10799.0,11073.0,11098.0,11641.0,11715.0,12503.0,12983.0,13639.0,13586.0,13517.0,13138.0,12296.0,12846.0,13223.0,13763.0,14427.0,15520.0,17252.0,18205.0,20546.0,22942.0,43260.0,30867.0,14879.0,7861.0,8708.0,9537.0,9964.0,7981.0,4902.0,6420.0,6041.0,5488.0,5590.0,5743.0,6533.0,6755.0,8824.0,4627.0,4927.0,5138.0,5188.0,4981.0,4856.0,5127.0,5382.0,6582.0,6834.0,6490.0,6175.0,6766.0,7284.0,7103.0,6807.0,10473.0,6019.0,7591.0,3805.0,5222.0,5579.0,7545.0,11205.0,13723.0,16305.0,19587.0,19552.0,19780.0,20116.0,20239.0,21477.0
9,885.0,818.0,vergne,8.0,1.0,Finished,8250.0,7467.0,7854.0,8058.0,9240.0,9254.0,9843.0,10482.0,11719.0,11948.0,12101.0,12260.0,12604.0,13134.0,13869.0,14702.0,15048.0,14912.0,14570.0,13856.0,14063.0,14383.0,14923.0,15386.0,16700.0,19449.0,20038.0,21347.0,41146.0,51800.0,35306.0,18991.0,10972.0,12596.0,11012.0,11566.0,11202.0,5972.0,8008.0,7544.0,6441.0,6410.0,6556.0,7088.0,7636.0,12296.0,5724.0,5999.0,6589.0,6253.0,5870.0,6562.0,6211.0,6730.0,7804.0,8193.0,8221.0,8521.0,8661.0,9406.0,9135.0,8602.0,17408.0,10587.0,10830.0,5580.0,7308.0,7471.0,9228.0,12664.0,15391.0,17732.0,21947.0,22990.0,24048.0,25462.0,26197.0,27223.0
