,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,870,1,hamilton,1,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,14813,3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13363,14116,14118,13913,11708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,870,154,grosjean,208,3,1,Finished,1456,2101,2373,2189,2247,2234,2328,2126,2142,2307,2567,2778,2497,2609,2438,2087,2028,0,0,7276,2675,2226,1367,973,1749,2494,2315,1768,1299,1142,978,1319,1152,1165,1631,1285,778,962,3063,17455,15089,16946,18385,18784,16402,6038,5374,5311,5153,4507,3879,3365,4495,4405,4358,5218,5246,5830,5521.0,6389.0,6095.0,6377.0,7454.0,8317.0,9275.0,9703.0,10079.0,10356.0,10518.0
2,870,18,button,1,6,1,Finished,2417,3222,3515,3715,4025,4165,4863,5025,5433,6060,6650,8152,8514,8957,13443,28821,28409,25887,22569,11934,8040,7924,7693,7586,7608,7571,7330,7211,7011,6796,6244,6318,6757,9283,24362,23771,23011,23191,23255,21473,19558,20675,20436,20331,20810,25458,24938,25125,25367,25650,25294,25409,25379,25239,25546,26060,25849,25568,26119.0,26965.0,26892.0,26974.0,27534.0,27459.0,27908.0,28718.0,28868.0,30080.0,30243.0
3,870,20,vettel,9,4,1,Finished,3280,4136,4360,4672,4919,5465,6255,6626,7069,7625,8175,9208,9823,10378,11559,11355,13754,27413,23634,12556,8857,8855,8733,8403,8539,8367,8396,7948,7888,7707,7342,7307,7264,7903,6929,5880,4590,6970,21166,18857,16451,17872,18909,19669,17782,6683,6907,6942,6924,6688,6263,6132,6249,5986,5790,6536,6664,9009,24062.0,23398.0,21635.0,19861.0,19791.0,19001.0,18174.0,17062.0,15734.0,13763.0,11614.0
4,870,4,alonso,6,5,1,Finished,3885,5208,5943,6620,7501,8139,9105,9525,10116,11003,11698,12389,12966,13502,13889,14027,16692,31442,29531,18868,16453,17518,18121,18898,19335,19760,19762,19695,19376,19326,18813,18808,18628,18820,18756,18238,18040,17859,17194,15686,14423,16391,20723,38101,36195,24456,24280,24344,24588,24533,24218,24169,24182,24062,24266,24792,24588,24546,25592.0,26240.0,26007.0,25711.0,26001.0,25828.0,25889.0,26191.0,26640.0,26650.0,26653.0
5,870,8,raikkonen,208,2,1,Finished,4241,5681,6435,7262,8451,8971,9805,10115,10783,12106,12718,13564,14040,14644,15010,14900,14932,12116,8726,0,13638,13635,13935,13844,13210,12948,13002,13091,12432,12069,11542,11589,11165,11025,10534,9125,7180,6505,5092,3956,0,0,0,0,0,4423,3549,3031,2670,1914,1303,963,976,947,879,1089,968,1170,921.0,1080.0,817.0,800.0,962.0,928.0,1062.0,1295.0,1236.0,1055.0,1032.0
6,870,17,webber,9,8,1,Finished,5216,6699,7695,8516,9410,10058,11000,11474,12159,13261,13964,14744,15451,16021,16825,16989,17142,14924,12151,4077,17399,18252,18943,20096,20436,20978,21036,21109,20930,20903,20069,20177,19934,19845,19722,19374,18782,18971,20750,33137,28855,29350,29973,29547,27999,16033,15505,15039,14258,13125,12364,11809,12171,12502,14564,30845,30528,30438,30162.0,30490.0,30256.0,30437.0,31343.0,31463.0,31926.0,32799.0,33692.0,33881.0,34458.0
7,870,811,bruno_senna,3,7,1,Finished,5954,7440,8427,9290,10305,11070,12358,12742,13371,14563,15472,16418,17110,17977,18749,22013,38542,35666,32435,22173,19751,21299,21720,22583,22795,23236,23426,23814,24037,23937,23341,23479,23511,23763,23873,23239,22601,22909,22802,21063,19195,22650,39496,40211,38436,26880,26609,26314,26767,26895,26609,26509,26669,26628,26892,27632,27831,28255,28535.0,29289.0,29597.0,29743.0,30413.0,30720.0,31291.0,32144.0,32675.0,33272.0,33899.0
8,870,13,massa,6,9,1,Finished,6233,7955,9222,10120,10926,11715,13121,13723,14356,15488,16668,17975,18880,19970,21198,22248,23909,25440,39603,28863,25420,25742,27332,28178,29379,29659,29715,30025,29825,29753,29396,29438,29281,29307,29354,29210,28755,28545,28266,27207,26160,28192,32278,49961,47674,35595,35088,35194,34355,33420,32534,32699,32557,31918,31588,32020,31934,31909,31554.0,32021.0,31406.0,31438.0,32343.0,32823.0,33371.0,34047.0,34931.0,35722.0,38350.0
9,870,807,hulkenberg,10,11,1,Finished,6694,8765,10147,11355,12604,13432,14935,15725,16610,17936,19245,20930,22382,23559,27621,46689,47263,45511,43279,33020,30243,31082,32205,33461,34981,36424,36400,36905,37300,37710,37954,38577,39083,39619,40400,40578,40374,40790,42814,56890,54045,55825,56537,57399,56862,47357,47048,47263,47331,47448,46794,46973,46792,47067,47429,47958,48050,48049,47881.0,48153.0,48228.0,48427.0,49474.0,50030.0,51148.0,52614.0,54127.0,55464.0,57283.0
10,870,3,rosberg,131,10,1,Finished,7286,9378,10823,12131,13576,14349,15825,16579,17540,19073,20404,22027,23316,24468,25982,28451,45851,43944,41589,31115,28016,28408,29403,30796,31605,32472,32696,33028,33130,33515,33572,33713,33912,34140,34081,33602,33096,33566,33416,35021,50426,51441,52257,53408,52165,40841,41205,42626,42867,42969,43669,43582,44188,44752,44767,45304,45371,45089,45075.0,45604.0,45611.0,46292.0,46798.0,47082.0,48074.0,48965.0,49468.0,50659.0,51234.0
11,870,813,maldonado,3,13,1,Finished,8150,10019,11513,12923,14395,15548,17012,17974,19154,20341,21665,23263,24596,25798,29703,47287,48486,46886,44479,34326,31608,32516,33660,34716,36263,37649,38457,39052,39541,39931,39982,40616,40799,41308,41829,42146,41916,42217,42043,40530,40907,58900,59466,59987,58354,48168,50288,49635,49368,49727,49322,51667,62263,62763,63061,63369,63077,62865,62890.0,63126.0,62846.0,62976.0,62947.0,63032.0,63166.0,63357.0,63332.0,63175.0,63606.0
12,870,815,perez,15,14,1,Finished,8561,10539,12158,13647,15183,16220,17983,18891,19935,21248,22853,24556,26407,27675,29009,30642,31533,30737,29081,21676,24397,42306,42699,43683,44519,45953,47989,49226,50596,51749,52244,53368,55261,56989,57151,56346,55381,55153,54289,52223,51407,53698,54964,56567,56492,46873,52257,69710,69256,68795,67935,67776,68807,68522,69272,69587,68970,68394,67724.0,67521.0,66304.0,65743.0,65668.0,65592.0,65133.0,64844.0,64835.0,64623.0,64494.0
13,870,814,resta,10,12,1,Finished,8943,11307,13474,15353,17405,18690,20137,20903,21643,23183,24602,26116,27319,28549,29999,33854,51376,49302,46589,35996,32704,33697,34643,35691,37235,38287,39769,40439,40731,41097,41237,41855,42443,43051,43444,43710,43412,45946,60316,57956,55242,56775,57270,58214,57445,47812,51069,51216,51164,52004,52051,51647,51418,51064,51374,51374,51035,51079,51188.0,51636.0,51600.0,51983.0,53507.0,54108.0,55937.0,57742.0,59185.0,60839.0,62887.0
14,870,817,ricciardo,5,15,11,+1 Lap,9329,11963,14086,16219,18268,19922,21974,23765,25232,27039,28788,30515,32091,35776,55308,55719,56226,54685,52267,42045,39173,40198,41352,42419,43451,45084,47257,48299,49896,50745,51514,52708,54420,59097,77208,77862,77262,77231,76332,75695,73142,74474,74819,75537,74133,62557,65026,83470,84218,84220,84063,83989,84533,85318,89371,90720,95125,95979,96128.0,97541.0,98400.0,99138.0,100768.0,103356.0,106608.0,107592.0,108294.0,109136.0,
15,870,5,kovalainen,207,17,11,+1 Lap,9753,13348,15482,17681,19745,21764,24276,26261,27785,29996,32380,34645,36639,38615,40644,42714,48245,65302,64248,55409,53287,54835,56395,58670,60609,62744,64150,65745,67212,68796,70259,72362,74158,75581,78814,82969,102653,103602,105577,108397,109425,111981,113690,115859,117294,106996,108184,113368,116425,117845,120436,121926,124079,125717,128144,133351,152579,153268,155964.0,157563.0,157772.0,158009.0,159187.0,160261.0,161625.0,162611.0,164100.0,165387.0,
16,870,818,vergne,5,16,11,+1 Lap,10046,12672,14751,16862,18935,21047,23178,24893,26462,28830,30910,35939,54827,55615,56949,59381,60095,59031,57106,47316,45001,46401,47794,49353,50757,52532,54286,56275,58753,65230,82629,83109,83146,84375,84554,84242,83665,83294,82432,80452,78047,79293,80537,82014,81089,72979,95399,96043,96053,95998,95725,96087,96235,96197,96820,97675,97941,98245,98134.0,98863.0,99632.0,100339.0,102137.0,109877.0,127099.0,127275.0,127321.0,129373.0,
