,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,111,23,ralf_schumacher,3,4,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,21101,21756,15130,16915.0,18708.0,19235.0,6245.0,7332.0,7853.0,8602.0,9557.0,10183.0,10226.0,9944.0,10356.0,28989.0,29112.0,28896.0,10661.0,11720.0,12270.0,10470.0,10619.0,11311.0,12328.0,14434.0,14778.0,15463.0,16045.0,17129.0,18199.0,19509.0,40529.0,22623.0,22824.0,24949.0,26069.0,24747.0,23771.0,21625.0,19845.0,19636.0,18743.0,15698.0,13065.0,8803.0
1,111,30,michael_schumacher,6,1,1,Finished,573,555,368,98,219,516,469,559,412,512,718,762,884,850,807,0,0,0,12488,13497.0,14390.0,14065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,111,22,barrichello,6,3,1,Finished,1533,1298,1270,639,838,887,1252,1122,1268,1366,1541,1658,1906,2094,2029,1148,2193,23052,16662,18322.0,19961.0,20198.0,7151.0,8221.0,9188.0,9918.0,10546.0,10976.0,11172.0,10911.0,10903.0,9458.0,9605.0,29980.0,11697.0,12935.0,13534.0,11941.0,11645.0,12211.0,13118.0,14738.0,15183.0,16327.0,16760.0,17556.0,19098.0,19947.0,19565.0,0.0,23637.0,24820.0,24422.0,22912.0,21178.0,18911.0,15846.0,14990.0,13326.0,9691.0,6759.0,2291.0
3,111,31,montoya,3,7,1,Finished,2191,2122,2440,2056,2326,2583,2467,1905,2599,2656,2770,2673,3116,3746,3943,3107,4748,29985,22387,23718.0,25225.0,25380.0,13264.0,14801.0,15779.0,17133.0,18017.0,19163.0,20130.0,21313.0,44335.0,43002.0,64332.0,65081.0,47006.0,48714.0,49749.0,48517.0,49171.0,50140.0,51258.0,52118.0,51835.0,53295.0,54082.0,56078.0,57667.0,59020.0,60481.0,61647.0,61331.0,61077.0,61839.0,61366.0,60552.0,58687.0,56277.0,56219.0,55578.0,51798.0,49646.0,45271.0
4,111,8,raikkonen,1,2,1,Finished,3063,3577,3910,4006,4528,5228,5668,5528,5834,5987,6233,6385,6400,6616,6863,6048,7266,7698,0,0.0,0.0,0.0,9063.0,10544.0,11815.0,13562.0,15019.0,16359.0,17701.0,18574.0,19282.0,19164.0,19982.0,20132.0,1403.0,2074.0,2195.0,809.0,1519.0,1604.0,1783.0,1666.0,596.0,1972.0,28596.0,31003.0,33914.0,36416.0,38400.0,20178.0,19647.0,19374.0,19312.0,17937.0,16995.0,14411.0,11758.0,11863.0,11482.0,8672.0,6014.0,1882.0
5,111,4,alonso,4,6,1,Finished,4103,5200,5831,5756,6050,6364,6670,6318,6716,6680,6855,7381,7700,9053,33514,34874,37950,40346,34694,37220.0,39683.0,41389.0,29203.0,31200.0,33086.0,35254.0,37614.0,39801.0,41434.0,43139.0,45232.0,46243.0,48047.0,48361.0,29748.0,30657.0,30847.0,29060.0,30460.0,55738.0,58017.0,60165.0,61334.0,64224.0,65924.0,68559.0,71200.0,73383.0,75299.0,56600.0,55704.0,55953.0,56790.0,55440.0,53978.0,52999.0,51355.0,52141.0,53160.0,49635.0,47666.0,43689.0
6,111,44,panis,7,9,11,+1 Lap,4873,5765,6677,6887,7590,8283,9883,10499,11682,12727,14792,38681,39925,41632,43178,44089,47135,49369,43797,46736.0,49634.0,50881.0,38939.0,41440.0,43391.0,45788.0,48809.0,73431.0,75644.0,77362.0,79328.0,80899.0,85056.0,86376.0,68619.0,70192.0,71911.0,71172.0,72560.0,74653.0,76892.0,78910.0,80667.0,104175.0,105871.0,108907.0,112477.0,116949.0,119861.0,102111.0,102501.0,103132.0,105656.0,105364.0,106488.0,105887.0,107511.0,109023.0,110453.0,109080.0,107973.0,
7,111,14,coulthard,1,5,1,Finished,5431,6601,7666,7981,8951,10485,11771,12102,13056,13825,14867,15353,15721,16193,16364,15723,16920,17302,9784,10077.0,11484.0,32734.0,19515.0,21253.0,22777.0,24150.0,25445.0,26741.0,28052.0,28723.0,30127.0,31073.0,31952.0,32015.0,13078.0,13963.0,14406.0,12696.0,13010.0,13387.0,14267.0,15264.0,16183.0,17201.0,18478.0,40724.0,42896.0,44360.0,45665.0,26749.0,26313.0,26129.0,26961.0,25676.0,24319.0,22393.0,20282.0,20665.0,19837.0,16671.0,13960.0,9411.0
8,111,2,heidfeld,15,10,11,+1 Lap,5915,7146,8351,8504,9479,11026,12406,12825,14151,15411,16711,18015,19948,42714,44461,45812,49400,52550,47664,50705.0,53546.0,54731.0,43150.0,45785.0,48317.0,50971.0,53200.0,55433.0,57594.0,59939.0,80936.0,82046.0,85721.0,87400.0,70051.0,71914.0,73625.0,72789.0,73934.0,75958.0,78379.0,80142.0,81184.0,84305.0,86842.0,110078.0,113362.0,117486.0,120682.0,103399.0,103819.0,106049.0,107767.0,109090.0,111096.0,109978.0,109158.0,110857.0,112125.0,110605.0,109881.0,
9,111,18,button,16,8,11,+1 Lap,6419,7856,9028,9698,10213,11649,13256,14040,15024,16415,17537,18958,20118,20697,20889,21699,47978,50981,46021,48733.0,51404.0,52763.0,41120.0,43495.0,45678.0,48023.0,50019.0,51879.0,53544.0,54581.0,56043.0,57310.0,58847.0,59449.0,40726.0,41613.0,42900.0,66212.0,68214.0,71060.0,73423.0,75956.0,77439.0,80640.0,84835.0,87799.0,91218.0,94839.0,97367.0,79870.0,79977.0,80629.0,82160.0,82173.0,82253.0,81547.0,80559.0,86121.0,89655.0,88309.0,89237.0,
