,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,ralf_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,4,4,4,3,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
2,barrichello,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,4,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3
3,montoya,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,6,6,6,6,5,5,5,5,5,5,5,5,5,6,6,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7
4,raikkonen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2
5,alonso,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
6,panis,7,7,7,7,7,7,7,7,7,7,7,16,16,14,14,12,11,11,8,8,8,8,8,8,8,8,8,13,12,12,11,10,10,10,10,10,10,10,10,10,9,9,9,11,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,0
7,coulthard,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,5,3,2,2,2,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,heidfeld,9,9,9,9,9,9,9,9,9,9,9,8,8,15,15,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,12,11,11,11,11,11,11,11,11,11,10,10,10,9,9,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,0
9,button,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,7,12,12,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
10,webber,11,11,11,11,11,11,11,11,11,11,11,10,10,9,8,14,14,14,11,11,12,12,12,12,12,12,12,11,10,10,9,12,12,12,12,12,12,12,12,12,11,11,11,10,10,9,9,9,9,9,9,9,9,15,0,0,0,0,0,0,0,0
11,matta,12,12,12,12,12,12,12,12,12,12,12,11,11,16,16,15,15,15,12,12,11,11,11,11,11,11,11,10,14,14,14,15,15,14,14,14,14,14,14,14,12,12,12,12,12,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,12,0
12,villeneuve,13,13,13,13,13,13,13,13,13,13,13,12,12,10,9,8,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,trulli,14,14,14,14,14,14,14,14,14,14,14,13,13,11,12,16,16,16,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,15,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,13,13,13,13,0
14,fisichella,15,15,15,15,15,15,15,15,15,15,15,14,14,12,11,10,9,9,18,17,16,16,16,16,16,15,15,15,15,15,15,14,14,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,0,0,0,0,0
15,frentzen,16,16,16,16,16,16,16,16,16,16,16,15,15,13,13,11,10,10,14,13,13,13,13,13,13,13,13,12,11,11,10,9,9,9,9,9,9,8,8,8,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,0
16,verstappen,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,firman,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,16,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0
18,wilson,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
