,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
13,986.0,830.0,max_verstappen,1.0,1.0,Finished,84203.0,165804.0,247397.0,328836.0,410171.0,491470.0,572913.0,654256.0,735589.0,817043.0,898220.0,979299.0,1060584.0,1141622.0,1222619.0,1303608.0,1384506.0,1465458.0,1546498.0,1627564.0,1709144.0,1791333.0,1873055.0,1954152.0,2035000.0,2116065.0,2197335.0,2279130.0,2360684.0,2441696.0,2523003.0,2612165.0,2739168.0,2821123.0,2902017.0,2981609.0,3062021.0,3142299.0,3222361.0,3302415.0,3382818.0,3463281.0,3543996.0,3624452.0,3704846.0,3785347.0,3865831.0,3946015.0,4026174.0,4106342.0,4186422.0,4266395.0,4346586.0,4426984.0,4507218.0,4587533.0,4667620.0,4747661.0,4827740.0,4907913.0,4988121.0,5067954.0,5148007.0,5228082.0,5306974.0,5386865.0,5466630.0,5546514.0,5626126.0,5705748.0,5786552.0
10,986.0,822.0,bottas,2.0,1.0,Finished,85940.0,167859.0,249856.0,331652.0,413231.0,495160.0,576735.0,658283.0,739919.0,821762.0,903338.0,984742.0,1066145.0,1147171.0,1228388.0,1309524.0,1390569.0,1471429.0,1552788.0,1633875.0,1715332.0,1796905.0,1878581.0,1960583.0,2042532.0,2123956.0,2205561.0,2286759.0,2368621.0,2449714.0,2531085.0,2625283.0,2748344.0,2829005.0,2909532.0,2990444.0,3071751.0,3152470.0,3233421.0,3314811.0,3395711.0,3476663.0,3557666.0,3638665.0,3719125.0,3799336.0,3879851.0,3960548.0,4041052.0,4121885.0,4202372.0,4283243.0,4363992.0,4444306.0,4524707.0,4605171.0,4685656.0,4765589.0,4845461.0,4925581.0,5005926.0,5086255.0,5166267.0,5246068.0,5325951.0,5406035.0,5486369.0,5566506.0,5646547.0,5725921.0,5806230.0
17,986.0,839.0,ocon,5.0,11.0,+1 Lap,87996.0,170580.0,253323.0,335942.0,418417.0,500996.0,583368.0,665817.0,748183.0,830684.0,913190.0,995377.0,1077658.0,1159854.0,1241936.0,1323904.0,1405787.0,1487416.0,1569336.0,1654105.0,1754489.0,1836162.0,1917961.0,1999688.0,2081339.0,2163569.0,2245588.0,2327536.0,2409395.0,2491292.0,2573252.0,2680048.0,2777553.0,2859612.0,2941572.0,3023444.0,3105157.0,3186720.0,3268364.0,3350066.0,3431539.0,3513129.0,3594968.0,3676610.0,3758483.0,3840161.0,3921895.0,4003349.0,4084804.0,4166294.0,4247823.0,4329427.0,4410823.0,4492348.0,4573809.0,4655421.0,4737717.0,4819640.0,4901300.0,4982912.0,5064273.0,5145746.0,5228571.0,5310092.0,5391597.0,5472734.0,5553680.0,5634732.0,5716112.0,5797375.0,
7,986.0,807.0,hulkenberg,19.0,10.0,Electrical,88581.0,171626.0,254535.0,337303.0,420098.0,502755.0,585406.0,668184.0,750814.0,833699.0,916058.0,998513.0,1080778.0,1162998.0,1245554.0,1327720.0,1409610.0,1491301.0,1576242.0,1676856.0,1759539.0,1842333.0,1924893.0,2008737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,986.0,832.0,sainz,16.0,5.0,Engine,89217.0,192416.0,293959.0,376627.0,460001.0,543031.0,626020.0,709031.0,792313.0,876068.0,960376.0,1043241.0,1125955.0,1208843.0,1291691.0,1374627.0,1457461.0,1540395.0,1623615.0,1706997.0,1790283.0,1874971.0,1958247.0,2041690.0,2126562.0,2210542.0,2294828.0,2378147.0,2461597.0,2545010.0,2645959.0,2767422.0,2848921.0,2930281.0,3011785.0,3093580.0,3175491.0,3259227.0,3341026.0,3422970.0,3504928.0,3586885.0,3668821.0,3750720.0,3832557.0,3914580.0,3996740.0,4078815.0,4160957.0,4242706.0,4324424.0,4406366.0,4488340.0,4570270.0,4652059.0,4733944.0,4819241.0,4904298.0,4991582.0,,,,,,,,,,,,
8,986.0,815.0,perez,7.0,11.0,+1 Lap,89929.0,173622.0,256470.0,338913.0,421811.0,504619.0,587378.0,670167.0,752938.0,835908.0,918303.0,1000829.0,1083111.0,1165353.0,1247811.0,1330207.0,1412301.0,1497697.0,1597966.0,1679833.0,1761594.0,1843755.0,1926021.0,2008479.0,2090380.0,2172616.0,2255030.0,2337577.0,2419991.0,2501800.0,2583670.0,2693265.0,2787670.0,2869874.0,2951667.0,3033610.0,3115288.0,3197444.0,3279242.0,3360821.0,3442237.0,3523448.0,3604852.0,3686074.0,3767469.0,3848686.0,3929901.0,4011134.0,4092431.0,4178693.0,4277690.0,4357634.0,4437579.0,4517508.0,4597438.0,4677640.0,4757611.0,4837746.0,4918064.0,4998309.0,5078460.0,5158667.0,5238796.0,5318973.0,5399362.0,5479569.0,5559911.0,5640387.0,5720744.0,5801739.0,
4,986.0,13.0,massa,11.0,11.0,+1 Lap,90699.0,174532.0,260980.0,362067.0,445072.0,528279.0,611743.0,694846.0,778371.0,861956.0,945386.0,1031924.0,1115731.0,1199291.0,1282632.0,1365550.0,1448346.0,1531452.0,1614651.0,1697801.0,1781053.0,1864139.0,1947238.0,2030216.0,2112738.0,2195411.0,2278633.0,2362501.0,2445374.0,2528590.0,2620517.0,2731058.0,2819390.0,2901750.0,2984579.0,3066709.0,3148475.0,3230084.0,3311657.0,3393379.0,3474708.0,3556347.0,3639758.0,3721813.0,3803624.0,3885400.0,3966703.0,4048206.0,4129596.0,4211114.0,4292602.0,4373783.0,4455282.0,4536694.0,4617830.0,4700802.0,4782349.0,4863787.0,4945009.0,5026555.0,5107793.0,5189264.0,5270447.0,5351661.0,5433113.0,5514357.0,5596321.0,5679591.0,5761163.0,5842845.0,
5,986.0,20.0,vettel,4.0,1.0,Finished,90846.0,200976.0,283069.0,364869.0,447414.0,529719.0,613026.0,695648.0,778918.0,862585.0,945920.0,1030249.0,1112511.0,1194974.0,1278186.0,1360774.0,1443684.0,1524962.0,1606741.0,1689426.0,1771080.0,1853710.0,1935555.0,2017925.0,2100541.0,2183727.0,2267043.0,2350231.0,2432185.0,2512883.0,2595694.0,2709032.0,2810791.0,2890907.0,2971153.0,3052349.0,3132141.0,3212525.0,3292522.0,3372460.0,3452333.0,3532367.0,3612445.0,3692435.0,3772477.0,3852534.0,3932433.0,4012632.0,4093036.0,4173725.0,4253851.0,4334004.0,4414534.0,4494050.0,4574338.0,4655762.0,4734976.0,4815761.0,4896039.0,4976001.0,5056143.0,5135955.0,5215705.0,5295615.0,5375791.0,5455972.0,5536063.0,5614848.0,5695113.0,5774989.0,5856630.0
3,986.0,8.0,raikkonen,3.0,1.0,Finished,91052.0,175081.0,258546.0,340761.0,422957.0,505658.0,588238.0,670925.0,753775.0,836382.0,919089.0,1001719.0,1083615.0,1166274.0,1248480.0,1330862.0,1412992.0,1495028.0,1576427.0,1657663.0,1738928.0,1820328.0,1901268.0,1982248.0,2063237.0,2144423.0,2226450.0,2307719.0,2389356.0,2470804.0,2551916.0,2652591.0,2772040.0,2852689.0,2933369.0,3014101.0,3095330.0,3176564.0,3257060.0,3337587.0,3418611.0,3499310.0,3580494.0,3661507.0,3742622.0,3823826.0,3904497.0,3985866.0,4066813.0,4147685.0,4228670.0,4309878.0,4390427.0,4470866.0,4551030.0,4631350.0,4711535.0,4791686.0,4871740.0,4952283.0,5032676.0,5112958.0,5193633.0,5273812.0,5354539.0,5435330.0,5516076.0,5597648.0,5678478.0,5758864.0,5840559.0
18,986.0,840.0,stroll,6.0,11.0,+1 Lap,91761.0,176376.0,260671.0,343896.0,426839.0,509592.0,592356.0,675226.0,757942.0,841071.0,923650.0,1006166.0,1088263.0,1170444.0,1252568.0,1334740.0,1416868.0,1498974.0,1581089.0,1663533.0,1745938.0,1828372.0,1910251.0,1992699.0,2074830.0,2157190.0,2239830.0,2322168.0,2404251.0,2486426.0,2568944.0,2676376.0,2786081.0,2867241.0,2948622.0,3030933.0,3112689.0,3194187.0,3275581.0,3356948.0,3438424.0,3519737.0,3601114.0,3682193.0,3763527.0,3844902.0,3926524.0,4007951.0,4089097.0,4170384.0,4251628.0,4332894.0,4413956.0,4496333.0,4577442.0,4658621.0,4739974.0,4821427.0,4902942.0,4984339.0,5065827.0,5147138.0,5229784.0,5311215.0,5392558.0,5473753.0,5554818.0,5635978.0,5717207.0,5798802.0,
