,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,103,15,trulli,4,9,1,Finished,0,0,0,0,0,0,0,0,0,8582,25693,26804.0,19367.0,16967.0,17787.0,12965.0,11345.0,13972.0,16715.0,35335.0,40807.0,56421.0,77313.0,81113.0,85449.0,89936.0,94561.0,98910.0,94815.0,96284.0,26105.0,10843.0,10387.0,7170.0,14542.0,18984.0,23147.0,26221.0,35692.0,11581.0,6896.0,14274.0,19570.0,22115.0
1,103,4,alonso,4,16,5,Engine,838,1009,554,626,430,484,691,966,938,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,103,14,coulthard,1,7,1,Finished,2311,2821,2003,1975,2910,3911,4519,5166,6009,5904,6509,95021.0,105833.0,102964.0,101779.0,95402.0,92554.0,93127.0,95071.0,96539.0,97058.0,97683.0,96508.0,97121.0,97729.0,99129.0,99743.0,100764.0,102957.0,136016.0,51827.0,11782.0,11302.0,7527.0,12347.0,14293.0,16435.0,18013.0,77490.0,18849.0,7200.0,12775.0,16311.0,17970.0
3,103,30,michael_schumacher,6,2,1,Finished,3293,3455,2888,2812,6903,7718,8442,9093,9889,9833,10696,12268.0,4952.0,1554.0,0.0,994.0,12943.0,13576.0,12982.0,13163.0,13036.0,13103.0,11940.0,12513.0,13191.0,13223.0,12643.0,12186.0,2366.0,0.0,673.0,637.0,852.0,837.0,1371.0,1619.0,1505.0,1144.0,1089.0,1526.0,772.0,2345.0,3397.0,3132.0
4,103,8,raikkonen,1,1,1,Finished,4600,5097,3871,3025,3168,2212,1848,1931,2073,1190,1443,0.0,0.0,11749.0,9964.0,3216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,103,31,montoya,3,12,27,Tyre,4970,5683,5426,4089,6581,6554,6957,7887,8786,8432,9366,10565.0,3396.0,0.0,8412.0,18398.0,15097.0,15737.0,17671.0,24082.0,25101.0,25646.0,24385.0,25287.0,26256.0,27467.0,28243.0,29982.0,31017.0,38647.0,2248.0,2466.0,3334.0,1450.0,2612.0,3221.0,111516.0,,,,,,,
6,103,21,fisichella,15,5,1,Finished,5678,6501,6763,5852,8954,10355,11007,11735,12678,13202,13986,14900.0,7459.0,13756.0,30476.0,24246.0,20996.0,22860.0,26250.0,28539.0,30032.0,32099.0,33046.0,35131.0,36966.0,48742.0,73101.0,76403.0,70135.0,64613.0,6332.0,5888.0,6190.0,4608.0,10766.0,13187.0,15183.0,16792.0,19577.0,8338.0,5638.0,10328.0,12886.0,14104.0
7,103,42,pizzonia,3,13,6,Gearbox,6276,10961,7251,7061,9640,11217,12369,14158,15904,16373,17829,19551.0,11991.0,8800.0,7242.0,0.0,5476.0,21782.0,21540.0,23257.0,24066.0,24098.0,23257.0,24556.0,25216.0,25754.0,26866.0,29116.0,20678.0,19642.0,1668.0,,,,,,,,,,,,,
8,103,32,klien,19,6,1,Finished,7306,11051,8080,7674,10056,11833,13146,14804,25881,40793,42328,43314.0,36008.0,33838.0,34257.0,29110.0,27219.0,28935.0,30819.0,42055.0,57402.0,58684.0,58481.0,60535.0,63037.0,65611.0,68145.0,71037.0,73568.0,83574.0,10029.0,7853.0,8149.0,5381.0,11200.0,13649.0,15718.0,17469.0,21343.0,9477.0,5896.0,10670.0,13391.0,14614.0
9,103,41,zonta,7,10,5,Engine,8680,11801,8995,9232,13578,16487,19111,21925,25209,27551,30593,32488.0,25215.0,22143.0,21594.0,24619.0,36623.0,37059.0,38770.0,40830.0,42642.0,44575.0,44577.0,46683.0,48018.0,49392.0,51091.0,52813.0,45431.0,47243.0,4676.0,3901.0,4662.0,2671.0,5748.0,7933.0,10236.0,11938.0,14136.0,6470.0,3405.0,,,
10,103,18,button,16,14,4,Collision,13951,12701,9934,9450,11741,13529,15538,17849,20157,21416,23494,24642.0,16682.0,14352.0,13715.0,7769.0,4401.0,4641.0,4780.0,6251.0,16049.0,32284.0,31274.0,32166.0,32878.0,33827.0,35030.0,36437.0,28397.0,,,,,,,,,,,,,,,
11,103,13,massa,15,4,1,Finished,14958,18783,44696,12835,17756,19613,21170,23458,25980,28240,31142,33269.0,26657.0,23845.0,23393.0,17631.0,14390.0,14824.0,26644.0,43623.0,45016.0,46727.0,46375.0,48231.0,49732.0,51167.0,52996.0,54771.0,46919.0,49917.0,5464.0,4852.0,5515.0,3354.0,9012.0,10718.0,12911.0,14211.0,16948.0,7352.0,3997.0,8458.0,10826.0,12504.0
12,103,47,baumgartner,18,15,4,Collision,19909,14147,10649,11184,18211,24845,33215,39168,44626,49268,54975,61494.0,57892.0,58364.0,60948.0,67775.0,85538.0,89814.0,95816.0,100892.0,105813.0,111549.0,114898.0,120322.0,124874.0,130529.0,138175.0,143301.0,,,,,,,,,,,,,,,,
13,103,22,barrichello,6,3,1,Finished,31897,20672,95784,24735,26335,28459,32474,35245,37451,38577,40247,42495.0,35017.0,33006.0,33287.0,27911.0,24856.0,25951.0,27681.0,29033.0,30333.0,29987.0,37653.0,58897.0,61181.0,63120.0,65356.0,67451.0,59954.0,52676.0,3104.0,3422.0,4083.0,2131.0,4280.0,5077.0,5395.0,5221.0,5312.0,5614.0,2841.0,5091.0,5406.0,4371.0
