,0,1,2
0,17,9,1:30.915
1,20,9,1:31.089
2,1,131,1:31.253
3,154,208,1:31.365
4,13,6,1:31.378
5,3,131,1:31.397
6,807,15,1:31.644
7,4,6,1:31.665
8,8,208,1:31.662
9,18,1,1:31.827
10,815,1,1:31.989
11,814,10,1:31.992
12,822,3,1:32.013
13,821,15,1:32.063
14,813,3,1:32.093
15,817,5,1:32.485
16,16,10,1:32.890
17,818,5,1:33.357
18,820,206,1:34.320
19,819,207,1:34.556
20,823,207,1:34.879
21,824,206,1:34.958
