,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
8,150,23,ralf_schumacher,3,2,1,Finished,78661,155653,232666,309641,386860,464305.0,541709.0,618869.0,695925.0,772902.0,849895.0,926872.0,1003742.0,1080690.0,1157367.0,1234170.0,1311012.0,1387597.0,1464498.0,1541644.0,1618386.0,1695472.0,1772294.0,1852205.0,1950692.0,2028819.0,2106190.0,2183907.0,2260987.0,2338195.0,2415913.0,2493813.0,2571602.0,2649459.0,2727142.0,2804971.0,2882966.0,2960812.0,3038641.0,3116669.0,3194343.0,3271668.0,3349084.0,3430742.0,3527404.0,3604459.0,3681818.0,3759598.0,3837096.0,3914598.0,3992352.0,4070445.0,4148882.0,4226506.0,4304228.0,4381870.0,4459288.0,4537263.0,4615009.0,4693237.0,4771605.0,4849476.0,4927573.0,5005506.0,5083022.0,5160948.0,5238806.0,5315789.0,5392968.0,5470625.0,5548068.0,5626035.0
9,150,30,michael_schumacher,6,1,1,Finished,79041,156254,233417,310606,387849,465344.0,542609.0,619917.0,697326.0,774334.0,851375.0,928359.0,1005207.0,1082213.0,1159021.0,1235990.0,1312845.0,1389436.0,1466225.0,1543838.0,1620804.0,1697902.0,1775321.0,1852186.0,1931415.0,2025325.0,2101611.0,2177981.0,2254477.0,2331318.0,2408664.0,2486019.0,2562700.0,2639344.0,2716046.0,2792745.0,2869379.0,2946396.0,3024255.0,3100709.0,3177923.0,3254737.0,3331395.0,3408152.0,3488029.0,3585920.0,3662995.0,3740574.0,3818326.0,3896329.0,3974374.0,4052619.0,4130886.0,4209262.0,4287651.0,4365713.0,4443430.0,4521343.0,4599075.0,4677184.0,4755513.0,4833818.0,4911949.0,4990133.0,5067905.0,5146245.0,5224185.0,5301834.0,5379559.0,5457356.0,5535435.0,5615636.0
3,150,14,coulthard,1,4,1,Finished,79414,156890,234063,311341,388628,466010.0,543556.0,620788.0,698277.0,775322.0,852421.0,929724.0,1006646.0,1083704.0,1160536.0,1237579.0,1314455.0,1391186.0,1468285.0,1545644.0,1623092.0,1700132.0,1777811.0,1855121.0,1932518.0,2012669.0,2109293.0,2186013.0,2262710.0,2339455.0,2417040.0,2497871.0,2595190.0,2672874.0,2749896.0,2827000.0,2904737.0,2981987.0,3059351.0,3136537.0,3213780.0,3290959.0,3368253.0,3445547.0,3523114.0,3600371.0,3677817.0,3755127.0,3832676.0,3910418.0,3991115.0,4084804.0,4160892.0,4237579.0,4314819.0,4391382.0,4468179.0,4546100.0,4623810.0,4701235.0,4779020.0,4856680.0,4934177.0,5011541.0,5089056.0,5167123.0,5245076.0,5322412.0,5400055.0,5477734.0,5555006.0,5632742.0
10,150,31,montoya,3,19,5,Engine,80471,158360,235488,312717,389834,467438.0,545151.0,622766.0,700245.0,777620.0,854907.0,932273.0,1009444.0,1087282.0,1165016.0,1242588.0,1319764.0,1396663.0,1473720.0,1550689.0,1627762.0,1705778.0,1783182.0,1860780.0,1938063.0,2015412.0,2092665.0,2169863.0,2247832.0,2328818.0,2425711.0,2502384.0,2578837.0,2655192.0,2731904.0,2808868.0,2885525.0,2962750.0,3040137.0,3117330.0,3195094.0,3272589.0,3350245.0,3428120.0,3505679.0,3582260.0,3659274.0,3736160.0,3813212.0,3893524.0,3990062.0,4074375.0,,,,,,,,,,,,,,,,,,,,
7,150,22,barrichello,6,3,1,Finished,80999,158906,236614,314019,391037,468553.0,546157.0,623829.0,701483.0,778943.0,856553.0,933991.0,1010998.0,1088303.0,1165908.0,1243482.0,1321138.0,1397993.0,1475342.0,1552206.0,1632342.0,1725941.0,1802122.0,1879240.0,1956147.0,2033141.0,2110977.0,2187938.0,2264992.0,2341843.0,2419095.0,2496518.0,2573468.0,2650550.0,2728254.0,2808203.0,2903057.0,2979247.0,3055655.0,3132456.0,3209170.0,3286198.0,3363455.0,3440650.0,3518458.0,3595812.0,3673582.0,3751452.0,3829131.0,3906275.0,3983235.0,4060451.0,4137669.0,4217904.0,4312553.0,4389675.0,4467035.0,4545463.0,4622897.0,4700468.0,4778173.0,4855568.0,4933194.0,5010563.0,5088216.0,5166414.0,5244095.0,5321626.0,5399397.0,5476853.0,5554351.0,5632017.0
4,150,15,trulli,17,5,1,Finished,82030,159632,237481,315056,392440,470208.0,548381.0,626355.0,704513.0,782576.0,860781.0,938884.0,1016876.0,1094985.0,1173130.0,1251492.0,1329577.0,1407646.0,1485682.0,1563606.0,1641874.0,1720023.0,1798140.0,1876462.0,1958181.0,2054689.0,2132273.0,2209850.0,2287219.0,2365026.0,2442863.0,2521184.0,2599370.0,2677535.0,2756318.0,2834947.0,2913473.0,2991317.0,3069313.0,3147556.0,3226159.0,3304555.0,3383013.0,3461226.0,3539440.0,3618236.0,3699851.0,3796206.0,3873623.0,3951447.0,4029246.0,4107248.0,4185640.0,4264424.0,4342731.0,4420850.0,4498957.0,4577442.0,4655926.0,4734179.0,4812601.0,4890991.0,4969671.0,5048247.0,5127038.0,5206060.0,5284943.0,5363782.0,5442445.0,5521689.0,5602110.0,5683921.0
14,150,49,frentzen,17,8,11,+1 Lap,82616,161211,239219,317169,395178,473157.0,550875.0,628828.0,706878.0,785226.0,863511.0,941978.0,1020070.0,1098252.0,1176758.0,1254773.0,1332750.0,1410786.0,1488536.0,1566076.0,1643856.0,1721981.0,1800006.0,1882094.0,1987326.0,2065084.0,2142967.0,2221476.0,2300131.0,2379329.0,2458217.0,2536435.0,2614721.0,2692875.0,2771220.0,2849371.0,2927640.0,3005832.0,3084083.0,3162927.0,3242026.0,3321458.0,3402116.0,3481282.0,3560112.0,3642158.0,3739740.0,3820536.0,3907257.0,3985364.0,4063978.0,4142296.0,4220608.0,4299198.0,4377629.0,4455890.0,4535378.0,4613680.0,4692356.0,4772982.0,4851929.0,4930581.0,5009152.0,5087652.0,5168231.0,5247280.0,5326155.0,5405212.0,5484828.0,5565466.0,5647250.0,
11,150,35,villeneuve,16,21,5,Engine,83105,161751,240270,318451,396674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,150,8,raikkonen,15,7,11,+1 Lap,83696,162101,240647,318854,397156,475184.0,552514.0,629825.0,707529.0,785625.0,863969.0,942366.0,1020449.0,1098632.0,1180320.0,1278895.0,1358036.0,1437962.0,1517213.0,1595525.0,1673900.0,1752590.0,1832325.0,1912482.0,1991984.0,2070266.0,2148613.0,2226769.0,2304833.0,2382686.0,2461444.0,2540180.0,2618126.0,2696128.0,2774163.0,2852060.0,2930203.0,3008243.0,3086341.0,3168091.0,3266820.0,3345330.0,3423184.0,3501566.0,3580033.0,3660116.0,3738975.0,3819896.0,3898763.0,3977610.0,4056382.0,4135070.0,4213952.0,4293132.0,4371815.0,4450447.0,4529485.0,4608648.0,4687565.0,4766068.0,4845199.0,4925631.0,5006289.0,5085386.0,5164626.0,5246127.0,5324828.0,5403541.0,5482575.0,5562483.0,5642262.0,
0,150,2,heidfeld,15,6,11,+1 Lap,84246,162741,241347,319625,397862,476296.0,554360.0,632369.0,710635.0,788947.0,867023.0,945320.0,1023372.0,1101543.0,1179791.0,1257955.0,1336102.0,1413912.0,1491887.0,1569635.0,1650447.0,1746763.0,1824301.0,1902112.0,1980128.0,2058224.0,2136463.0,2214688.0,2292446.0,2370388.0,2448537.0,2526773.0,2605008.0,2683165.0,2761253.0,2839321.0,2917750.0,2996103.0,3074422.0,3152715.0,3231116.0,3312396.0,3411176.0,3489752.0,3568188.0,3646751.0,3725453.0,3804340.0,3883234.0,3962265.0,4041389.0,4120434.0,4199693.0,4279091.0,4358234.0,4437224.0,4515991.0,4595099.0,4674200.0,4753448.0,4832575.0,4913727.0,4993014.0,5071899.0,5150885.0,5230181.0,5309393.0,5389567.0,5468850.0,5549297.0,5629264.0,
