,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,155060.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,156984.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,158431.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,6,6,5,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,159159.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,6,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,160212.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,7,6,5,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,161115.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,7,7,6,6,6,6,6,6,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,161574.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,4,3,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,174597.0,8,20,19,18,17,16,15,15,14,14,14,14,14,14,13,13,11,10,8,8,13,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,9,9,9,9,9,9,9,8,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
8,162963.0,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,12,11,10,9,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,163981.0,10,9,9,9,9,9,9,9,9,9,9,9,9,9,14,14,13,12,11,10,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
10,164966.0,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,14,13,12,11,10,10,10,10,10,10,10,10,10,10,9,8,8,8,11,11,11,10,10,10,10,10,10,9,8,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
11,165696.0,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,8,8,14,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,10,13,13,13,13,13,13,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
