,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
9,117,23,ralf_schumacher,3,1,1,Finished,78298,155060,231831,308820,385883,462947,540175,617225,693921,770802,847267,923624,1000176,1076915,1153359,1229702,1306507,1384721,1478360,1554063,1630709,1707683.0,1784720.0,1861401.0,1938180.0,2015254.0,2091936.0,2168488.0,2245221.0,2321753.0,2398482.0,2475557.0,2553107.0,2629473.0,2707057.0,2800288.0,2875986.0,2952588.0,3029760.0,3108458.0,3185632.0,3262521.0,3339925.0,3416851.0,3494430.0,3572431.0,3648998.0,3725281.0,3801673.0,3879310.0,3957301.0,4051178.0,4127629.0,4204495.0,4281949.0,4359304.0,4436763.0,4514235.0,4591931.0,4669324.0,4746874.0,4824775.0,4902338.0,4980429.0,5058127.0,5136864.0,5214691.0,5292465.0,5370752.0,5449213.0
11,117,31,montoya,3,2,1,Finished,79513,156984,234584,312120,389452,466515,543764,620842,697654,774459,851159,927953,1004892,1081414,1157901,1234532,1312133,1409123,1484783,1560814,1638621,1715202.0,1792208.0,1869818.0,1946863.0,2023489.0,2099990.0,2176723.0,2253472.0,2329911.0,2406378.0,2483363.0,2559661.0,2636982.0,2730807.0,2806319.0,2882286.0,2958654.0,3035794.0,3112352.0,3189634.0,3267962.0,3344328.0,3421113.0,3498006.0,3574988.0,3651753.0,3727895.0,3804239.0,3881885.0,3975926.0,4052403.0,4129601.0,4208017.0,4285883.0,4364281.0,4442473.0,4520849.0,4599949.0,4678535.0,4757123.0,4836022.0,4914620.0,4994195.0,5072540.0,5151110.0,5228603.0,5305722.0,5383537.0,5463026.0
2,117,8,raikkonen,1,4,1,Finished,80569,158431,236098,313828,391320,468766,546003,623294,700755,777736,854649,931735,1008728,1085417,1162289,1240664,1333980,1410962,1487571,1564493,1641694,1719763.0,1797314.0,1874738.0,1953378.0,2030690.0,2108334.0,2185159.0,2262009.0,2338630.0,2416884.0,2511206.0,2588708.0,2666239.0,2743749.0,2821878.0,2899165.0,2976964.0,3054418.0,3131527.0,3208410.0,3285494.0,3362568.0,3440232.0,3517685.0,3595527.0,3673995.0,3770475.0,3848749.0,3926602.0,4004136.0,4082164.0,4161355.0,4239273.0,4317502.0,4396092.0,4474216.0,4551971.0,4629760.0,4707578.0,4784782.0,4862364.0,4940139.0,5017429.0,5094598.0,5171384.0,5252088.0,5330502.0,5408804.0,5487260.0
10,117,30,michael_schumacher,6,3,1,Finished,81305,159159,236928,314404,392064,469854,547306,624766,702248,779726,857243,934654,1012002,1089606,1167282,1244617,1322991,1417674,1493977,1570609,1647482,1724705.0,1803730.0,1881191.0,1958687.0,2036479.0,2114032.0,2191914.0,2269664.0,2346409.0,2423652.0,2500716.0,2577968.0,2655208.0,2734159.0,2829014.0,2905631.0,2982282.0,3058976.0,3136544.0,3213122.0,3290178.0,3367088.0,3444488.0,3523000.0,3600953.0,3678585.0,3755966.0,3832708.0,3909260.0,3985752.0,4063159.0,4158516.0,4235693.0,4312396.0,4389141.0,4465896.0,4543042.0,4620027.0,4697196.0,4774265.0,4851862.0,4929518.0,5007036.0,5084267.0,5160852.0,5237389.0,5314128.0,5390920.0,5468781.0
3,117,14,coulthard,1,5,1,Finished,81964,160212,237992,315458,393130,470660,548147,625630,703177,780563,858150,935551,1013041,1090458,1168726,1261830,1337811,1414103,1490576,1567427,1644698,1722508.0,1800189.0,1877632.0,1955442.0,2032698.0,2109957.0,2186983.0,2263843.0,2340644.0,2417702.0,2495692.0,2589769.0,2667036.0,2744613.0,2822490.0,2900104.0,2977885.0,3056414.0,3133723.0,3210512.0,3287398.0,3364562.0,3441694.0,3519281.0,3596760.0,3674492.0,3752340.0,3859688.0,3936194.0,4013204.0,4090832.0,4168326.0,4245790.0,4323283.0,4401634.0,4479328.0,4557079.0,4634627.0,4712284.0,4789953.0,4867606.0,4944619.0,5022036.0,5099635.0,5177355.0,5254512.0,5332654.0,5410973.0,5489502.0
4,117,15,trulli,4,17,5,Engine,82796,161115,238861,316641,394017,471477,548920,626411,704100,781390,858704,936305,1013777,1091314,1168794,1246656,1341319,1419039,1496511,1574062,1651530,1729144.0,1806869.0,1885204.0,1962905.0,2040206.0,2117599.0,2195217.0,2272513.0,2350273.0,2427931.0,2505029.0,2582054.0,2660320.0,2755225.0,2833586.0,2911770.0,2989822.0,3067556.0,3145400.0,3223825.0,3303128.0,3390633.0,3482650.0,3583004.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,117,4,alonso,4,18,5,Engine,83174,161574,239365,317184,395226,472527,549993,627915,705349,782707,859736,937280,1015120,1092895,1170045,1247321,1324958,1421176,1498769,1576899,1654528,1732392.0,1810094.0,1888011.0,1967223.0,2044936.0,2122350.0,2200349.0,2278231.0,2355696.0,2433064.0,2510351.0,2588107.0,2665482.0,2743098.0,2821832.0,2917362.0,2994771.0,3072450.0,3149719.0,3227077.0,3304713.0,3382508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,117,22,barrichello,6,7,11,+1 Lap,84013,174597,252681,331222,409591,488535,567028,645650,723809,801422,879192,957676,1036367,1115119,1193687,1271961,1350556,1428831,1507058,1585285,1684068,1762750.0,1840703.0,1919061.0,1997308.0,2075908.0,2154285.0,2232487.0,2311138.0,2389471.0,2467752.0,2546481.0,2624684.0,2703347.0,2782437.0,2860846.0,2939556.0,3017955.0,3096409.0,3174125.0,3251839.0,3329415.0,3406603.0,3485250.0,3563871.0,3660920.0,3738024.0,3815150.0,3892763.0,3970131.0,4047617.0,4125247.0,4203101.0,4281089.0,4358342.0,4437763.0,4516487.0,4594194.0,4671744.0,4749270.0,4827062.0,4904939.0,4982470.0,5059967.0,5138523.0,5216347.0,5294213.0,5372104.0,5450156.0,
5,117,17,webber,19,6,1,Finished,84457,162963,241079,319371,397529,475405,553040,630577,708540,785811,863105,940431,1017843,1095465,1172986,1252967,1351260,1429421,1507777,1585665,1663033,1740462.0,1817927.0,1895292.0,1973826.0,2051587.0,2130309.0,2208394.0,2286039.0,2363264.0,2441504.0,2536434.0,2614039.0,2693038.0,2770791.0,2848419.0,2925671.0,3003022.0,3080214.0,3157392.0,3234654.0,3312218.0,3389880.0,3468366.0,3545973.0,3623339.0,3700407.0,3778740.0,3876791.0,3954393.0,4031945.0,4109256.0,4186966.0,4264669.0,4342522.0,4420417.0,4499254.0,4577872.0,4656268.0,4734646.0,4812386.0,4890164.0,4967964.0,5045889.0,5123978.0,5202081.0,5279885.0,5357824.0,5435882.0,5515593.0
13,117,42,pizzonia,19,10,11,+1 Lap,84855,163981,242547,320867,399345,477483,555864,633967,711561,789473,867342,945034,1022916,1101283,1199560,1277564,1356231,1434576,1512531,1590866,1669047,1747405.0,1825556.0,1903620.0,1982137.0,2060389.0,2138325.0,2216176.0,2294145.0,2373401.0,2474811.0,2554651.0,2633603.0,2712676.0,2791645.0,2870312.0,2949240.0,3028497.0,3109341.0,3190237.0,3269769.0,3348777.0,3428550.0,3526931.0,3605698.0,3684711.0,3763581.0,3842204.0,3920660.0,3999073.0,4077703.0,4156426.0,4236477.0,4316433.0,4395210.0,4475427.0,4554418.0,4632999.0,4711242.0,4790746.0,4869164.0,4947511.0,5025520.0,5103657.0,5181984.0,5259905.0,5337321.0,5414875.0,5493401.0,
