,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
10,35,13,massa,6,1,1,Finished,100707,232798,354498,475150,555108,633967,713996,794075,874975,961754,1064972,1144497,1222571,1299459,1375704,1451549,1527293,1602514,1677286,1752312,1827048,1901933,1976474,2050880,2125212,2199373,2273568,2347818,2422231,2496795,2571351,2646255,2720327,2794082,2867909,2941645,3015633,3094872,3195363,3269968,3344653,3419479,3494685,3569477,3644460,3719637,3794690,3869725,3944692,4019424,4094315,4169274,4244547,4319333,4394109,4468961,4543471,4618073,4692777,4767476,4841934,4916306,4990858,5065590,5140295,5216758,5300325,5398995,5478843,5563714.0,5651435.0
11,35,15,trulli,7,8,1,Finished,103404,234472,356334,475952,556059,635865,715843,796267,876719,957484,1043366,1152095,1236103,1314935,1393118,1470241,1546530,1622982,1699277,1775903,1853699,1929479,2005760,2082041,2158229,2234392,2311245,2387509,2463531,2539081,2614577,2690046,2765587,2841006,2916491,2991771,3067022,3142394,3216683,3290850,3365701,3440844,3521590,3622518,3698048,3773138,3848050,3922838,3997815,4072845,4147859,4222647,4297418,4371917,4446809,4521518,4596071,4671620,4748015,4824397,4899492,4974448,5048939,5123751,5199302,5278415,5358943,5439131,5521559,5615098.0,5719898.0
7,35,8,raikkonen,6,3,1,Finished,104672,235435,357040,476174,556484,636105,716001,796519,877326,958005,1044145,1150061,1229390,1307426,1384173,1460612,1536807,1612672,1688073,1763449,1838729,1913801,1989026,2064079,2138710,2213391,2288038,2362883,2437570,2511899,2586356,2660723,2735039,2809224,2883626,2958606,3032967,3107466,3182640,3257631,3332118,3406438,3486575,3587555,3662589,3737751,3813339,3888243,3962762,4037349,4111958,4186594,4261275,4335820,4410295,4484772,4559181,4633550,4707667,4781955,4856120,4930295,5004789,5079529,5154315,5235642,5334269,5413278,5493620,5579399.0,5667670.0
0,35,1,hamilton,1,5,1,Finished,106354,236550,358388,476658,557265,636901,717362,797894,878744,959843,1046466,1152647,1231094,1308868,1386346,1463540,1540308,1617260,1693118,1768823,1844193,1919138,1994123,2069464,2144164,2218734,2293236,2367501,2441899,2517151,2591310,2665707,2739903,2814284,2888721,2962994,3037414,3112106,3186367,3265732,3365011,3440091,3515248,3590369,3665349,3740822,3816058,3891638,3967174,4042355,4117438,4192656,4268033,4343391,4418680,4493792,4568672,4643522,4718487,4793318,4868376,4943029,5018029,5093146,5168897,5255179,5354039,5434037,5518649,5604216.0,5690342.0
15,35,20,vettel,5,4,1,Finished,108050,238570,359927,477458,557831,637763,718500,799195,885843,986496,1065774,1145486,1223354,1300417,1376695,1452801,1528293,1603453,1678369,1753169,1827734,1902752,1977383,2051831,2126045,2200428,2279674,2378252,2452770,2527136,2601728,2676319,2750879,2825520,2900232,2974815,3050440,3125193,3200007,3274645,3349529,3424417,3499000,3573715,3648605,3723401,3797826,3872190,3946652,4020970,4100259,4195622,4270303,4345150,4419755,4494874,4569755,4644615,4719443,4794522,4869321,4943891,5018725,5093873,5169433,5256234,5355250,5434923,5518241,5603462.0,5689446.0
3,35,4,alonso,4,2,1,Finished,109440,241440,362046,478107,558532,639188,719266,800092,886260,989591,1069086,1146529,1224039,1301214,1377800,1453855,1529271,1604552,1679619,1754504,1829275,1904137,1979033,2053803,2128446,2203215,2277719,2352087,2426432,2500912,2575496,2649921,2724538,2799178,2873759,2948176,3022797,3097285,3171514,3250613,3350358,3425288,3500743,3576129,3651830,3727539,3803107,3878290,3953354,4028749,4104007,4179144,4254213,4329182,4404195,4479489,4554630,4629444,4704507,4779575,4854323,4929049,5004043,5078941,5153992,5234428,5332012,5411446,5493152,5578625.0,5664733.0
4,35,5,kovalainen,1,7,1,Finished,109875,241934,362602,478259,559136,639884,721163,802887,885716,973388,1083381,1161429,1239304,1317282,1395058,1472812,1549301,1626007,1702469,1777924,1854928,1930600,2006424,2082155,2158502,2234434,2310177,2384780,2459389,2533639,2607941,2682285,2756520,2830911,2905427,2979634,3054103,3128697,3202986,3277318,3351780,3431743,3531543,3606438,3681414,3756613,3831627,3906784,3981846,4056895,4132381,4208266,4284025,4359376,4434703,4510020,4585688,4661255,4736261,4811362,4886311,4961146,5036226,5111061,5192224,5293518,5373475,5453960,5536647,5621564.0,5706509.0
6,35,7,bourdais,5,14,11,+1 Lap,110874,243318,363523,479650,559957,641013,721964,809232,913646,995833,1075125,1153824,1234112,1311551,1388696,1465563,1541952,1620161,1697854,1775775,1858443,1935294,2011709,2088220,2164496,2240379,2316413,2392439,2468151,2544065,2619855,2695748,2771305,2846812,2922254,2997577,3073270,3155188,3255719,3330970,3408025,3483587,3559721,3636155,3712270,3788156,3863812,3939669,4015502,4091893,4168083,4245706,4321607,4397393,4473152,4551009,4625960,4701859,4777379,4852596,4928800,5006836,5082408,5164562,5268958,5352569,5438991,5526152,5615295,5705349.0,
9,35,10,glock,7,6,1,Finished,112042,244562,364409,480177,561265,642012,723364,810921,914073,994936,1074175,1152955,1233171,1310382,1387928,1464619,1541222,1619462,1695259,1770700,1845749,1920674,1995769,2070687,2145279,2220072,2294739,2369187,2443977,2518895,2593279,2667336,2741652,2815880,2890272,2969607,3076566,3152997,3229484,3305355,3380962,3456523,3532807,3608625,3684207,3760912,3836695,3912318,3987606,4062840,4138020,4213042,4288559,4364007,4439079,4514054,4589004,4664089,4739153,4814044,4888766,4963547,5038142,5113067,5188638,5266630,5345527,5424343,5503031,5591072.0,5695803.0
13,35,17,webber,9,9,1,Finished,112848,246163,365223,480582,561555,642534,723996,806595,893858,998962,1080881,1159986,1239129,1317138,1394951,1472438,1549061,1625743,1702478,1779736,1856931,1933819,2010598,2087033,2163051,2238987,2314858,2390646,2466313,2542161,2617599,2693100,2768576,2843897,2919107,2994278,3069634,3145260,3220776,3295809,3370959,3446110,3521195,3596273,3671410,3747544,3823380,3902850,4000519,4076600,4152565,4228509,4304428,4380363,4456092,4531818,4607446,4683622,4759266,4834716,4909971,4985174,5060402,5135793,5216545,5316689,5396849,5477310,5561077,5646059.0,5731101.0
17,35,22,barrichello,11,15,11,+1 Lap,113639,247654,367244,481204,563175,645838,728418,811557,899855,1003054,1084026,1163002,1241224,1318923,1396535,1473958,1551135,1627722,1704365,1780881,1858101,1934784,2011209,2087678,2163954,2239982,2316000,2391962,2467632,2543614,2619236,2695030,2770772,2846321,2921735,2997151,3072610,3148121,3223716,3303734,3403248,3479527,3556566,3632791,3708934,3785141,3861367,3937327,4013347,4089263,4165094,4240873,4316933,4392997,4470766,4546996,4622924,4698954,4774558,4850095,4925840,5001410,5077221,5157854,5260843,5345831,5451928,5555526,5637608,5720589.0,
1,35,2,heidfeld,2,10,11,+1 Lap,114884,249317,368985,481884,563251,643407,724056,805329,886065,973786,1078600,1159342,1238104,1316590,1394368,1471628,1547957,1624298,1700824,1777033,1856026,1932636,2008327,2084107,2159980,2235771,2311988,2388123,2464265,2540093,2615592,2691226,2766592,2842014,2917171,2992781,3068259,3143763,3218898,3293635,3368287,3448058,3547789,3623755,3699814,3775782,3851272,3926566,4002116,4077598,4153189,4228852,4304861,4380824,4456918,4532982,4608825,4684334,4759872,4835464,4910761,4986234,5061749,5143629,5245420,5326045,5407411,5489973,5577284,5662761.0,
2,35,3,rosberg,3,12,11,+1 Lap,115610,250416,369256,482201,564469,646987,734926,842727,925536,1006024,1085980,1165644,1244644,1323156,1401207,1478776,1555830,1632638,1709101,1785555,1862189,1938889,2015268,2091637,2167907,2243959,2320067,2395910,2471598,2547498,2623192,2699001,2774633,2849771,2924705,2999689,3075222,3151174,3226224,3301448,3381422,3482927,3558781,3634638,3710584,3786765,3862775,3938823,4014683,4090745,4166502,4242644,4320745,4396434,4472212,4548168,4623969,4699592,4775256,4851148,4926698,5002262,5080868,5162558,5263014,5346001,5429593,5516140,5601614,5691339.0,
14,35,18,button,11,13,11,+1 Lap,116604,251273,370267,482860,565442,647729,735782,840118,922223,1003634,1084379,1164031,1242679,1320559,1398052,1475525,1552523,1629229,1705855,1782568,1859774,1936709,2013107,2089741,2166054,2242242,2318318,2394261,2470014,2545962,2621692,2697332,2777688,2875328,2950565,3025914,3101417,3176864,3252276,3327402,3403779,3479587,3554798,3629863,3705238,3780961,3856254,3931446,4006703,4081792,4156918,4231994,4307083,4382268,4457694,4538708,4635333,4710183,4784942,4859713,4934546,5009650,5085034,5161276,5242099,5343699,5428327,5516103,5609573,5701806.0,
12,35,16,sutil,10,16,12,+2 Laps,117626,252689,372140,483355,565963,648347,731130,819898,928044,1012519,1094543,1174706,1253847,1332705,1411143,1489510,1567316,1645304,1723481,1801180,1878908,1956139,2033719,2110954,2187664,2264205,2340425,2416646,2493119,2569586,2646581,2723098,2800225,2876895,2953153,3029221,3105309,3181443,3259067,3335493,3411479,3487409,3563211,3643991,3746052,3824166,3901059,3977620,4054398,4131402,4209616,4286525,4363250,4440946,4517521,4593833,4670275,4746518,4822427,4898200,4975503,5051599,5127557,5209597,5313380,5396776,5485895,5577407,5671247,,
16,35,21,fisichella,10,18,12,+2 Laps,118379,254835,374875,485566,575618,661038,744497,827345,908790,989393,1070706,1150703,1230600,1308716,1386198,1463318,1540223,1619369,1697631,1775358,1852155,1928956,2005444,2081685,2157973,2234081,2310211,2386991,2462909,2538688,2614136,2689665,2765172,2840574,2915977,2991189,3066573,3146018,3272156,3348816,3427353,3504102,3580922,3657864,3735446,3813231,3891140,3969970,4048005,4124880,4202082,4278833,4355404,4432083,4508467,4585331,4663069,4740626,4817731,4894045,4970377,5046695,5127625,5252492,5338999,5428334,5523986,5616925,5709395,,
5,35,6,nakajima,3,17,12,+2 Laps,119122,254022,373003,484449,567468,650042,732454,821937,929832,1013901,1095345,1180797,1259528,1338667,1416721,1495307,1573017,1650466,1727298,1804485,1882559,1959974,2037208,2113791,2190313,2267758,2344563,2421114,2499192,2577350,2653627,2729655,2806007,2882106,2958702,3035441,3112158,3188834,3265274,3341820,3417848,3496127,3572262,3650088,3727311,3804894,3881000,3957025,4032900,4108765,4189800,4288588,4365614,4441809,4518355,4594657,4671034,4747516,4824394,4901255,4978759,5059715,5162564,5247248,5331890,5417535,5504967,5592878,5682834,,
