,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,button,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,6,8,8,8,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,0
1,alonso,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,raikkonen,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,4,4,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,montoya,4,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,7,7,7,5,5,4,3,3,3,3,3,3,3,3,6,6,6,6,5,4,4,4,4,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0
4,ralf_schumacher,5,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,8,9,9,9,8,8,8,8,8,8,8,8,8,8,6,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,webber,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,heidfeld,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,4,3,3,2,2,3,4,4,4,4,4,4,4,4,2,2,2,2,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
7,michael_schumacher,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,7,6,6,6,4,4,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,liuzzi,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,5,5,5,5,9,9,9,9,9,9,9,9,9,9,7,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,speed,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,11,11,11,11,11,8,8,8,8,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,7
10,villeneuve,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,7,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5
11,klien,12,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,sato,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,15,15,15,15,15,15,14,14,14,14,14,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,0,0
13,barrichello,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,12,12,12,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,6
14,coulthard,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8
15,ide,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,0,0,0
16,albers,17,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,0
17,monteiro,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,15,13,13,13,13,13,13,12,11,11,11,12,12,12,12,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
