,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
6,55,18,button,11,10,11,+1 Lap,106407,261081,414637,510063,600970.0,691952.0,782109.0,933601.0,1078019.0,1172315.0,1263168.0,1352372.0,1440774.0,1528960.0,1617058.0,1705140.0,1792939.0,1880768.0,1990238.0,2083178.0,2172244.0,2261224.0,2350567.0,2440032.0,2529110.0,2618824.0,2708564.0,2798186.0,2888759.0,2977978.0,3067206.0,3156320.0,3245672.0,3354776.0,3497986.0,3646247.0,3784588.0,3888633.0,4041673.0,4188370.0,4283497.0,4374970.0,4465206.0,4554401.0,4642872.0,4731217.0,4819463.0,4907534.0,4995385.0,5083613.0,5171784.0,5260283.0,5348757.0,5437732.0,5526820.0,5615538.0,
1,55,4,alonso,4,1,1,Finished,107580,262999,414666,507335,597389.0,688206.0,778988.0,932952.0,1077017.0,1166983.0,1255333.0,1343263.0,1430738.0,1518380.0,1605780.0,1692925.0,1779924.0,1866826.0,1953914.0,2060917.0,2153600.0,2241262.0,2328702.0,2416339.0,2504160.0,2592641.0,2681236.0,2769542.0,2857030.0,2944266.0,3031555.0,3119287.0,3206935.0,3315986.0,3487923.0,3638119.0,3779050.0,3874826.0,4031913.0,4180573.0,4269157.0,4356581.0,4443834.0,4531072.0,4618372.0,4705333.0,4792259.0,4879227.0,4965416.0,5052981.0,5140451.0,5228014.0,5315753.0,5403521.0,5491385.0,5579269.0,5667870.0
2,55,8,raikkonen,1,2,1,Finished,108490,265226,415000,510421,601744.0,692722.0,782817.0,935325.0,1078200.0,1169709.0,1257661.0,1345238.0,1434848.0,1523407.0,1611547.0,1699633.0,1787435.0,1875170.0,1963327.0,2051349.0,2159132.0,2251825.0,2339923.0,2428588.0,2517185.0,2605895.0,2695499.0,2784805.0,2874048.0,2963785.0,3053345.0,3142633.0,3231760.0,3349246.0,3495383.0,3644460.0,3783515.0,3881496.0,4036000.0,4183717.0,4274288.0,4362630.0,4450104.0,4537358.0,4624457.0,4711826.0,4799146.0,4886431.0,4974210.0,5062888.0,5150443.0,5237553.0,5324170.0,5410663.0,5497140.0,5583654.0,5669699.0
14,55,31,montoya,1,14,10,Electrical,110853,268045,417362,512337,603703.0,694333.0,784538.0,936360.0,1079074.0,1172973.0,1263662.0,1353195.0,1441437.0,1529658.0,1617645.0,1705801.0,1793601.0,1901456.0,1993610.0,2082309.0,2171447.0,2259676.0,2347933.0,2436735.0,2525147.0,2613860.0,2702373.0,2792317.0,2880929.0,2969106.0,3057157.0,3145849.0,3234937.0,3363729.0,3501119.0,3651185.0,3785383.0,3887833.0,4038918.0,4184856.0,4277305.0,4366149.0,4453938.0,4541873.0,4629337.0,4860001.0,,,,,,,,,,,
9,55,23,ralf_schumacher,7,3,1,Finished,112765,266246,415857,513251,604836.0,697388.0,788327.0,938846.0,1080292.0,1174047.0,1265084.0,1355212.0,1443911.0,1532377.0,1621001.0,1709635.0,1797693.0,1886032.0,1992189.0,2085330.0,2173884.0,2262302.0,2359136.0,2452482.0,2541229.0,2631425.0,2720766.0,2809811.0,2898720.0,2987707.0,3077749.0,3166707.0,3255011.0,3361648.0,3498704.0,3647408.0,3784802.0,3884445.0,4038128.0,4184527.0,4275405.0,4363785.0,4452483.0,4540355.0,4628165.0,4716335.0,4805421.0,4894273.0,4982981.0,5071825.0,5160446.0,5249286.0,5338540.0,5427269.0,5515605.0,5603937.0,5692694.0
5,55,17,webber,3,18,7,Transmission,113372,267322,416691,511718,604296.0,696391.0,786984.0,937077.0,1079730.0,1173649.0,1264511.0,1354322.0,1442970.0,1531617.0,1619957.0,1708222.0,1796335.0,1884359.0,1972159.0,2060021.0,2148766.0,2237203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,2,heidfeld,2,4,1,Finished,114837,270165,418103,513865,607470.0,699965.0,792883.0,939991.0,1080795.0,1175130.0,1266230.0,1356508.0,1445750.0,1534783.0,1623400.0,1711830.0,1799973.0,1888470.0,1977026.0,2065078.0,2154479.0,2242671.0,2330716.0,2418485.0,2524005.0,2616960.0,2705191.0,2794191.0,2882334.0,2971026.0,3059836.0,3148846.0,3239235.0,3348476.0,3494067.0,3643065.0,3783391.0,3887232.0,4040294.0,4187429.0,4282567.0,4373888.0,4464143.0,4553247.0,4641605.0,4729756.0,4817663.0,4905455.0,4993155.0,5081434.0,5169422.0,5257733.0,5345983.0,5433857.0,5522777.0,5610748.0,5698902.0
13,55,30,michael_schumacher,6,17,3,Accident,116979,270681,418844,514750,608345.0,700956.0,793235.0,941820.0,1081730.0,1176411.0,1268884.0,1361622.0,1452381.0,1541643.0,1634123.0,1724246.0,1813226.0,1902725.0,1991752.0,2080372.0,2168278.0,2255795.0,2343679.0,2431188.0,2536677.0,2628928.0,2716108.0,2803908.0,2891782.0,2980153.0,3069599.0,3157726.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,55,24,liuzzi,5,16,3,Accident,117645,271543,420064,516032,609534.0,702381.0,794373.0,943443.0,1083263.0,1176911.0,1269541.0,1360586.0,1450601.0,1540185.0,1629717.0,1718966.0,1808177.0,1897063.0,1985934.0,2074509.0,2162995.0,2252736.0,2361741.0,2455887.0,2543875.0,2632629.0,2721795.0,2810767.0,2899777.0,2988976.0,3078881.0,3168107.0,3257416.0,3368989.0,3504831.0,3656515.0,3787270.0,,,,,,,,,,,,,,,,,,,,
11,55,26,speed,5,9,1,Finished,119851,272932,420966,517871,611572.0,704925.0,797168.0,944933.0,1083677.0,1177772.0,1270150.0,1362449.0,1453344.0,1543273.0,1635066.0,1726443.0,1816001.0,1905747.0,1996921.0,2086782.0,2176134.0,2265727.0,2355226.0,2466160.0,2560473.0,2648840.0,2737641.0,2826370.0,2915965.0,3004563.0,3093224.0,3183085.0,3311799.0,3441645.0,3541019.0,3662659.0,3792383.0,3893956.0,4046564.0,4191656.0,4287732.0,4381639.0,4472591.0,4562591.0,4652603.0,4742724.0,4832088.0,4921248.0,5010503.0,5099582.0,5188327.0,5277150.0,5365767.0,5454497.0,5543220.0,5632083.0,5721687.0
