,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
12,153.0,35.0,villeneuve,9.0,12.0,+2 Laps,92224.0,174455.0,256279.0,337903.0,419229.0,500512.0,581726.0,662419.0,743076.0,824106.0,905326.0,985897.0,1066747.0,1147523.0,1228395.0,1308805.0,1389546.0,1470012.0,1551338.0,1632596.0,1712753.0,1793213.0,1873476.0,1953618.0,2034332.0,2115153.0,2196578.0,2277092.0,2357446.0,2442373.0,2546047.0,2627299.0,2707548.0,2788008.0,2869218.0,2949527.0,3029814.0,3109958.0,3194209.0,3274832.0,3354504.0,3434194.0,3513952.0,3593540.0,3673393.0,3753210.0,3833216.0,3913011.0,3996355.0,4098689.0,4178334.0,4260383.0,4340916.0,4421661.0,4502358.0,4583935.0,4665336.0,4746017.0,4826339.0,4906838.0,4987544.0,5068374.0,5148394.0,5228733.0,5309935.0,5391283.0,5471539.0,5551666.0,5631757.0,5711738.0,5791589.0,5874985.0,5956218.0,6038714.0,6118208.0,,
13,153.0,37.0,rosa,11.0,12.0,+2 Laps,92823.0,175611.0,257555.0,339550.0,421976.0,504591.0,587299.0,670844.0,754846.0,840432.0,924027.0,1007462.0,1090309.0,1172289.0,1254313.0,1336047.0,1417408.0,1498872.0,1579838.0,1660754.0,1742510.0,1823234.0,1903560.0,1983828.0,2066067.0,2149624.0,2230835.0,2312060.0,2395126.0,2479934.0,2585718.0,2667537.0,2748057.0,2828415.0,2908423.0,2988150.0,3068231.0,3147930.0,3228153.0,3308064.0,3388319.0,3469476.0,3549569.0,3629349.0,3709044.0,3788989.0,3868624.0,3949005.0,4028019.0,4106893.0,4185079.0,4263822.0,4346259.0,4448586.0,4527382.0,4606002.0,4685719.0,4765545.0,4845062.0,4924854.0,5005153.0,5086938.0,5167006.0,5247040.0,5329253.0,5409444.0,5489355.0,5568972.0,5648746.0,5728172.0,5807631.0,5886874.0,5965764.0,6044889.0,6124530.0,,
5,153.0,15.0,trulli,17.0,9.0,Hydraulics,93615.0,176263.0,258543.0,340473.0,422639.0,505024.0,587628.0,671085.0,755080.0,837051.0,917919.0,999457.0,1080013.0,1160780.0,1241573.0,1321462.0,1401464.0,1481461.0,1562226.0,1642453.0,1722698.0,1803051.0,1883571.0,1963818.0,2043866.0,2124499.0,2204602.0,2284632.0,2365151.0,2449134.0,2553116.0,2632250.0,2712005.0,2792105.0,2872615.0,2953895.0,3037168.0,3118528.0,3199068.0,3280125.0,3360912.0,3440811.0,3520729.0,3602496.0,3682991.0,3762732.0,3842196.0,3921530.0,4000928.0,4080461.0,4163345.0,4267118.0,4346733.0,4427330.0,4507619.0,4587748.0,4668677.0,4749038.0,4829480.0,4909749.0,4990132.0,5071101.0,5152343.0,5233501.0,5313530.0,5394608.0,5474613.0,5554810.0,5636156.0,5718387.0,5799156.0,5882257.0,5961773.0,6042158.0,6122061.0,,
7,153.0,21.0,fisichella,13.0,5.0,Engine,94393.0,177484.0,259754.0,341667.0,423585.0,505575.0,588169.0,671545.0,755607.0,840809.0,924414.0,1007840.0,1090889.0,1172894.0,1255016.0,1336559.0,1419206.0,1499939.0,1580977.0,1661753.0,1746265.0,1846245.0,1925898.0,2005369.0,2085305.0,2165583.0,2246070.0,2327142.0,2408428.0,2489890.0,2571022.0,2652247.0,2734948.0,2815996.0,2896899.0,2978061.0,3060110.0,3140477.0,3222010.0,3302854.0,3383511.0,3463997.0,3544409.0,3626754.0,3709613.0,3815838.0,3898301.0,3979490.0,4060707.0,4141953.0,4225305.0,4306751.0,4390087.0,4471695.0,4553511.0,4634918.0,4716364.0,4798146.0,4880403.0,4961722.0,5042860.0,5123847.0,5204654.0,5285322.0,5366738.0,5448728.0,5529186.0,,,,,,,,,,
16,153.0,50.0,verstappen,12.0,13.0,+3 Laps,94785.0,178241.0,260545.0,342517.0,424503.0,506446.0,588816.0,672017.0,755973.0,841067.0,924784.0,1008352.0,1091612.0,1173958.0,1256247.0,1338552.0,1420274.0,1501843.0,1583263.0,1665921.0,1747144.0,1830801.0,1912022.0,1996616.0,2102789.0,2184953.0,2267329.0,2349599.0,2434461.0,2516308.0,2597869.0,2680560.0,2762571.0,2844953.0,2926675.0,3009338.0,3092533.0,3174098.0,3255429.0,3338104.0,3419590.0,3500777.0,3581835.0,3665246.0,3746265.0,3829599.0,3912312.0,3994940.0,4076956.0,4157452.0,4237853.0,4319052.0,4403374.0,4509355.0,4590250.0,4671176.0,4751706.0,4832274.0,4913204.0,4994243.0,5075515.0,5156265.0,5236940.0,5317939.0,5399821.0,5481604.0,5562465.0,5646281.0,5727354.0,5810006.0,5891070.0,5973792.0,6054549.0,6135527.0,,,
6,153.0,18.0,button,19.0,20.0,Spun off,95211.0,178817.0,264394.0,345401.0,426721.0,513759.0,619308.0,700916.0,783273.0,866054.0,949109.0,1032845.0,1117544.0,1201547.0,1284054.0,1367796.0,1449541.0,1531468.0,1613502.0,1694918.0,1776310.0,1857112.0,1938135.0,2019537.0,2103476.0,2185638.0,2271425.0,2373585.0,2453060.0,2534894.0,2618458.0,2699627.0,2780154.0,2864062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,153.0,4.0,alonso,18.0,23.0,Brakes,95772.0,179685.0,264852.0,347134.0,429713.0,512222.0,594299.0,676397.0,758495.0,841748.0,925452.0,1009121.0,1092541.0,1175011.0,1257505.0,1339887.0,1422207.0,1503740.0,1586456.0,1671376.0,1778288.0,1860107.0,1942188.0,2030323.0,2112863.0,2197863.0,2281218.0,2364770.0,2449753.0,2534423.0,2617914.0,2703178.0,2786900.0,2871070.0,2957492.0,3039503.0,3121196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,153.0,59.0,bernoldi,20.0,20.0,Spun off,96259.0,180204.0,265248.0,347828.0,430326.0,512854.0,594899.0,677021.0,759294.0,842356.0,925994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,153.0,54.0,burti,21.0,20.0,Spun off,96927.0,180783.0,265675.0,348715.0,431194.0,513497.0,595781.0,677693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,153.0,49.0,frentzen,14.0,20.0,Spun off,98292.0,181824.0,266181.0,349776.0,432468.0,514999.0,597795.0,679909.0,762012.0,844209.0,927514.0,1010271.0,1093110.0,1175787.0,1258211.0,1340658.0,1422918.0,1508054.0,1609622.0,1690719.0,1771992.0,1853906.0,1936409.0,2019112.0,2102063.0,2184666.0,2267021.0,2349234.0,2433693.0,2515197.0,2597673.0,2680186.0,2761974.0,2843399.0,2925478.0,3006548.0,3088703.0,3172127.0,3253394.0,3334156.0,3416982.0,3497914.0,3578473.0,3658683.0,3738883.0,3821868.0,3902713.0,3984545.0,4064844.0,4144890.0,4225937.0,4310962.0,4416909.0,4497430.0,4581105.0,4662199.0,4743187.0,4824506.0,4905482.0,4986556.0,5070378.0,5151818.0,5234342.0,,,,,,,,,,,,,,
20,153.0,58.0,marques,15.0,51.0,Oil pressure,98730.0,183442.0,267627.0,352562.0,436878.0,521602.0,606246.0,690752.0,775805.0,860340.0,944925.0,1030129.0,1119724.0,1206499.0,1290972.0,1374929.0,1462327.0,1550169.0,1635244.0,1718436.0,1801504.0,1886731.0,1970723.0,2056914.0,2141789.0,2231317.0,2339552.0,2422168.0,2504507.0,2591438.0,2674379.0,2757677.0,2841240.0,2926284.0,3017048.0,3101255.0,3188495.0,3279779.0,3367254.0,3450464.0,3533963.0,3617137.0,3699536.0,3783684.0,3866321.0,3950063.0,4032330.0,4115966.0,4198262.0,4280096.0,4361475.0,4446993.0,4559658.0,4643257.0,4726107.0,4810357.0,4894089.0,4976340.0,5059659.0,5142263.0,5225793.0,5308796.0,5395352.0,,,,,,,,,,,,,,
