,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
10,153.0,30.0,michael_schumacher,1.0,1.0,Finished,83900.0,164288.0,243913.0,323476.0,402492.0,481545.0,560815.0,640013.0,719062.0,797949.0,876646.0,955095.0,1034261.0,1113162.0,1191418.0,1269593.0,1347935.0,1426567.0,1505320.0,1584044.0,1662458.0,1741424.0,1818860.0,1896552.0,1974293.0,2052561.0,2130447.0,2211971.0,2312379.0,2391005.0,2469150.0,2547623.0,2626403.0,2705276.0,2784368.0,2863490.0,2942673.0,3021352.0,3100388.0,3178495.0,3257209.0,3335867.0,3414636.0,3492739.0,3570950.0,3648948.0,3727177.0,3805601.0,3883655.0,3961405.0,4039223.0,4120546.0,4220481.0,4298200.0,4376517.0,4455507.0,4534005.0,4612393.0,4690990.0,4769699.0,4848190.0,4926902.0,5005902.0,5084981.0,5163592.0,5241954.0,5320430.0,5399233.0,5478596.0,5557653.0,5636922.0,5715717.0,5793918.0,5872324.0,5950467.0,6029046.0,6109675.0
8,153.0,22.0,barrichello,2.0,1.0,Finished,85255.0,165628.0,245260.0,324703.0,403980.0,483005.0,562173.0,641121.0,719985.0,799335.0,879425.0,958572.0,1038375.0,1117660.0,1196741.0,1275402.0,1353989.0,1432570.0,1510998.0,1589625.0,1669073.0,1748509.0,1827539.0,1906369.0,1985621.0,2065172.0,2143346.0,2222524.0,2301321.0,2380179.0,2463119.0,2563200.0,2642371.0,2720752.0,2799366.0,2877414.0,2956291.0,3034959.0,3113117.0,3191701.0,3270191.0,3348501.0,3427237.0,3506155.0,3584750.0,3662903.0,3740832.0,3819319.0,3897277.0,3974839.0,4052113.0,4129420.0,4209438.0,4308504.0,4387172.0,4465317.0,4543064.0,4620818.0,4698692.0,4777291.0,4855872.0,4934451.0,5012944.0,5091107.0,5169494.0,5248327.0,5327822.0,5406045.0,5486081.0,5564600.0,5643424.0,5721658.0,5800008.0,5878332.0,5956445.0,6034579.0,6113038.0
4,153.0,14.0,coulthard,3.0,1.0,Finished,85815.0,166474.0,246090.0,325489.0,404903.0,484058.0,563033.0,642061.0,721078.0,800181.0,880096.0,959530.0,1039116.0,1118541.0,1198797.0,1277226.0,1355813.0,1434096.0,1512585.0,1591110.0,1669898.0,1749196.0,1828399.0,1907216.0,1986248.0,2066342.0,2144973.0,2223556.0,2302228.0,2380969.0,2460675.0,2541499.0,2640373.0,2717901.0,2795995.0,2874440.0,2954220.0,3032446.0,3110908.0,3190034.0,3268563.0,3347461.0,3426338.0,3505246.0,3583576.0,3662027.0,3740068.0,3818328.0,3896525.0,3973926.0,4051137.0,4128346.0,4205400.0,4285871.0,4388669.0,4467048.0,4544842.0,4622461.0,4700411.0,4778611.0,4857232.0,4935529.0,5014164.0,5092398.0,5170751.0,5249066.0,5328459.0,5407133.0,5486523.0,5565566.0,5644119.0,5722545.0,5800887.0,5879225.0,5957408.0,6035765.0,6113615.0
9,153.0,23.0,ralf_schumacher,4.0,1.0,Finished,86877.0,168322.0,248900.0,329575.0,409415.0,488890.0,568275.0,647574.0,726826.0,806324.0,886037.0,965676.0,1045522.0,1125106.0,1205651.0,1285456.0,1365387.0,1444641.0,1523609.0,1602815.0,1681333.0,1760140.0,1839245.0,1918116.0,1996870.0,2075411.0,2153996.0,2233908.0,2313762.0,2396767.0,2497370.0,2574638.0,2652641.0,2731089.0,2809578.0,2887843.0,2966467.0,3045686.0,3124890.0,3204606.0,3283796.0,3363465.0,3442740.0,3522049.0,3601441.0,3680321.0,3759052.0,3837754.0,3916427.0,3995413.0,4073981.0,4155552.0,4257547.0,4334780.0,4414428.0,4492015.0,4570455.0,4649512.0,4729106.0,4808979.0,4888372.0,4967557.0,5047224.0,5127201.0,5207181.0,5286890.0,5367029.0,5446540.0,5526273.0,5605568.0,5684826.0,5763905.0,5843115.0,5921966.0,6000516.0,6079043.0,6159362.0
18,153.0,55.0,alesi,10.0,12.0,+2 Laps,88062.0,169321.0,250129.0,330850.0,411491.0,492160.0,572985.0,653948.0,734469.0,814859.0,895186.0,975631.0,1056414.0,1136914.0,1217392.0,1297796.0,1378507.0,1459210.0,1539850.0,1620622.0,1700948.0,1781516.0,1862496.0,1943853.0,2025493.0,2106466.0,2187654.0,2269063.0,2354003.0,2461896.0,2540916.0,2620099.0,2701383.0,2781573.0,2862113.0,2943853.0,3024062.0,3104411.0,3185178.0,3265104.0,3345265.0,3425863.0,3508202.0,3588669.0,3669190.0,3749590.0,3830248.0,3913414.0,4016250.0,4094786.0,4173654.0,4252932.0,4332563.0,,,,,,,,,,,,,,,,,,,,,,,,
19,153.0,57.0,hakkinen,5.0,1.0,Finished,88917.0,170457.0,251206.0,331383.0,412194.0,493030.0,573712.0,654235.0,734901.0,815515.0,895618.0,976088.0,1056742.0,1137286.0,1217909.0,1298180.0,1378893.0,1459646.0,1540217.0,1621018.0,1701285.0,1781986.0,1862954.0,1944105.0,2025891.0,2106887.0,2187938.0,2269458.0,2350666.0,2429807.0,2508305.0,2586919.0,2666707.0,2744637.0,2822867.0,2900962.0,2978955.0,3061024.0,3158277.0,3235241.0,3312420.0,3389974.0,3468626.0,3546112.0,3624399.0,3701451.0,3779458.0,3856261.0,3933429.0,4010625.0,4087348.0,4164710.0,4241621.0,4319312.0,4396470.0,4477940.0,4576084.0,4653215.0,4730481.0,4809387.0,4888771.0,4967916.0,5047635.0,5127560.0,5207653.0,5287270.0,5367349.0,5446853.0,5526576.0,5605952.0,5689028.0,5784878.0,5862815.0,5941420.0,6020176.0,6099597.0,6179968.0
1,153.0,2.0,heidfeld,6.0,11.0,+1 Lap,89431.0,171358.0,252389.0,332879.0,413437.0,494122.0,574805.0,655534.0,736082.0,816797.0,897090.0,977627.0,1058100.0,1138345.0,1219189.0,1299719.0,1380127.0,1460538.0,1541135.0,1621737.0,1702276.0,1782941.0,1863767.0,1944762.0,2026737.0,2107501.0,2191888.0,2291528.0,2370396.0,2450063.0,2530531.0,2610029.0,2689633.0,2769155.0,2848896.0,2929119.0,3009736.0,3089552.0,3169131.0,3248486.0,3327697.0,3406821.0,3485836.0,3565031.0,3643791.0,3722528.0,3801034.0,3879366.0,3957695.0,4035860.0,4117840.0,4218031.0,4296336.0,4374850.0,4453985.0,4535533.0,4614802.0,4694688.0,4774514.0,4853884.0,4933260.0,5016179.0,5096091.0,5175539.0,5254777.0,5334497.0,5414362.0,5494232.0,5573887.0,5653957.0,5733322.0,5812759.0,5892198.0,5971552.0,6051275.0,6131325.0,
11,153.0,31.0,montoya,8.0,11.0,+1 Lap,89936.0,172507.0,253846.0,334989.0,415501.0,495313.0,575738.0,656299.0,737079.0,817743.0,899576.0,980154.0,1060203.0,1140720.0,1221087.0,1301154.0,1381494.0,1462581.0,1542873.0,1622825.0,1703233.0,1783526.0,1864314.0,1945281.0,2027338.0,2108015.0,2189043.0,2269787.0,2351231.0,2430807.0,2509443.0,2592082.0,2693115.0,2771145.0,2849879.0,2929521.0,3010134.0,3090106.0,3169958.0,3249517.0,3329083.0,3408414.0,3487556.0,3566833.0,3645903.0,3724926.0,3804196.0,3885198.0,3967614.0,4068586.0,4147223.0,4227886.0,4315351.0,4394211.0,4474297.0,4556444.0,4637738.0,4718117.0,4798426.0,4879278.0,4958836.0,5039692.0,5119959.0,5200833.0,5281683.0,5362273.0,5443246.0,5524397.0,5607913.0,5688571.0,5769057.0,5849565.0,5929838.0,6009511.0,6089974.0,6170529.0,
3,153.0,8.0,raikkonen,7.0,11.0,+1 Lap,90602.0,173052.0,254719.0,335607.0,416322.0,496695.0,576946.0,657550.0,738067.0,818736.0,900213.0,981130.0,1061374.0,1141728.0,1222013.0,1302215.0,1382460.0,1463021.0,1543661.0,1623780.0,1703942.0,1784209.0,1864945.0,1945966.0,2027959.0,2111840.0,2211580.0,2289796.0,2368362.0,2447825.0,2528188.0,2607715.0,2687421.0,2767047.0,2847162.0,2927309.0,3007595.0,3087114.0,3166281.0,3245397.0,3324495.0,3403781.0,3482683.0,3561555.0,3640621.0,3722563.0,3824743.0,3903830.0,3983052.0,4062244.0,4142544.0,4223046.0,4305645.0,4385520.0,4468844.0,4548689.0,4628456.0,4708422.0,4788321.0,4867952.0,4947465.0,5027269.0,5106973.0,5186433.0,5265971.0,5345541.0,5424889.0,5504352.0,5583802.0,5663000.0,5741970.0,5820492.0,5899703.0,5978665.0,6057617.0,6136366.0,
14,153.0,44.0,panis,16.0,10.0,Electrical,91473.0,173627.0,255417.0,336495.0,417394.0,498338.0,578870.0,659246.0,739970.0,820711.0,901779.0,982823.0,1063496.0,1143679.0,1224346.0,1304981.0,1385450.0,1466729.0,1547743.0,1627633.0,1707568.0,1787572.0,1868283.0,1948328.0,2029790.0,2110551.0,2196244.0,2296832.0,2376054.0,2455891.0,2536697.0,2618272.0,2698982.0,2779192.0,2859846.0,2940134.0,3020904.0,3102483.0,3183032.0,3262976.0,3343007.0,3423196.0,3504835.0,3586985.0,3667259.0,3747718.0,3828510.0,3908032.0,3987386.0,4067143.0,4146740.0,4227701.0,4311990.0,4415926.0,4495399.0,4580918.0,4678934.0,5848611.0,,,,,,,,,,,,,,,,,,,
