,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ralf_schumacher,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,trulli,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
3,button,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4
4,coulthard,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,barrichello,6,5,4,3,3,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,raikkonen,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0
7,heidfeld,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,9,8,8,8,8,8,8,8,8,8,8,8,9,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
8,massa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,10,9,11,11,10,13,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,irvine,10,10,10,10,12,12,13,14,14,14,14,14,14,14,15,15,14,14,14,14,14,14,14,14,11,11,10,11,11,11,11,11,11,11,11,11,11,11,10,10,10,8,7,7,12,12,11,11,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,7,7,7,0
10,rosa,11,11,12,12,11,11,11,11,11,11,11,12,13,13,13,13,12,12,12,12,12,13,13,13,10,10,9,9,9,10,10,10,10,10,10,10,10,10,9,9,9,9,13,13,13,13,12,12,11,11,11,11,11,11,11,11,10,10,10,11,10,10,10,10,10,10,10,9,8,8,0
11,salo,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,12,12,12,12,11,11,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,0
12,villeneuve,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,10,10,10,9,10,9,9,12,16,14,14,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,10,10,9,11,13,13,12,12,12,12,12,12,12,12,11,11,11,10,9,9,9,9,9,9,9,8,0,0,0
13,frentzen,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,11,11,11,11,11,10,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,panis,15,15,15,15,16,16,16,16,16,17,17,16,16,16,16,16,15,15,15,15,15,15,15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,bernoldi,16,16,16,16,15,15,15,15,15,15,15,20,20,20,20,20,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,sato,17,17,17,17,17,17,17,17,17,16,16,15,15,15,14,14,13,13,13,13,13,12,12,11,9,9,12,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,11,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,10,9,0,0
17,webber,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,16,16,15,13,13,12,12,12,12,12,13,15,15,15,15,15,15,15,15,14,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,11,0,0,0
18,yoong,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,17,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,13,13,13,13,0,0,0,0
19,montoya,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,18,17,17,17,17,17,17,17,14,12,11,10,10,9,9,9,9,9,9,9,9,8,8,8,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5
20,fisichella,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
