,0,1,2
0,1,131,1:30.029
1,822,131,1:30.147
2,20,6,1:30.400
3,830,9,1:30.705
4,817,9,1:30.895
5,8,6,1:30.772
6,832,4,1:32.016
7,844,15,1:32.055
8,825,210,1:31.510
9,154,210,1:31.472
10,839,10,1:32.075
11,807,4,1:32.115
12,815,10,1:32.454
13,842,5,1:32.447
14,828,15,1:32.804
15,4,1,1:32.976
16,843,5,1:33.025
17,838,1,1:33.162
18,845,3,1:33.636
19,840,3,1:33.729
