,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
12,1044,840,stroll,211,9,1,Finished,119973,235098,349345,463515,577031,691084,804419,918513,1031849,1163198,1270473,1377044.0,1486780.0,1618318.0,1729330.0,1835647.0,1940033.0,2043984.0,2149608.0,2254752.0,2359001.0,2463460.0,2568324.0,2673358.0,2777717.0,2882131.0,2986492.0,3090885.0,3194657.0,3298248.0,3401631.0,3505021.0,3608712.0,3713212.0,3817172.0,3922983.0,4046541.0,4151305.0,4259251.0,4365714.0,4472208.0,4577518.0,4681809.0,4785662.0,4888906.0,4992535.0,5095541.0,5197684.0,5299608.0,5400573.0,5502264.0,5603089.0,5703930.0,5804369.0,5904290.0,6007137.0,6108608.0,6211666.0
4,1044,815,perez,211,2,1,Finished,123644,240434,355436,469775,582990,696020,810239,923228,1036422,1149336,1280424,1387804.0,1496110.0,1624496.0,1738505.0,1843828.0,1949039.0,2054409.0,2157786.0,2261317.0,2364584.0,2468659.0,2572340.0,2676856.0,2781784.0,2885656.0,2989696.0,3093972.0,3198040.0,3301846.0,3405446.0,3508566.0,3610791.0,3714632.0,3818109.0,3922226.0,4026644.0,4131225.0,4235059.0,4338518.0,4441919.0,4544564.0,4646758.0,4749315.0,4851467.0,4953121.0,5054825.0,5156081.0,5257052.0,5357444.0,5458787.0,5559873.0,5661678.0,5762927.0,5864901.0,5965356.0,6066573.0,6170946.0
2,1044,20,vettel,6,3,1,Finished,128656,246959,363015,478392,592492,705776,818675,931769,1062614,1171936,1281375,1391978.0,1505078.0,1632469.0,1747600.0,1855622.0,1961689.0,2066901.0,2171606.0,2275024.0,2377758.0,2480578.0,2583720.0,2686531.0,2789623.0,2892834.0,2996034.0,3099006.0,3202720.0,3306187.0,3410136.0,3513971.0,3617812.0,3741975.0,3843930.0,3947178.0,4050127.0,4153300.0,4257207.0,4359301.0,4460571.0,4562050.0,4663369.0,4764510.0,4864960.0,4965671.0,5066185.0,5167007.0,5267911.0,5369534.0,5470059.0,5571960.0,5671622.0,5771307.0,5870999.0,5970867.0,6070970.0,6171273.0
9,1044,830,max_verstappen,9,6,1,Finished,129685,248754,364020,479279,593413,706743,819636,932339,1043430,1152040,1261607,1388965.0,1499604.0,1626951.0,1738946.0,1844299.0,1949488.0,2069815.0,2189485.0,2291578.0,2393057.0,2497457.0,2601003.0,2704265.0,2807748.0,2911913.0,3015550.0,3118890.0,3221693.0,3324932.0,3428949.0,3533006.0,3635450.0,3737183.0,3839275.0,3941228.0,4043552.0,4144718.0,4247283.0,4349043.0,4451336.0,4554543.0,4660652.0,4777270.0,4876976.0,4977773.0,5079073.0,5179600.0,5280847.0,5381633.0,5483837.0,5582566.0,5680997.0,5780827.0,5879648.0,5982472.0,6083521.0,6184186.0
18,1044,848,albon,9,7,1,Finished,131074,249640,367109,481677,595333,708877,821862,934101,1045714,1156154,1266577,1376808.0,1510302.0,1636631.0,1748523.0,1853615.0,1956965.0,2059490.0,2161815.0,2263956.0,2366420.0,2469540.0,2572799.0,2677664.0,2782199.0,2886701.0,2990919.0,3095251.0,3201370.0,3305253.0,3409202.0,3512495.0,3615276.0,3729090.0,3848769.0,3950188.0,4052611.0,4155619.0,4259531.0,4365150.0,4467967.0,4570090.0,4671678.0,4773547.0,4874834.0,4976602.0,5077293.0,5178660.0,5280503.0,5381049.0,5482309.0,5583716.0,5683337.0,5782436.0,5882080.0,5984809.0,6085556.0,6185797.0
0,1044,1,hamilton,131,1,1,Finished,131904,251785,368444,483462,598186,711469,824031,938432,1067289,1173161,1282370,1392609.0,1507080.0,1633734.0,1749087.0,1856280.0,1962324.0,2068047.0,2172163.0,2276111.0,2379020.0,2482613.0,2586749.0,2690529.0,2793665.0,2895757.0,2998468.0,3101463.0,3203938.0,3307176.0,3410959.0,3515314.0,3617632.0,3719296.0,3820954.0,3923560.0,4025649.0,4127605.0,4229471.0,4330108.0,4430369.0,4530368.0,4630857.0,4731448.0,4832427.0,4934595.0,5035363.0,5136748.0,5237724.0,5338207.0,5438642.0,5538517.0,5638882.0,5739348.0,5840080.0,5939493.0,6039065.0,6139313.0
5,1044,817,ricciardo,4,10,1,Finished,132618,253499,370545,486246,600785,714219,827508,940307,1052649,1166376,1295278,1403825.0,1520955.0,1646878.0,1758973.0,1865630.0,1971620.0,2076920.0,2182036.0,2286733.0,2390702.0,2494355.0,2597803.0,2700896.0,2804037.0,2907113.0,3010056.0,3113778.0,3217279.0,3321854.0,3426519.0,3534367.0,3656062.0,3759632.0,3863601.0,3968767.0,4072708.0,4176024.0,4280174.0,4385752.0,4491260.0,4596387.0,4701503.0,4804654.0,4906928.0,5008768.0,5110378.0,5218081.0,5319622.0,5422008.0,5523358.0,5624665.0,5725878.0,5826555.0,5927824.0,6030071.0,6132203.0,6234773.0
1,1044,8,raikkonen,51,15,11,+1 Lap,134918,255295,373773,490281,609236,725870,841149,957007,1096447,1207286,1319744,1431922.0,1555162.0,1681485.0,1791959.0,1901870.0,2009454.0,2116116.0,2223534.0,2328629.0,2433552.0,2538022.0,2643769.0,2748191.0,2853079.0,2958156.0,3063589.0,3169057.0,3276289.0,3382890.0,3516896.0,3619622.0,3723302.0,3827144.0,3930933.0,4034600.0,4137383.0,4239848.0,4343016.0,4445220.0,4547689.0,4649436.0,4751099.0,4853350.0,4956265.0,5059807.0,5167239.0,5270955.0,5378771.0,5491102.0,5612638.0,5713227.0,5814730.0,5917744.0,6019073.0,6121925.0,6221668.0,
10,1044,832,sainz,1,5,1,Finished,135726,257841,375177,491393,606620,719875,833046,945772,1057443,1170232,1298205,1405655.0,1522436.0,1648886.0,1760260.0,1866972.0,1972779.0,2078243.0,2182513.0,2287669.0,2392012.0,2495679.0,2599004.0,2702687.0,2806642.0,2910215.0,3013995.0,3116938.0,3219801.0,3323438.0,3427486.0,3531625.0,3635158.0,3754192.0,3854400.0,3955974.0,4058550.0,4161140.0,4263655.0,4366211.0,4471659.0,4572294.0,4672583.0,4772301.0,4872822.0,4973178.0,5073490.0,5175032.0,5275419.0,5375470.0,5475674.0,5574794.0,5674041.0,5776116.0,5875625.0,5974379.0,6073669.0,6173676.0
7,1044,825,kevin_magnussen,210,17,54,Withdrew,137492,261534,380760,498549,616180,731373,845639,961424,1094766,1206327,1316296,1425122.0,1552119.0,1678916.0,1789098.0,1899803.0,2006694.0,2111909.0,2217163.0,2322397.0,2426660.0,2531462.0,2635988.0,2741382.0,2846157.0,2951010.0,3057455.0,3165776.0,3270049.0,3374180.0,3478738.0,3581727.0,3684343.0,3787940.0,4044446.0,4147366.0,4249886.0,4352824.0,4455325.0,4560716.0,4666730.0,4768891.0,4870582.0,4981421.0,5082369.0,5184910.0,5287438.0,5390215.0,5492139.0,5593641.0,5695514.0,5796729.0,5898608.0,6000935.0,6105515.0,,,
