,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,stroll,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9
1,perez,2,2,2,2,2,2,2,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,vettel,3,3,3,3,3,3,3,3,7,7,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
3,max_verstappen,4,4,4,4,4,4,4,4,3,2,1,4,3,3,3,3,3,6,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,5,4,4,3,3,3,3,3,3,4,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6
4,albon,5,5,5,5,5,5,5,5,4,3,2,1,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
5,hamilton,6,6,6,6,6,6,6,6,8,8,6,6,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ricciardo,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
7,raikkonen,8,8,8,8,9,9,9,9,12,11,11,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,17,17,17,17,16,16,16,16,15,15,15,15,15,15,15,15,14,14,15,15,15,15,15,15,15,15,15,0
8,sainz,9,9,9,9,8,8,8,8,6,6,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,8,8,8,8,8,8,8,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,kevin_magnussen,10,10,10,10,10,10,10,10,11,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,0,0,0
10,giovinazzi,11,11,11,11,11,11,11,11,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,kvyat,12,12,12,12,12,12,12,14,18,18,17,16,16,16,16,16,17,17,17,17,16,16,16,16,16,16,16,16,16,16,15,15,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
12,gasly,13,13,13,13,13,13,13,12,9,9,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,12,16,15,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0
13,leclerc,14,14,14,14,14,14,19,17,13,12,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,7,7,7,7,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
14,norris,15,15,15,15,15,15,14,13,10,15,14,14,14,14,13,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8
15,grosjean,16,16,17,17,17,17,16,15,19,19,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0
16,russell,17,18,18,18,18,18,17,16,14,13,12,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,16,15,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
17,bottas,18,17,16,16,16,16,15,19,16,14,13,12,12,12,14,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,16,16,15,14,13,13,13,13,13,13,13,13,13,13,13,14,15,15,14,14,14,14,14,14,14,14,14,0
18,ocon,19,19,19,19,19,19,18,18,15,16,19,18,18,17,17,17,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
