,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,alonso,2,2,2,2,2,2,5,19,19,19,19,18,16,16,16,15,12,12,12,12,11,10,9,9,9,9,9,8,8,8,7,7,7,5,5,9,12,12,12,11,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,8
2,webber,3,3,3,3,3,3,2,2,2,2,2,2,2,2,6,6,6,6,6,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,barrichello,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,2,2,2,2,7,6,6,7,7,7,7,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4
4,button,5,5,5,5,5,5,4,4,4,4,3,3,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,2,2,1,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3
5,trulli,6,6,6,6,6,6,6,5,5,5,6,5,6,7,9,11,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,rosberg,7,7,7,7,10,19,19,18,18,18,18,19,19,19,19,19,19,16,15,15,13,13,13,15,15,15,16,14,14,14,13,13,12,12,11,11,10,10,10,12,13,13,13,13,13,14,14,15,15,15,14,14,14,14,14,0
7,raikkonen,8,8,8,8,7,7,7,6,7,7,7,8,8,8,8,7,7,7,7,5,4,4,5,5,5,5,7,15,15,15,14,14,13,13,12,12,11,11,11,10,11,11,11,11,11,11,12,12,12,12,11,11,11,11,10,9
8,hamilton,9,9,9,9,8,8,8,7,6,6,5,10,9,9,7,8,8,8,8,6,5,5,4,4,4,4,4,4,4,4,4,4,4,8,7,6,6,6,6,6,6,6,6,6,6,5,6,6,7,7,6,6,6,6,6,6
9,buemi,10,10,10,10,9,9,9,8,8,8,8,6,5,5,4,4,4,4,5,10,9,8,8,8,8,8,8,7,7,7,8,8,8,7,6,5,5,5,5,5,5,5,5,4,4,9,9,9,9,9,7,7,7,7,7,7
10,heidfeld,11,11,11,11,11,10,10,9,9,9,12,12,18,18,18,18,17,17,17,16,14,14,16,16,16,16,15,13,13,13,12,12,11,11,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,9,9,11
11,kovalainen,12,12,12,12,12,11,11,10,10,11,10,9,10,10,10,9,9,9,9,8,7,7,6,6,6,6,5,5,5,5,5,5,5,6,9,8,8,8,8,8,8,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5
12,massa,13,13,13,13,13,12,12,11,11,10,9,7,7,6,5,5,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,nakajima,14,14,14,14,14,13,13,12,13,13,13,13,12,12,12,12,11,11,11,11,10,9,10,10,10,10,10,16,16,16,15,15,16,16,16,15,15,15,15,16,16,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0
14,bourdais,15,15,15,15,15,14,14,13,12,12,11,11,11,11,11,10,10,10,10,9,8,11,11,11,11,11,11,9,9,9,16,16,15,14,14,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,10,10,10,10,11,10
15,piquet_jr,16,16,16,16,16,15,15,14,14,14,14,15,17,17,17,17,15,14,14,14,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15,15,0,0
16,sutil,17,17,18,18,19,18,18,17,17,17,17,16,14,14,14,16,14,15,16,18,17,16,15,14,13,12,12,10,10,11,9,9,9,9,8,7,7,7,7,7,7,8,8,8,8,7,7,7,6,6,0,0,0,0,0,0
17,fisichella,18,18,17,17,17,16,16,15,15,15,15,14,13,13,13,14,13,13,13,13,12,12,12,12,12,14,14,12,12,12,11,11,14,15,15,14,14,14,14,14,15,15,15,15,15,15,15,14,14,14,13,13,13,13,13,0
18,kubica,19,19,19,19,18,17,17,16,16,16,16,17,15,15,15,13,16,18,18,17,15,15,14,13,14,13,13,11,11,10,10,10,10,10,13,16,16,16,16,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12
