,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,953,817,ricciardo,9,2,1,Finished,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5966.0,7926.0,5046.0,2551.0,518.0,732.0,762.0,874.0,0.0,0.0,628.0,143.0,251.0,778.0,608.0,865.0,1349.0,1213.0,2014.0,1170.0,645.0,480.0,1229.0,633.0,727.0,566.0,569.0,1172.0,408.0,708.0,1300.0,1584.0,1553.0,1277.0,1847.0,1312.0,1590.0,1584.0,1404.0,1298.0,1043.0,2190.0,2582.0,1976.0,1560.0,1901.0,2036.0,1467.0,2029.0,3021.0,3554.0,3892.0,3350.0,3578.0,5757.0,7252.0
1,953,3,rosberg,131,7,1,Finished,424,1792,1226,1076,1575,1057,1178,2803.0,2277.0,3353.0,5065.0,7811.0,9356.0,11601.0,13133.0,17445.0,19594.0,21430.0,22952.0,43553.0,46057.0,43652.0,31493.0,30573.0,29218.0,28231.0,27637.0,27406.0,27289.0,27154.0,46606.0,33553.0,29626.0,24950.0,32212.0,27786.0,19687.0,22879.0,24112.0,24854.0,28086.0,30210.0,31803.0,33142.0,35507.0,36825.0,38756.0,40977.0,42475.0,55736.0,45576.0,46286.0,48149.0,49460.0,50741.0,50765.0,52227.0,55121.0,57703.0,58294.0,59722.0,60843.0,61667.0,63102.0,64682.0,65895.0,73105.0,74375.0,68349.0,68746.0,70367.0,71731.0,72091.0,71531.0,72292.0,74429.0,77502.0,93290.0
2,953,1,hamilton,131,1,1,Finished,1428,2753,2844,3778,2937,3961,1603,3732.0,2986.0,4128.0,6011.0,8632.0,10005.0,12133.0,14036.0,13446.0,13004.0,12825.0,12632.0,12847.0,12801.0,11278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17286.0,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,953,20,vettel,6,4,1,Finished,3249,4314,4525,4519,3886,5303,2502,4497.0,4050.0,5974.0,7683.0,9651.0,27915.0,30901.0,32969.0,36019.0,38768.0,41718.0,44367.0,47244.0,46621.0,45572.0,33066.0,32185.0,31150.0,29929.0,29201.0,29247.0,30040.0,30618.0,46122.0,24586.0,18305.0,12983.0,16290.0,14002.0,10402.0,11979.0,12943.0,11973.0,12906.0,12737.0,12159.0,12832.0,13435.0,12834.0,12990.0,12365.0,11889.0,16875.0,12733.0,12943.0,13134.0,13670.0,13061.0,11317.0,11631.0,10894.0,13658.0,12553.0,12254.0,11639.0,11789.0,11793.0,14277.0,13678.0,13186.0,17171.0,12495.0,12184.0,12714.0,12978.0,12943.0,12332.0,12131.0,12802.0,13923.0,15846.0
4,953,807,hulkenberg,10,6,1,Finished,4633,5767,5708,5401,6183,6836,3080,5527.0,5443.0,6791.0,8143.0,10462.0,12302.0,13124.0,31742.0,36530.0,39344.0,42185.0,44964.0,47820.0,47057.0,46226.0,33825.0,33166.0,32899.0,31542.0,30203.0,30498.0,31038.0,31830.0,50785.0,33740.0,29813.0,25631.0,32945.0,28063.0,20491.0,23721.0,25660.0,26059.0,28793.0,30867.0,32750.0,34192.0,36873.0,37993.0,39628.0,41639.0,43075.0,56510.0,46430.0,47214.0,48863.0,50386.0,51461.0,51521.0,53062.0,55729.0,58034.0,59058.0,60405.0,61634.0,62537.0,63874.0,65254.0,66604.0,74120.0,75185.0,69178.0,69624.0,71266.0,72823.0,73170.0,73079.0,73364.0,75277.0,78333.0,92999.0
5,953,832,sainz,5,8,11,+1 Lap,6133,7330,6734,6625,7778,8369,4565,6867.0,6585.0,8073.0,9709.0,11768.0,13373.0,15433.0,16597.0,18268.0,20457.0,22453.0,24049.0,26078.0,44614.0,47673.0,35506.0,34333.0,33573.0,33002.0,31805.0,31501.0,32609.0,33206.0,52644.0,34239.0,30491.0,26648.0,35408.0,29423.0,21322.0,27105.0,28063.0,27753.0,29766.0,31645.0,36602.0,37122.0,37586.0,38914.0,40851.0,42347.0,44017.0,57868.0,47731.0,48410.0,50012.0,51644.0,53046.0,52247.0,54067.0,56313.0,58803.0,59989.0,61554.0,63038.0,64739.0,66474.0,67152.0,67763.0,76722.0,77486.0,71253.0,70851.0,73005.0,74054.0,74533.0,74462.0,75840.0,78960.0,81873.0,
6,953,815,perez,10,3,1,Finished,8072,8649,7670,7323,8790,9514,4947,7374.0,7797.0,8568.0,10388.0,12311.0,13949.0,16152.0,17906.0,19651.0,21380.0,23298.0,25157.0,27280.0,44140.0,44496.0,32141.0,31362.0,30157.0,29266.0,28829.0,28694.0,29516.0,47340.0,49317.0,22123.0,15538.0,11339.0,15830.0,13123.0,6319.0,8911.0,9934.0,9787.0,11525.0,11144.0,10943.0,11305.0,12090.0,11573.0,11172.0,10345.0,9761.0,14010.0,9882.0,9240.0,10394.0,10354.0,9935.0,8818.0,8973.0,9464.0,10312.0,9318.0,9842.0,10027.0,10367.0,10476.0,10489.0,10433.0,10616.0,14702.0,11067.0,10919.0,11733.0,12349.0,12005.0,11578.0,11217.0,11848.0,13220.0,13825.0
7,953,4,alonso,1,5,1,Finished,10048,10288,8513,8563,9617,10925,5716,8086.0,8754.0,10142.0,12355.0,14042.0,15929.0,34723.0,37640.0,38205.0,40236.0,43668.0,45878.0,48931.0,49193.0,48851.0,36998.0,37093.0,36029.0,35083.0,33319.0,32984.0,33446.0,34229.0,33594.0,24907.0,26835.0,23662.0,31344.0,26971.0,17739.0,19501.0,22140.0,23503.0,27135.0,29577.0,31064.0,32451.0,34752.0,35938.0,38157.0,40723.0,42059.0,55218.0,45054.0,45583.0,47716.0,48906.0,50025.0,50095.0,51653.0,54946.0,56597.0,57008.0,58523.0,59554.0,60764.0,62614.0,63983.0,64982.0,70908.0,73108.0,66645.0,66925.0,68253.0,68895.0,69353.0,69624.0,69898.0,71312.0,73526.0,85076.0
8,953,822,bottas,3,12,11,+1 Lap,14678,11755,9502,9788,10284,12569,6472,10240.0,9739.0,11855.0,15001.0,17826.0,20210.0,22823.0,44818.0,51159.0,55959.0,59767.0,65566.0,70624.0,73486.0,74325.0,66263.0,69409.0,72478.0,74719.0,77404.0,80419.0,83470.0,103720.0,109934.0,88279.0,85351.0,89614.0,111576.0,86898.0,78418.0,79601.0,82905.0,86728.0,89497.0,91201.0,96403.0,97505.0,99452.0,100011.0,100746.0,101554.0,130138.0,136329.0,120416.0,120759.0,121937.0,122644.0,122874.0,121941.0,122927.0,122787.0,123527.0,123934.0,125354.0,126881.0,128046.0,129248.0,129933.0,130163.0,144079.0,136232.0,130315.0,131288.0,132901.0,133639.0,133963.0,134212.0,135270.0,139599.0,156671.0,
9,953,8,raikkonen,6,21,3,Accident,16418,12947,10810,11205,11554,13304,7353,12419.0,11573.0,14064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
