,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,ricciardo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,rosberg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,vettel,4,4,4,4,4,4,4,4,4,4,4,4,11,10,9,7,7,7,7,6,6,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,hulkenberg,5,5,5,5,5,5,5,5,5,5,5,5,4,4,7,8,8,8,8,7,7,6,6,6,6,6,6,6,6,5,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
5,sainz,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,3,4,7,7,7,7,7,7,7,7,6,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
6,perez,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,10,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,alonso,8,8,8,8,8,8,8,8,8,8,8,8,7,11,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,bottas,9,9,9,9,9,9,9,9,9,9,9,9,8,7,11,13,13,13,13,14,14,14,14,14,14,14,14,14,14,16,16,15,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,0
9,raikkonen,10,10,10,10,10,10,10,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,gutierrez,11,11,11,11,11,11,11,10,10,10,10,10,9,8,6,10,10,10,10,9,9,9,9,9,9,9,9,9,9,8,4,6,11,11,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,0
11,button,12,12,12,12,12,12,12,18,18,18,14,13,13,13,13,12,11,11,11,10,10,10,11,11,11,11,11,11,11,12,12,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
12,massa,13,13,13,13,13,13,13,12,12,12,11,11,10,9,8,6,6,6,6,12,12,12,12,12,12,12,12,12,12,11,7,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
13,grosjean,14,14,14,14,14,14,14,13,13,13,15,14,14,14,19,19,19,19,19,18,18,18,18,18,17,17,17,17,16,17,17,17,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0
14,kevin_magnussen,15,15,15,15,15,15,21,19,19,19,16,15,15,15,14,14,14,14,15,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ericsson,16,16,16,16,16,16,15,14,14,14,18,18,18,18,17,17,17,17,17,15,15,15,15,15,15,15,15,15,18,18,18,18,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,jolyon_palmer,17,17,17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,haryanto,18,18,18,18,18,18,17,15,15,16,19,19,19,19,18,18,18,18,18,17,17,17,17,17,18,18,18,18,17,15,14,13,13,13,13,16,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0
18,wehrlein,19,19,19,19,19,19,19,17,17,17,13,12,12,12,12,11,12,12,14,13,13,13,13,13,13,13,13,13,13,13,15,16,15,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0
19,max_verstappen,20,20,20,20,20,20,18,16,16,15,12,17,17,17,16,15,15,15,12,11,11,11,10,10,10,10,10,10,10,9,11,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,nasr,21,21,21,21,21,21,20,20,20,20,17,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,15,14,13,14,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
