,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,221,57,hakkinen,1,12,5,Engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9121.0,8918.0,6707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,221,14,coulthard,1,14,5,Engine,1319,1703.0,2040.0,2024.0,2294.0,2834.0,3393.0,4378.0,5430.0,6230.0,7572.0,8116.0,8852.0,9018.0,9484.0,9894.0,10515.0,11094.0,11594.0,11766.0,12245.0,12749.0,12124.0,12028.0,10585.0,11197.0,12035.0,10724.0,0.0,0.0,0.0,11856.0,12060.0,11722.0,11815.0,12010.0,12855.0,13152.0,13450.0,13079.0,12610.0,12305.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,221,35,villeneuve,3,1,1,Finished,3322,3227.0,3570.0,3974.0,4311.0,4748.0,5549.0,6427.0,7477.0,8058.0,9123.0,9873.0,10453.0,10685.0,11368.0,11927.0,12358.0,13384.0,13336.0,13341.0,13916.0,14119.0,13972.0,14979.0,13291.0,13328.0,14024.0,14708.0,25249.0,25097.0,22400.0,15972.0,16473.0,15992.0,17209.0,17359.0,17764.0,18537.0,19730.0,19583.0,18953.0,17993.0,17690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,221,22,barrichello,24,13,6,Gearbox,4148,5099.0,6066.0,6867.0,8096.0,9502.0,11091.0,12806.0,14806.0,16952.0,18919.0,20598.0,22180.0,23850.0,25482.0,26755.0,27958.0,29521.0,30564.0,31216.0,32450.0,33451.0,34580.0,35798.0,34716.0,35702.0,37078.0,36223.0,26150.0,26977.0,25621.0,19674.0,20433.0,22146.0,23456.0,24493.0,27905.0,52157.0,53787.0,54221.0,53933.0,53292.0,53157.0,,,,,,,,,,,,,,,,,,,,,,,,
4,221,55,alesi,22,2,1,Finished,4786,5699.0,6644.0,7702.0,8632.0,10009.0,11756.0,13372.0,15193.0,17448.0,19421.0,21137.0,22581.0,24268.0,26009.0,27317.0,28561.0,30026.0,31213.0,33684.0,56248.0,56441.0,56399.0,57550.0,56892.0,58253.0,60154.0,59680.0,49091.0,50277.0,49342.0,44038.0,44985.0,45880.0,47508.0,49154.0,51073.0,53848.0,56203.0,56159.0,55525.0,54392.0,53702.0,36985.0,56430.0,56405.0,56865.0,58625.0,56454.0,33387.0,32618.0,30926.0,29201.0,29313.0,28761.0,27555.0,26597.0,25716.0,24158.0,21854.0,21208.0,20835.0,20491.0,20196.0,19719.0,19256.0,11770.0
5,221,76,magnussen,24,15,86,Halfshaft,5860,6994.0,8576.0,10148.0,12038.0,14381.0,16756.0,18889.0,21384.0,23566.0,25980.0,28350.0,30577.0,32625.0,34672.0,36939.0,39002.0,40983.0,42657.0,43874.0,45676.0,47399.0,48439.0,49964.0,49772.0,51564.0,53789.0,53490.0,43246.0,44448.0,44689.0,39247.0,40224.0,41489.0,43708.0,45897.0,47880.0,49885.0,54399.0,112641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,221,71,damon_hill,21,8,1,Finished,6425,7498.0,8922.0,10463.0,12618.0,14693.0,17096.0,19438.0,21876.0,24065.0,26441.0,28833.0,31197.0,33159.0,35286.0,37534.0,39647.0,41798.0,44055.0,45164.0,46791.0,48423.0,49854.0,51307.0,50693.0,52094.0,54072.0,54028.0,44264.0,45083.0,44931.0,39743.0,40620.0,41730.0,43942.0,48086.0,97267.0,97626.0,98605.0,99549.0,99179.0,98849.0,98765.0,83068.0,82561.0,83445.0,84664.0,85327.0,82994.0,59935.0,59322.0,58044.0,56206.0,55693.0,55569.0,54631.0,53786.0,52919.0,51542.0,49649.0,49262.0,49412.0,50304.0,50171.0,51633.0,51891.0,44777.0
7,221,64,diniz,21,5,1,Finished,7155,8419.0,9929.0,11541.0,13316.0,15294.0,17730.0,19884.0,22446.0,24978.0,27105.0,29358.0,31731.0,33942.0,36248.0,39713.0,43043.0,45220.0,46813.0,48090.0,51362.0,53449.0,54927.0,56482.0,55925.0,57280.0,59261.0,58877.0,48274.0,49401.0,48528.0,43281.0,44102.0,45098.0,46685.0,48540.0,50228.0,53246.0,57095.0,80861.0,81163.0,82190.0,82758.0,65355.0,64453.0,65902.0,66873.0,68048.0,66692.0,44689.0,45242.0,44155.0,43095.0,43014.0,43310.0,43596.0,43631.0,43643.0,43156.0,42219.0,43370.0,44302.0,44806.0,46316.0,47993.0,49284.0,43147.0
8,221,65,herbert,15,7,1,Finished,7495,8837.0,10449.0,11961.0,13779.0,15694.0,18073.0,20263.0,23178.0,25656.0,27766.0,29890.0,32269.0,34466.0,36785.0,41204.0,63558.0,65955.0,68832.0,71113.0,73855.0,76434.0,78491.0,82521.0,82466.0,84006.0,85649.0,84513.0,73369.0,73787.0,72085.0,65976.0,66007.0,66140.0,66775.0,67568.0,68720.0,69416.0,70498.0,70556.0,70185.0,71713.0,91430.0,72774.0,70849.0,71137.0,71395.0,72951.0,71056.0,48609.0,48398.0,47432.0,45928.0,45862.0,45624.0,45439.0,45339.0,45366.0,44488.0,43700.0,44612.0,45385.0,46119.0,47426.0,49447.0,50605.0,44354.0
9,221,30,michael_schumacher,6,18,22,Suspension,7934,15258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
