,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,2,2,2,2,2,2,2,2,2,3,5,4,4,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,alonso,3,3,3,3,3,3,3,3,3,3,5,6,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ricciardo,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,massa,5,5,5,6,6,6,6,6,6,8,21,21,21,21,21,20,20,20,20,19,19,19,19,19,19,19,19,17,17,17,16,18,17,17,17,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
5,rosberg,6,6,6,5,5,5,5,5,5,5,4,4,3,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6,hulkenberg,7,7,7,7,7,7,7,7,7,6,7,10,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,grosjean,8,8,9,9,9,9,9,9,10,17,12,12,13,12,11,9,9,9,9,9,9,9,10,10,10,10,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,raikkonen,9,10,10,10,10,10,10,10,9,9,13,13,12,11,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,bottas,10,9,8,8,8,8,8,8,8,7,6,5,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,kvyat,11,11,11,11,11,11,11,11,11,10,8,7,6,8,14,13,13,12,12,12,11,11,11,11,11,11,11,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
11,vergne,12,13,14,14,14,14,13,13,13,11,9,8,7,6,8,14,14,13,13,13,13,13,13,12,12,12,12,11,11,11,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
12,perez,13,12,12,12,12,12,12,12,12,12,17,15,15,14,12,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
13,button,14,14,13,13,13,13,15,21,20,20,16,14,14,15,13,12,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
14,gutierrez,15,15,15,15,15,15,14,14,14,13,10,9,9,13,15,15,15,14,14,14,14,14,14,14,14,14,15,18,16,15,15,15,14,14,14,14,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
15,kevin_magnussen,16,16,16,16,16,16,16,15,15,14,11,11,11,10,9,10,12,15,15,15,15,15,15,15,15,15,14,12,12,12,12,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
16,kobayashi,17,17,17,17,17,17,17,16,16,15,14,17,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,15,15,16,18,17,16,16,16,17,17,17,17,17,19,18,18,18,18,18,18,18,18,18,18,18,18,18,17,0
17,maldonado,18,18,18,18,18,18,18,17,17,16,15,18,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,14,13,13,13,13,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
18,jules_bianchi,19,19,19,19,19,19,19,18,18,18,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,0
19,chilton,20,20,20,20,20,20,20,19,19,19,18,16,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,18,18,17,16,19,19,19,19,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0
20,ericsson,21,21,21,21,21,21,21,20,21,21,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0
