,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1,903.0,1.0,hamilton,1.0,1.0,Finished,104671.0,207224.0,310384.0,413552.0,516791.0,619935.0,723101.0,826477.0,930293.0,1034125.0,1138073.0,1242325.0,1346618.0,1450621.0,1554880.0,1659440.0,1771369.0,1893686.0,1996463.0,2099302.0,2202624.0,2305575.0,2408176.0,2510980.0,2613303.0,2715999.0,2818808.0,2921742.0,3025161.0,3128985.0,3232278.0,3335394.0,3438573.0,3541887.0,3644822.0,3747604.0,3850529.0,3958673.0,4081435.0,4183252.0,4284933.0,4386129.0,4488264.0,4589849.0,4691828.0,4793922.0,4895830.0,4998122.0,5100015.0,5201894.0,5303600.0,5404942.0,5506525.0,5608338.0,5709751.0,5812810.0
8,903.0,20.0,vettel,5.0,1.0,Finished,106185.0,209642.0,313343.0,417088.0,520973.0,625313.0,730056.0,835022.0,939917.0,1044623.0,1149652.0,1259508.0,1381131.0,1484345.0,1587949.0,1692713.0,1796829.0,1900741.0,2004444.0,2108360.0,2212815.0,2318476.0,2424130.0,2528685.0,2633199.0,2738792.0,2842944.0,2947222.0,3051515.0,3156027.0,3260344.0,3365036.0,3470527.0,3580277.0,3700127.0,3802406.0,3904575.0,4007240.0,4109934.0,4212660.0,4315480.0,4418544.0,4521513.0,4624377.0,4727382.0,4830445.0,4933679.0,5036805.0,5139798.0,5243114.0,5346246.0,5449456.0,5552692.0,5656116.0,5759713.0,5863822.0
3,903.0,4.0,alonso,3.0,1.0,Finished,107182.0,210839.0,314459.0,418100.0,521870.0,626475.0,731303.0,836048.0,941353.0,1046030.0,1155962.0,1277149.0,1380323.0,1483696.0,1587250.0,1690816.0,1794094.0,1897432.0,2001001.0,2104761.0,2208499.0,2312289.0,2415878.0,2519381.0,2623090.0,2726997.0,2830865.0,2934660.0,3038617.0,3142873.0,3247648.0,3351552.0,3460212.0,3581011.0,3683754.0,3786274.0,3889016.0,3991665.0,4094210.0,4197102.0,4299573.0,4402690.0,4505306.0,4607685.0,4709927.0,4812142.0,4914266.0,5016347.0,5118697.0,5221063.0,5324042.0,5426339.0,5529058.0,5631942.0,5734740.0,5838575.0
14,903.0,817.0,ricciardo,4.0,1.0,Finished,107857.0,211720.0,315730.0,419684.0,523781.0,627997.0,732436.0,837490.0,942780.0,1048127.0,1153479.0,1258418.0,1363098.0,1467732.0,1577193.0,1699774.0,1803072.0,1906290.0,2009499.0,2112985.0,2216444.0,2320049.0,2424442.0,2529381.0,2633535.0,2737196.0,2841088.0,2944885.0,3048667.0,3152470.0,3255961.0,3359606.0,3463570.0,3567126.0,3670788.0,3774113.0,3881921.0,4002097.0,4103570.0,4205286.0,4307100.0,4409346.0,4511159.0,4613250.0,4715339.0,4817616.0,4919659.0,5021653.0,5123656.0,5225585.0,5327738.0,5430423.0,5532812.0,5635474.0,5737556.0,5839788.0
5,903.0,13.0,massa,15.0,11.0,+1 Lap,108569.0,212805.0,317386.0,422230.0,527012.0,632184.0,737073.0,842086.0,947327.0,1057309.0,1235229.0,1338837.0,1443027.0,1547740.0,1652348.0,1757702.0,1862814.0,1967444.0,2072997.0,2178324.0,2283613.0,2388898.0,2494023.0,2599354.0,2705054.0,2810741.0,2916841.0,3023327.0,3131365.0,3238761.0,3349619.0,3472814.0,3575993.0,3678372.0,3781367.0,3884909.0,3988249.0,4091577.0,4194806.0,4301203.0,4404494.0,4507448.0,4610899.0,4716185.0,4819750.0,4923363.0,5026659.0,5130005.0,5233706.0,5337125.0,5440717.0,5544130.0,5647633.0,5751206.0,5855309.0,
2,903.0,3.0,rosberg,2.0,1.0,Finished,109324.0,213539.0,317721.0,421665.0,525071.0,629008.0,733303.0,838411.0,944028.0,1049552.0,1155649.0,1261162.0,1370757.0,1493040.0,1595271.0,1698247.0,1801112.0,1903652.0,2006817.0,2109869.0,2213389.0,2318294.0,2422024.0,2525480.0,2628813.0,2731795.0,2835222.0,2938354.0,3041623.0,3145145.0,3248919.0,3352589.0,3456503.0,3559599.0,3662842.0,3766540.0,3876972.0,3997292.0,4097694.0,4199220.0,4300563.0,4402093.0,4503254.0,4605129.0,4706860.0,4808726.0,4910441.0,5011876.0,5113981.0,5215795.0,5317716.0,5420249.0,5523546.0,5626400.0,5728796.0,5831496.0
11,903.0,807.0,hulkenberg,6.0,1.0,Finished,109601.0,214683.0,318897.0,423389.0,528146.0,632891.0,737840.0,843029.0,948138.0,1053632.0,1164182.0,1286833.0,1391125.0,1495854.0,1599999.0,1704183.0,1807978.0,1912109.0,2016168.0,2120392.0,2224546.0,2328857.0,2433065.0,2537735.0,2642006.0,2746363.0,2850751.0,2955151.0,3059539.0,3164263.0,3274018.0,3394706.0,3497330.0,3600281.0,3703549.0,3806235.0,3909038.0,4011804.0,4115211.0,4218847.0,4322313.0,4425862.0,4529113.0,4632334.0,4735197.0,4838129.0,4941014.0,5044004.0,5146701.0,5249552.0,5352541.0,5455817.0,5559335.0,5662633.0,5766244.0,5870391.0
9,903.0,154.0,grosjean,21.0,6.0,Gearbox,111170.0,216996.0,322573.0,426939.0,531683.0,636623.0,741954.0,847618.0,958075.0,1082289.0,1187024.0,1292156.0,1398075.0,1503617.0,1609268.0,1715000.0,1820107.0,1925258.0,2030253.0,2135255.0,2240115.0,2345182.0,2452174.0,2558976.0,2665611.0,2771718.0,2878068.0,3020970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,903.0,8.0,raikkonen,8.0,1.0,Finished,111796.0,217836.0,323296.0,428174.0,532927.0,637772.0,743047.0,848549.0,954382.0,1064620.0,1188637.0,1292849.0,1397701.0,1502529.0,1608247.0,1713026.0,1817425.0,1922300.0,2026702.0,2130877.0,2235337.0,2340299.0,2444907.0,2549564.0,2654334.0,2758529.0,2863211.0,2968008.0,3072993.0,3178825.0,3289547.0,3411924.0,3515018.0,3617318.0,3720047.0,3822660.0,3925292.0,4028492.0,4131790.0,4234685.0,4338135.0,4441348.0,4545224.0,4648710.0,4752074.0,4855519.0,4958665.0,5061851.0,5165257.0,5269317.0,5372908.0,5476606.0,5580486.0,5684673.0,5789800.0,5896800.0
18,903.0,822.0,bottas,7.0,1.0,Finished,112021.0,217104.0,321311.0,425844.0,530051.0,634527.0,739138.0,844363.0,949168.0,1054375.0,1159893.0,1269000.0,1393560.0,1498060.0,1602633.0,1707162.0,1811348.0,1915060.0,2018760.0,2122442.0,2226575.0,2330799.0,2435445.0,2539543.0,2643704.0,2748017.0,2852365.0,2956576.0,3061408.0,3166147.0,3275354.0,3397141.0,3499902.0,3602791.0,3706249.0,3809596.0,3912492.0,4015636.0,4118325.0,4221696.0,4325238.0,4428847.0,4532022.0,4635190.0,4738239.0,4841317.0,4944209.0,5047263.0,5150015.0,5252732.0,5355565.0,5458225.0,5561105.0,5664035.0,5766988.0,5870955.0
