,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
6,178.0,25.0,wurz,6.0,11.0,+1 Lap,99878.0,188872.0,277568.0,366765.0,454632.0,542682.0,630522.0,717960.0,805436.0,892724.0,979689.0,1066318.0,1153070.0,1238317.0,1323490.0,1408207.0,1492793.0,1577502.0,1661948.0,1746857.0,1831523.0,1916050.0,2000114.0,2085762.0,2170522.0,2255717.0,2340777.0,2426418.0,2510395.0,2594259.0,2678353.0,2763129.0,2849679.0,2934704.0,3019953.0,3104561.0,3188797.0,3275558.0,3360054.0,3443945.0,3528366.0,3612854.0,3697427.0,3801848.0,3890242.0,3974790.0,4058555.0,4142695.0,4226601.0,4310852.0,4394809.0,4479125.0,4563154.0,4647614.0,4733477.0,4817805.0,4902204.0,4986144.0,5070196.0,5154342.0,5238624.0,5322429.0,5406448.0,5490426.0,5574355.0,5658340.0,5742109.0,5825345.0,5909133.0,5993207.0,6076683.0,6161839.0,6246298.0,6330904.0,6416276.0,6501423.0,6587799.0,
18,178.0,65.0,herbert,18.0,22.0,Suspension,100403.0,189326.0,277904.0,367286.0,455154.0,543194.0,631037.0,718332.0,806030.0,893261.0,980246.0,1066852.0,1153618.0,1239716.0,1325287.0,1410709.0,1496464.0,1581795.0,1666967.0,1752160.0,1837508.0,1922867.0,2008154.0,2093485.0,2178882.0,2263801.0,2349115.0,2434419.0,2521516.0,2607324.0,2692762.0,2778632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,178.0,63.0,salo,15.0,23.0,Brakes,100970.0,190517.0,279567.0,368199.0,456400.0,544644.0,632469.0,720369.0,807441.0,894858.0,982063.0,1069185.0,1155684.0,1242145.0,1328242.0,1414021.0,1500066.0,1585926.0,1671408.0,1757093.0,1842438.0,1928232.0,2013272.0,2098870.0,2185927.0,2272017.0,2357609.0,2442940.0,2528361.0,2613678.0,2698465.0,2784233.0,2870235.0,2960290.0,3045718.0,3130908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,178.0,64.0,diniz,12.0,22.0,Suspension,101859.0,191125.0,280169.0,370210.0,457738.0,545952.0,633801.0,721639.0,808968.0,896254.0,983584.0,1070449.0,1157053.0,1243747.0,1329652.0,1415603.0,1501513.0,1587564.0,1673592.0,1758669.0,1844134.0,1929864.0,2015416.0,2102514.0,2187964.0,2273403.0,2359270.0,2444585.0,2529585.0,2614835.0,2708454.0,2793150.0,2876874.0,2961331.0,3046188.0,3132920.0,3217540.0,3302260.0,3385886.0,3469652.0,3553268.0,3636654.0,3720242.0,3803347.0,3886591.0,3969258.0,4052113.0,4134750.0,4217884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,178.0,55.0,alesi,11.0,22.0,Suspension,102375.0,191705.0,280673.0,368857.0,456946.0,545252.0,633005.0,720808.0,808149.0,895720.0,982756.0,1069876.0,1156381.0,1242939.0,1328809.0,1414761.0,1500788.0,1586745.0,1672515.0,1757837.0,1843378.0,1929257.0,2014350.0,2099935.0,2186971.0,2272805.0,2358698.0,2444084.0,2529124.0,2614356.0,2699347.0,2784641.0,2870772.0,2956091.0,3039823.0,3123402.0,3207256.0,3292947.0,3377538.0,3461309.0,3545029.0,3628650.0,3713860.0,3798113.0,3881703.0,3965666.0,4049083.0,4132692.0,4234634.0,4359935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,178.0,23.0,ralf_schumacher,10.0,20.0,Spun off,103179.0,192404.0,281359.0,381581.0,469710.0,559288.0,648846.0,739673.0,828947.0,917878.0,1006609.0,1094954.0,1183450.0,1270364.0,1357642.0,1443363.0,1528005.0,1613032.0,1701332.0,1789112.0,1874987.0,1960758.0,2045984.0,2131643.0,2218407.0,2305026.0,2391804.0,2478920.0,2565615.0,2652148.0,2741648.0,2829578.0,2918535.0,3006247.0,3093589.0,3182406.0,3269093.0,3353938.0,3438000.0,3522566.0,3606556.0,3690188.0,3774191.0,3857656.0,3941131.0,4024224.0,4107061.0,4189900.0,4273249.0,4357174.0,4443987.0,4547780.0,4635724.0,4719706.0,,,,,,,,,,,,,,,,,,,,,,,,
22,178.0,71.0,damon_hill,22.0,4.0,Collision,103858.0,193142.0,281990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,178.0,44.0,panis,13.0,5.0,Engine,104535.0,194202.0,282793.0,371855.0,459100.0,547349.0,634945.0,723057.0,810752.0,897971.0,984887.0,1071554.0,1158250.0,1244562.0,1330834.0,1416532.0,1502092.0,1588405.0,1674382.0,1759775.0,1844855.0,1930406.0,2019440.0,2103920.0,2188864.0,2274292.0,2376844.0,2466469.0,2552240.0,2638529.0,2725250.0,2811991.0,2898367.0,2985149.0,3071420.0,3157823.0,3243485.0,3328668.0,3413507.0,3499531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,178.0,68.0,takagi,16.0,5.0,Engine,105230.0,194955.0,283782.0,372414.0,460647.0,548646.0,636938.0,725297.0,813220.0,901785.0,989609.0,1077852.0,1165345.0,1253611.0,1341233.0,1428760.0,1516702.0,1605044.0,1692514.0,1779922.0,1869474.0,1957796.0,2044351.0,2131025.0,2217854.0,2304336.0,2391237.0,2478459.0,2564963.0,2651626.0,2738856.0,2829092.0,2918018.0,3005780.0,3093053.0,3181863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,178.0,69.0,badoer,21.0,6.0,Gearbox,106314.0,196560.0,285714.0,374833.0,464712.0,554595.0,643801.0,732492.0,822308.0,914013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,178.0,48.0,gene,20.0,20.0,Spun off,107773.0,199283.0,289444.0,379049.0,468648.0,558187.0,647377.0,736612.0,826956.0,915912.0,1004349.0,1092314.0,1179886.0,1269943.0,1357200.0,1448335.0,1537640.0,1624504.0,1712149.0,1799219.0,1886485.0,1973450.0,2062295.0,2153524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,178.0,37.0,rosa,19.0,6.0,Gearbox,108134.0,199773.0,289939.0,379711.0,469335.0,558905.0,648469.0,739225.0,828512.0,917488.0,1006129.0,1094454.0,1185313.0,1275744.0,1365042.0,1454620.0,1542673.0,1630387.0,1719668.0,1811788.0,1899481.0,1988265.0,2075179.0,2162216.0,2249880.0,2339380.0,2427761.0,2514876.0,2603092.0,2691758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
