,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,alonso,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,maldonado,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,raikkonen,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,rosberg,4,4,4,4,4,4,4,4,5,13,8,6,5,5,4,5,5,5,5,5,5,7,13,11,10,9,8,8,7,7,6,6,6,6,5,5,5,5,5,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7
4,grosjean,5,5,5,5,5,5,5,5,4,4,9,7,6,6,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,michael_schumacher,6,6,6,6,6,6,6,6,6,5,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,vettel,7,7,7,7,7,7,9,18,17,14,11,10,7,7,6,6,6,6,6,6,6,5,5,5,5,5,4,6,6,6,9,9,9,9,9,8,8,7,7,6,5,5,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,6,6,6
7,button,8,8,8,8,8,8,7,7,7,15,12,11,8,8,7,7,7,7,7,7,7,6,6,6,6,10,9,9,8,8,7,7,8,8,7,7,7,8,14,11,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
8,kobayashi,9,9,9,9,9,9,8,8,19,17,13,12,9,9,8,8,8,8,8,8,8,8,7,7,7,6,10,10,9,9,8,8,7,7,6,6,6,6,6,5,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5
9,vergne,10,10,10,10,10,10,10,9,8,7,16,15,13,12,11,11,10,10,10,10,10,10,12,16,16,15,14,14,14,13,12,12,12,12,12,11,11,11,11,13,15,15,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,0
