,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,kovalainen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,6,6,5,4,4,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,webber,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,9,9,9,8,7,6,5,4,4,4,4,4,11,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,rosberg,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,2,3,3,3,3,3,14,13,12,11,13,17,17,17,17,17,17,17,17,17,17,16,16,15,15,15,15,15,14,14,14
4,massa,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,3,3,3,12,12,12,10,9,8,6,6,5,5,5,11,10,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,trulli,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,5,13,13,11,10,9,9,9,8,9,16,16,16,16,16,16,16,16,15,15,14,14,14,14,13,13,13,13
6,alonso,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,7,7,7,6,5,4,3,5,13,12,10,9,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,glock,8,8,7,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,9,9,8,8,5,5,6,15,14,14,13,12,11,10,12,16,16,15,15,15,15,15,15,15,14,13,12,12,12,12,11,11,11,11,11
8,heidfeld,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,10,11,11,9,8,7,7,14,14,13,11,10,8,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,kubica,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,10,8,8,8,7,6,5,4,3,3,3,3,3,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10,fisichella,11,11,11,11,11,11,11,11,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,coulthard,12,12,12,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,10,9,16,16,16,15,15,13,13,11,10,10,10,10,10,10,11,10,11,11,11,11,12,14,16,16,0
12,raikkonen,13,13,13,12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,11,15,15,12,11,8,8,8,7,5,14,14,14,14,14,14,14,13,12,10,10,10,9,9,9,9,9,9
13,hamilton,14,14,14,13,13,13,13,13,13,12,11,11,11,10,10,9,8,8,7,7,7,7,3,2,2,2,2,10,8,7,6,6,6,5,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
14,barrichello,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,16,18,18,18,18,18,18,17,17,17,17,16,16,15,15,15,14,14,12,12,10,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,17,0
15,piquet_jr,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,14,14,14,14,14,14,14,13,11,11,9,8,7,7,7,6,3,4,12,12,11,11,11,11,10,9,9,9,9,10,10,10,10,10,10
16,sutil,17,17,17,19,19,19,19,19,19,19,19,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0
17,button,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,17,18,18,18,18,17,17,17,17,17,16,16,14,14,12,11,11,12,12,12,12,12,11,13,16,16,16,16,16,15,15,15
18,nakajima,19,19,19,17,17,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,12,12,10,9,10,17,17,15,15,13,13,13,13,13,13,13,15,14,14,13,13,13,13,12,12,12,12
