,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
8,1047,830,max_verstappen,9,1,1,Finished,103833,206125,308332,410782,513434,615996,718647,821153,923614.0,1049849.0,1206700.0,1368081.0,1525833.0,1626791.0,1727944.0,1829259.0,1930830.0,2032257.0,2133680.0,2235240.0,2336702.0,2437952.0,2539352.0,2640931.0,2742584.0,2843941.0,2945303.0,3046621.0,3148112.0,3249408.0,3350689.0,3451943.0,3553105.0,3654306.0,3755761.0,3857326.0,3959051.0,4061170.0,4162504.0,4263732.0,4364912.0,4466333.0,4567902.0,4669448.0,4771069.0,4872436.0,4974086.0,5076068.0,5178101.0,5279906.0,5381744.0,5483241.0,5584837.0,5686463.0,5788645.0
5,1047,822,bottas,131,2,1,Finished,105274,207990,310631,413429,516018,618680,721444,824196,926887.0,1054766.0,1211834.0,1370124.0,1526714.0,1628256.0,1729606.0,1831695.0,1933530.0,2035400.0,2137166.0,2239085.0,2340906.0,2442678.0,2544364.0,2645803.0,2747488.0,2849574.0,2951467.0,3053406.0,3155357.0,3256862.0,3358223.0,3459775.0,3561084.0,3662346.0,3763734.0,3865566.0,3967148.0,4068921.0,4170363.0,4271494.0,4372818.0,4474736.0,4576629.0,4678947.0,4781459.0,4883731.0,4986176.0,5087745.0,5189114.0,5290836.0,5392997.0,5494820.0,5597892.0,5699798.0,5804621.0
0,1047,1,hamilton,131,3,1,Finished,106347,209871,313025,416076,519233,622230,725263,828332,931621.0,1061499.0,1221824.0,1373048.0,1527371.0,1629488.0,1731435.0,1833544.0,1935650.0,2037469.0,2139260.0,2241251.0,2342971.0,2444571.0,2546575.0,2648469.0,2750214.0,2852193.0,2954227.0,3055885.0,3157696.0,3259345.0,3361338.0,3462848.0,3564305.0,3666049.0,3767480.0,3869169.0,3970589.0,4072091.0,4173543.0,4274972.0,4376544.0,4478155.0,4580323.0,4681953.0,4783603.0,4886034.0,4988131.0,5089925.0,5192407.0,5294386.0,5396668.0,5499320.0,5602312.0,5704395.0,5807060.0
15,1047,846,norris,1,5,1,Finished,107989,212043,315922,419873,523839,629522,734172,838458,942739.0,1074915.0,1233338.0,1378844.0,1529161.0,1633990.0,1737694.0,1841074.0,1944529.0,2047899.0,2151309.0,2254848.0,2358394.0,2461737.0,2564736.0,2667650.0,2770566.0,2873607.0,2976790.0,3079848.0,3182742.0,3285644.0,3388618.0,3491353.0,3594046.0,3696480.0,3798881.0,3901430.0,4003972.0,4107056.0,4209827.0,4312557.0,4415351.0,4517998.0,4620611.0,4723271.0,4825720.0,4928364.0,5031050.0,5133611.0,5236106.0,5338420.0,5440714.0,5542783.0,5644747.0,5747059.0,5849374.0
17,1047,848,albon,9,4,1,Finished,108734,212885,316826,420855,524931,627816,731150,834231,937505.0,1068352.0,1227621.0,1374909.0,1527917.0,1631160.0,1733589.0,1836324.0,1938896.0,2041218.0,2143490.0,2245682.0,2347704.0,2449559.0,2551741.0,2653954.0,2756044.0,2857851.0,2959718.0,3061869.0,3163852.0,3265554.0,3367241.0,3469023.0,3570837.0,3672982.0,3775121.0,3877368.0,3979192.0,4080662.0,4182048.0,4283673.0,4385183.0,4486410.0,4587853.0,4689527.0,4790880.0,4892535.0,4994067.0,5095655.0,5197408.0,5299376.0,5400959.0,5502595.0,5604604.0,5706278.0,5808632.0
9,1047,832,sainz,1,6,1,Finished,109619,214345,318691,422963,527332,631963,736648,841449,945839.0,1082114.0,1239961.0,1383131.0,1530560.0,1636092.0,1740420.0,1844257.0,1948047.0,2052171.0,2155963.0,2259547.0,2363051.0,2466651.0,2570087.0,2673515.0,2776691.0,2879932.0,2983060.0,3086344.0,3189304.0,3292486.0,3395179.0,3498000.0,3600678.0,3703229.0,3805598.0,3908067.0,4010776.0,4113263.0,4215689.0,4318043.0,4420468.0,4522992.0,4626119.0,4728444.0,4830819.0,4933215.0,5035789.0,5137736.0,5240129.0,5342424.0,5444679.0,5547023.0,5649449.0,5751828.0,5854307.0
7,1047,826,kvyat,213,11,11,+1 Lap,110426,215571,319891,424435,529055,633796,738577,845225,952453.0,1089641.0,1251269.0,1392974.0,1533002.0,1640075.0,1746599.0,1850527.0,1954671.0,2059378.0,2164178.0,2269297.0,2374629.0,2479836.0,2583513.0,2686768.0,2790265.0,2893569.0,2997071.0,3100432.0,3204040.0,3307793.0,3411959.0,3516163.0,3620406.0,3724798.0,3829258.0,3933256.0,4036756.0,4140186.0,4243092.0,4345992.0,4448780.0,4551733.0,4654881.0,4758046.0,4861164.0,4963952.0,5066656.0,5169641.0,5272760.0,5375726.0,5478647.0,5581692.0,5685129.0,5791445.0,
11,1047,840,stroll,211,10,1,Finished,111155,216366,320960,425415,530027,634717,739341,843737,948302.0,1082763.0,1242049.0,1385364.0,1531078.0,1637444.0,1742186.0,1846797.0,1951348.0,2056374.0,2160138.0,2264104.0,2367822.0,2471457.0,2575038.0,2678742.0,2782955.0,2886452.0,2991104.0,3095450.0,3201153.0,3304938.0,3409488.0,3514274.0,3618530.0,3723012.0,3827293.0,3930676.0,4033420.0,4136108.0,4238798.0,4341609.0,4443475.0,4548345.0,4651203.0,4753957.0,4856802.0,4959773.0,5062741.0,5165633.0,5269069.0,5372338.0,5475433.0,5578607.0,5681932.0,5785489.0,5891383.0
10,1047,839,ocon,4,9,1,Finished,112035,218316,323243,427939,532536,638611,743527,848722,954322.0,1092878.0,1248182.0,1390435.0,1532457.0,1639426.0,1744482.0,1849049.0,1953383.0,2058237.0,2163158.0,2268114.0,2373787.0,2477492.0,2581144.0,2684546.0,2787877.0,2891581.0,2995164.0,3098818.0,3202652.0,3306418.0,3410530.0,3515076.0,3619463.0,3723786.0,3828182.0,3932044.0,4035210.0,4138241.0,4241137.0,4344073.0,4447093.0,4550223.0,4653183.0,4756184.0,4859148.0,4962079.0,5064973.0,5167905.0,5270855.0,5373802.0,5476713.0,5579893.0,5682970.0,5786429.0,5889714.0
13,1047,842,gasly,213,8,1,Finished,112727,217555,322172,426458,530978,635601,740231,846088,951070.0,1085701.0,1244045.0,1386767.0,1531554.0,1638167.0,1743122.0,1847634.0,1952095.0,2057243.0,2162329.0,2265979.0,2369940.0,2473686.0,2577325.0,2680634.0,2784219.0,2887746.0,2991990.0,3096348.0,3199972.0,3303546.0,3407495.0,3510538.0,3613306.0,3716441.0,3819261.0,3922264.0,4025132.0,4128092.0,4231162.0,4334821.0,4438265.0,4541810.0,4644977.0,4747977.0,4850463.0,4953260.0,5055875.0,5158837.0,5262260.0,5365224.0,5467979.0,5570714.0,5673188.0,5775737.0,5878363.0
4,1047,817,ricciardo,4,7,1,Finished,113282,219194,324072,428739,533556,637181,741610,846851,953084.0,1090039.0,1231921.0,1376468.0,1528408.0,1632591.0,1736458.0,1839817.0,1943189.0,2046598.0,2149798.0,2252980.0,2356172.0,2459246.0,2562443.0,2665374.0,2768313.0,2871233.0,2974188.0,3077351.0,3180255.0,3283074.0,3385889.0,3488508.0,3590898.0,3693181.0,3795571.0,3898175.0,4001149.0,4104255.0,4209545.0,4333181.0,4436653.0,4539939.0,4642177.0,4743135.0,4845206.0,4947112.0,5049149.0,5150891.0,5252811.0,5354671.0,5456384.0,5557490.0,5660056.0,5761467.0,5862393.0
2,1047,20,vettel,6,14,11,+1 Lap,113980,219988,324866,429855,534701,639489,744717,849816,955152.0,1092260.0,1235073.0,1380006.0,1529726.0,1635064.0,1739290.0,1843347.0,1949310.0,2053928.0,2158063.0,2262016.0,2366054.0,2469595.0,2573348.0,2677003.0,2780840.0,2884794.0,2990306.0,3094492.0,3198372.0,3302455.0,3408664.0,3513231.0,3617486.0,3722127.0,3828299.0,3950854.0,4052329.0,4154215.0,4256982.0,4360512.0,4462495.0,4564837.0,4667049.0,4769381.0,4874091.0,4977475.0,5080751.0,5184024.0,5287629.0,5391283.0,5497007.0,5601534.0,5708409.0,5811876.0,
14,1047,844,leclerc,6,13,11,+1 Lap,114522,220215,325446,430525,535595,640390,745533,850400,955898.0,1093351.0,1236507.0,1381024.0,1530111.0,1636866.0,1741445.0,1846021.0,1950617.0,2055553.0,2161686.0,2267398.0,2373080.0,2480804.0,2603982.0,2705890.0,2808652.0,2911752.0,3013980.0,3116510.0,3219171.0,3321857.0,3425130.0,3527984.0,3631977.0,3735068.0,3837492.0,3940029.0,4042989.0,4146263.0,4249458.0,4353290.0,4456437.0,4559595.0,4662683.0,4765479.0,4868304.0,4971564.0,5074341.0,5179708.0,5282834.0,5385779.0,5488772.0,5591892.0,5698257.0,5802721.0,
1,1047,8,raikkonen,51,12,11,+1 Lap,114909,221086,326286,431516,536842,642209,748148,854701,961049.0,1101675.0,1259970.0,1401723.0,1534031.0,1640859.0,1747431.0,1852592.0,1956795.0,2061991.0,2166918.0,2271707.0,2376989.0,2482032.0,2586570.0,2690982.0,2795355.0,2899366.0,3003875.0,3107987.0,3212348.0,3316371.0,3420175.0,3523951.0,3627547.0,3731408.0,3834820.0,3938531.0,4041890.0,4145555.0,4248766.0,4352438.0,4455757.0,4558918.0,4661854.0,4764708.0,4867365.0,4970234.0,5072648.0,5175539.0,5278106.0,5380387.0,5485241.0,5587644.0,5689792.0,5794174.0,
12,1047,841,giovinazzi,51,16,11,+1 Lap,115759,222581,328119,433494,539269,645885,751609,857214,963393.0,1104526.0,1246604.0,1388797.0,1532026.0,1639013.0,1745936.0,1851953.0,1958339.0,2063601.0,2168675.0,2274050.0,2379419.0,2486549.0,2592273.0,2697665.0,2802625.0,2907629.0,3014419.0,3137468.0,3239143.0,3341198.0,3444130.0,3546976.0,3649288.0,3751859.0,3854606.0,3957340.0,4062214.0,4165187.0,4267624.0,4370064.0,4472381.0,4574876.0,4677399.0,4780459.0,4887584.0,4990648.0,5094116.0,5199844.0,5303552.0,5407048.0,5510722.0,5614952.0,5718828.0,5822381.0,
16,1047,847,russell,3,15,11,+1 Lap,116502,223978,330170,435789,542583,649049,754883,860654,966498.0,1108879.0,1264320.0,1408299.0,1534729.0,1643036.0,1749236.0,1854159.0,1959484.0,2064893.0,2169760.0,2274997.0,2380279.0,2484997.0,2589816.0,2694113.0,2798218.0,2902271.0,3006684.0,3110841.0,3214711.0,3318566.0,3423165.0,3527011.0,3631157.0,3736977.0,3841397.0,3945596.0,4049265.0,4152651.0,4256174.0,4359936.0,4464680.0,4570484.0,4674548.0,4778158.0,4881706.0,4989565.0,5093259.0,5199034.0,5302390.0,5406031.0,5509390.0,5614031.0,5717702.0,5821030.0,
