,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
9,119,31,montoya,3,1,1,Finished,110106,253843.0,391806.0,468333.0,544182.0,620352.0,696395.0,772562.0,848652.0,924655.0,1000177.0,1075931.0,1151219.0,1226136.0,1301408.0,1376659.0,1456882.0,1551226.0,1627090.0,1702274.0,1778104.0,1853820.0,1929883.0,2005549.0,2081549.0,2157594.0,2233883.0,2309884.0,2386425.0,2462980.0,2539059.0,2614550.0,2694510.0,2788338.0,2863495.0,2939358.0,3014843.0,3090598.0,3166295.0,3242141.0,3318333.0,3394600.0,3470597.0,3546617.0,3622231.0,3698005.0,3774529.0,3850669.0,3926482.0,4006811.0,4101217.0,4177707.0,4253511.0,4329466.0,4405739.0,4482175.0,4558476.0,4634691.0,4711119.0,4788530.0,4865882.0,4942880.0,5019693.0,5096657.0,5173693.0,5251042.0,5328769.0
3,119,15,trulli,4,3,1,Finished,111237,254773.0,392687.0,469894.0,546335.0,622720.0,698791.0,774796.0,851192.0,927469.0,1003622.0,1079572.0,1155312.0,1234966.0,1331846.0,1408236.0,1484737.0,1562072.0,1639393.0,1717216.0,1794557.0,1872120.0,1949214.0,2026453.0,2103460.0,2180602.0,2257586.0,2334235.0,2410765.0,2487365.0,2564037.0,2641260.0,2717935.0,2794527.0,2871364.0,2947902.0,3024587.0,3104982.0,3204879.0,3282781.0,3360342.0,3438034.0,3515485.0,3593456.0,3671284.0,3749180.0,3827400.0,3905421.0,3983267.0,4061139.0,4139278.0,4217586.0,4296574.0,4374940.0,4453070.0,4531406.0,4609423.0,4688038.0,4767960.0,4848334.0,4927245.0,5005680.0,5084447.0,5162590.0,5240736.0,5318888.0,5397829.0
7,119,23,ralf_schumacher,3,16,3,Accident,111691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,119,4,alonso,4,4,1,Finished,112021,255133.0,393046.0,470521.0,547217.0,623833.0,700116.0,776801.0,853373.0,930038.0,1006740.0,1083194.0,1159414.0,1235711.0,1311792.0,1387852.0,1464116.0,1543999.0,1640751.0,1717472.0,1795184.0,1872734.0,1950054.0,2027374.0,2104410.0,2181565.0,2258488.0,2335800.0,2412878.0,2489431.0,2569228.0,2646418.0,2723191.0,2800184.0,2877069.0,2953900.0,3031021.0,3107744.0,3188174.0,3289186.0,3368444.0,3446106.0,3523866.0,3601868.0,3679709.0,3757550.0,3836840.0,3914647.0,3992316.0,4070432.0,4148638.0,4226683.0,4304771.0,4383141.0,4461257.0,4539366.0,4617007.0,4694902.0,4772994.0,4850925.0,4929490.0,5008632.0,5087407.0,5165580.0,5243132.0,5320426.0,5398113.0
8,119,30,michael_schumacher,6,7,11,+1 Lap,114695,256658.0,393469.0,471582.0,548281.0,624749.0,701015.0,777553.0,854129.0,930943.0,1007466.0,1084172.0,1160687.0,1236787.0,1312887.0,1388981.0,1468863.0,1565559.0,1642817.0,1719623.0,1796537.0,1873656.0,1951055.0,2028330.0,2105546.0,2182634.0,2259798.0,2337046.0,2414018.0,2490824.0,2567980.0,2644630.0,2720909.0,2797161.0,2873344.0,2949425.0,3025816.0,3105797.0,3206953.0,3284939.0,3363235.0,3441013.0,3518751.0,3596700.0,3674335.0,3752345.0,3830323.0,3908386.0,3986189.0,4063741.0,4141417.0,4219353.0,4297422.0,4375873.0,4453874.0,4532091.0,4610272.0,4688437.0,4766473.0,4844022.0,4921204.0,4998415.0,5116462.0,5214208.0,5290988.0,5367850.0,
4,119,17,webber,19,11,3,Accident,115495,257437.0,393816.0,473298.0,551182.0,629104.0,708397.0,787295.0,866176.0,945155.0,1023814.0,1102284.0,1180548.0,1259330.0,1338220.0,1417044.0,1497633.0,1576694.0,1655156.0,1737248.0,1836147.0,1915786.0,1994935.0,2074357.0,2153041.0,2232258.0,2312600.0,2391375.0,2469612.0,2547879.0,2626317.0,2705145.0,2784013.0,2862926.0,2942152.0,3020463.0,3098808.0,3177577.0,3255786.0,3334225.0,3412313.0,3490531.0,3568961.0,3650371.0,3750344.0,3828098.0,3906368.0,3984355.0,4062246.0,4140290.0,4218464.0,4299137.0,4377325.0,4455418.0,4533664.0,4612119.0,4690541.0,4769775.0,4849363.0,4929061.0,5007800.0,5087007.0,5166394.0,5245026.0,,,
2,119,14,coulthard,1,2,1,Finished,116481,258656.0,394232.0,473992.0,551837.0,629613.0,707267.0,784268.0,861109.0,937874.0,1015042.0,1091506.0,1167778.0,1243781.0,1319851.0,1395978.0,1472013.0,1552545.0,1651633.0,1728951.0,1806670.0,1884567.0,1961709.0,2039113.0,2116072.0,2193058.0,2269777.0,2346361.0,2422962.0,2499730.0,2576725.0,2653770.0,2730668.0,2807698.0,2884296.0,2960762.0,3037183.0,3113416.0,3189846.0,3266021.0,3342189.0,3422701.0,3521204.0,3598933.0,3676448.0,3754097.0,3831729.0,3909435.0,3987088.0,4064691.0,4142303.0,4220075.0,4298216.0,4376407.0,4454595.0,4532963.0,4610853.0,4689007.0,4768461.0,4847135.0,4923992.0,5000699.0,5077467.0,5156172.0,5235310.0,5315233.0,5394228.0
12,119,44,panis,7,5,11,+1 Lap,117494,259676.0,394698.0,474390.0,552830.0,631072.0,709706.0,788326.0,866847.0,945705.0,1024285.0,1102856.0,1181052.0,1259778.0,1343323.0,1438646.0,1515311.0,1592803.0,1670206.0,1747305.0,1824684.0,1901834.0,1978688.0,2055929.0,2133338.0,2210550.0,2287366.0,2364160.0,2440706.0,2517095.0,2593899.0,2675221.0,2770373.0,2846256.0,2922703.0,2999150.0,3075863.0,3153073.0,3230504.0,3307722.0,3384714.0,3461567.0,3538519.0,3615378.0,3692031.0,3768674.0,3845864.0,3923247.0,4004403.0,4100640.0,4178954.0,4255748.0,4332968.0,4410510.0,4487756.0,4565149.0,4642390.0,4719952.0,4797316.0,4874792.0,4952141.0,5029479.0,5108540.0,5186659.0,5265514.0,5343793.0,
11,119,43,matta,7,6,11,+1 Lap,119558,261362.0,395554.0,475225.0,553571.0,631919.0,710327.0,789063.0,867444.0,946373.0,1025233.0,1103659.0,1182029.0,1260507.0,1339497.0,1417573.0,1500144.0,1594921.0,1672960.0,1749463.0,1826119.0,1903337.0,1980622.0,2058009.0,2135502.0,2212849.0,2289576.0,2366416.0,2443164.0,2519620.0,2596164.0,2673000.0,2753267.0,2848263.0,2924314.0,3000909.0,3077417.0,3154416.0,3231688.0,3309042.0,3386352.0,3463663.0,3541706.0,3618824.0,3696657.0,3773907.0,3852676.0,3930117.0,4007153.0,4088490.0,4185953.0,4262991.0,4340221.0,4417530.0,4494739.0,4571976.0,4648837.0,4726656.0,4804303.0,4882435.0,4960232.0,5038142.0,5115152.0,5192441.0,5270745.0,5348431.0,
6,119,21,fisichella,17,13,5,Engine,120435,262281.0,396428.0,475816.0,554544.0,632990.0,713557.0,796406.0,887345.0,979316.0,1082826.0,1269877.0,1352422.0,1431941.0,1510639.0,1590784.0,1674703.0,1757436.0,1841359.0,1922888.0,2003179.0,2084693.0,2165028.0,2245407.0,2326086.0,2406066.0,2485709.0,2567562.0,2649358.0,2729092.0,2810008.0,2894009.0,2995226.0,3073770.0,3152562.0,3233763.0,3314250.0,3396262.0,3476633.0,3557214.0,3637213.0,3717266.0,3797431.0,3877771.0,3957874.0,4037582.0,4117510.0,4197682.0,4281553.0,4382409.0,4460554.0,4541635.0,4620664.0,4700944.0,4781857.0,4862213.0,4942387.0,5023581.0,5103999.0,5213856.0,,,,,,,
