,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1,kubica,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,8,8,8,7,7,5,4,4,4,4,4,4,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0
2,kovalainen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,9,7,6,6,6,6,6,6,6,5,5,5
3,rosberg,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,5,8,7,7,7,7,7,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3
4,heidfeld,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,4,6,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
5,trulli,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,barrichello,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,4,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,4,3,3,8,8,8,8,8,7,7,6,6,6
7,raikkonen,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,5,3,3,3,3,3,3,3,3,3,3,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,8,6,7,7,7,7,7,0,0,0,0,0
8,alonso,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,7,6,6,6,6,6,6,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,5,5,5,5,5,5,5,4,4,4
9,coulthard,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,sato,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,11,11,11,11,11,14,13,13,13,13,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,piquet_jr,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,13,13,13,12,11,11,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,glock,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,bourdais,14,14,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,15,14,14,14,14,14,13,12,12,12,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,0,0,0
14,sutil,15,15,14,14,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,nakajima,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,11,10,10,10,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,8,8,7,7,0
