,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
4,209,35,villeneuve,3,1,1,Finished,93550,248058,409379,560864,651773,742162.0,832005.0,921624.0,1011165.0,1101351.0,1191219.0,1281488.0,1371551.0,1461168.0,1550896.0,1640600.0,1730249.0,1820121.0,1910488.0,2000131.0,2090948.0,2200996.0,2291280.0,2381661.0,2472753.0,2564564.0,2656404.0,2747928.0,2838396.0,2928508.0,3018609.0,3109532.0,3199562.0,3290208.0,3381983.0,3471323.0,3560319.0,3649727.0,3760516.0,3850290.0,3939618.0,4029844.0,4119619.0,4208474.0,4297509.0,4385914.0,4474418.0,4562569.0,4651069.0,4739381.0,4828658.0,4917114.0,5005851.0,5093879.0,5182198.0,5270847.0,5379456.0,5468693.0,5558524.0,5648029.0,5737618.0,5827154.0,5916188.0,6005381.0,6094603.0,6183656.0,6272826.0,6361890.0,6452710.0,6543041.0,6632416.0,6721715.0
6,209,49,frentzen,3,20,8,Clutch,96017,248515,409754,561725,653557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,209,44,panis,20,19,10,Electrical,98682,249188,410936,562395,654123,743987.0,833548.0,922638.0,1012247.0,1102772.0,1192982.0,1283560.0,1374295.0,1464513.0,1555327.0,1646188.0,1736742.0,1827229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,209,56,irvine,6,2,1,Finished,99416,250242,412027,563185,655681,747291.0,839093.0,930497.0,1021852.0,1113053.0,1204402.0,1295706.0,1386621.0,1477269.0,1567958.0,1658369.0,1748629.0,1839283.0,1929486.0,2019569.0,2109520.0,2201987.0,2292047.0,2401307.0,2492016.0,2582234.0,2672333.0,2763017.0,2853146.0,2943252.0,3033563.0,3123635.0,3213372.0,3302923.0,3392940.0,3482410.0,3572615.0,3662847.0,3751689.0,3841108.0,3929924.0,4019003.0,4107620.0,4195908.0,4306614.0,4396931.0,4486954.0,4576454.0,4666311.0,4755920.0,4845946.0,4935954.0,5026671.0,5116222.0,5205518.0,5294706.0,5383881.0,5472737.0,5561881.0,5650832.0,5739667.0,5828655.0,5917128.0,6006055.0,6095125.0,6184290.0,6273583.0,6363334.0,6452874.0,6543580.0,6633148.0,6722694.0
1,209,21,fisichella,17,17,4,Collision,99492,250966,412775,563659,656565,748817.0,840552.0,931854.0,1023320.0,1114652.0,1206130.0,1297825.0,1389310.0,1480198.0,1571355.0,1662020.0,1752528.0,1843058.0,1933336.0,2023717.0,2114262.0,2204686.0,2295353.0,2386078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,209,71,damon_hill,21,16,5,Engine,100436,252477,414475,564581,658616,751217.0,845215.0,939681.0,1031549.0,1123502.0,1216122.0,1308992.0,1401309.0,1493167.0,1584830.0,1676298.0,1767916.0,1867360.0,1959159.0,2050659.0,2146229.0,2239250.0,2329899.0,2420719.0,2512110.0,2603894.0,2698414.0,2789838.0,2881730.0,2973677.0,3066087.0,3157405.0,3250632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,209,65,herbert,15,4,1,Finished,100768,253182,415408,565031,659144,751631.0,846342.0,938295.0,1028952.0,1119515.0,1210264.0,1300878.0,1391001.0,1480999.0,1571801.0,1662685.0,1752904.0,1843367.0,1934041.0,2024142.0,2113749.0,2223010.0,2312959.0,2403971.0,2494393.0,2585040.0,2675530.0,2766671.0,2857368.0,2947392.0,3037349.0,3127319.0,3216790.0,3306164.0,3395608.0,3485097.0,3574842.0,3666593.0,3756691.0,3867302.0,3957168.0,4047267.0,4137955.0,4228979.0,4319669.0,4409748.0,4499774.0,4589920.0,4679990.0,4769863.0,4859703.0,4949523.0,5039220.0,5129125.0,5219906.0,5310514.0,5400755.0,5490526.0,5580289.0,5669845.0,5759956.0,5849252.0,5938591.0,6028158.0,6117824.0,6208210.0,6297823.0,6388690.0,6478628.0,6570414.0,6660727.0,6751634.0
3,209,23,ralf_schumacher,17,3,1,Finished,101023,253805,415860,565645,659502,752494.0,845587.0,936638.0,1027928.0,1118672.0,1211779.0,1303396.0,1394100.0,1484520.0,1575318.0,1665494.0,1755573.0,1845538.0,1935774.0,2025916.0,2116006.0,2206270.0,2296289.0,2386987.0,2482340.0,2573207.0,2663158.0,2753811.0,2843832.0,2934654.0,3024291.0,3113772.0,3203632.0,3292842.0,3405348.0,3496118.0,3587213.0,3677576.0,3768532.0,3858853.0,3949279.0,4039145.0,4128787.0,4219002.0,4309976.0,4399840.0,4490918.0,4581803.0,4672402.0,4762655.0,4852141.0,4941390.0,5031173.0,5121141.0,5210419.0,5298801.0,5388861.0,5478320.0,5567034.0,5655499.0,5744044.0,5833062.0,5923217.0,6012042.0,6101198.0,6190580.0,6280456.0,6369278.0,6458815.0,6550010.0,6640506.0,6733804.0
8,209,55,alesi,22,7,1,Finished,102563,255473,417273,566685,661583,754331.0,846863.0,940490.0,1032270.0,1124371.0,1216562.0,1309467.0,1401961.0,1493586.0,1585356.0,1676794.0,1768240.0,1867975.0,1959679.0,2051005.0,2145774.0,2236409.0,2327088.0,2416450.0,2508421.0,2601040.0,2690145.0,2779366.0,2868330.0,2957392.0,3046839.0,3135859.0,3224686.0,3314084.0,3403622.0,3519479.0,3609911.0,3700090.0,3790365.0,3880580.0,3971081.0,4060987.0,4150873.0,4240593.0,4331799.0,4422869.0,4513175.0,4602733.0,4691779.0,4781188.0,4870608.0,4960382.0,5049746.0,5139259.0,5229306.0,5320593.0,5410665.0,5500514.0,5591872.0,5682305.0,5772784.0,5862720.0,5952967.0,6042521.0,6131775.0,6221933.0,6312671.0,6404734.0,6495902.0,6586188.0,6677022.0,6768074.0
12,209,64,diniz,21,12,5,Engine,105174,256069,417891,567523,662155,755449.0,847843.0,941232.0,1033654.0,1126040.0,1218646.0,1310883.0,1403331.0,1495061.0,1587099.0,1679274.0,1771034.0,1863777.0,1955965.0,2047928.0,2139601.0,2231290.0,2322607.0,2414631.0,2508106.0,2600766.0,2695018.0,2787193.0,2881300.0,2973309.0,3069098.0,3161127.0,3252487.0,3413704.0,3505309.0,3597068.0,3688625.0,3780728.0,3872213.0,3963945.0,4055102.0,4146213.0,4239765.0,4331254.0,4422381.0,4515301.0,4607083.0,4699515.0,4792465.0,4883623.0,,,,,,,,,,,,,,,,,,,,,,
7,209,50,verstappen,25,14,5,Engine,106110,256725,418341,568161,662816,755935.0,848328.0,941721.0,1034200.0,1126666.0,1219052.0,1311577.0,1403833.0,1495825.0,1587851.0,1679619.0,1771418.0,1864215.0,1956307.0,2048491.0,2140263.0,2232088.0,2322114.0,2430881.0,2521449.0,2612736.0,2704223.0,2796013.0,2887474.0,2978851.0,3070250.0,3161803.0,3253569.0,3344679.0,3435092.0,3525447.0,3615765.0,3705994.0,3796266.0,3886456.0,3976258.0,4065842.0,4155383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,209,79,katayama,18,15,20,Spun off,108977,258187,420429,570137,664710,757574.0,850640.0,943945.0,1038270.0,1131084.0,1225080.0,1321824.0,1416670.0,1511139.0,1606588.0,1700872.0,1798884.0,1893637.0,1987220.0,2081906.0,2175736.0,2268680.0,2361033.0,2453451.0,2546736.0,2639217.0,2731471.0,2827801.0,2919670.0,3011917.0,3103798.0,3197287.0,3289501.0,3383249.0,3477765.0,3570787.0,3665873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,209,57,hakkinen,1,5,1,Finished,109094,257383,419557,568628,663433,756463.0,849013.0,942176.0,1034831.0,1127385.0,1219879.0,1312397.0,1404585.0,1496479.0,1588464.0,1680458.0,1772172.0,1865019.0,1956894.0,2049169.0,2141176.0,2232797.0,2324097.0,2415036.0,2506268.0,2596357.0,2685989.0,2776181.0,2865767.0,2955536.0,3045034.0,3134710.0,3224039.0,3313612.0,3403098.0,3492682.0,3582111.0,3672100.0,3762659.0,3852763.0,3964424.0,4055973.0,4146923.0,4237745.0,4327609.0,4417457.0,4506890.0,4596677.0,4686477.0,4775859.0,4865017.0,4954598.0,5043897.0,5133307.0,5222977.0,5312926.0,5402863.0,5491939.0,5581498.0,5670723.0,5760524.0,5850038.0,5939301.0,6028611.0,6118339.0,6208680.0,6298529.0,6389052.0,6479362.0,6570855.0,6661140.0,6752066.0
