,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,1072,1,hamilton,131,1,1,Finished,0,0,0,0,0,0,0,0,0.0,0.0,2446.0,3229.0,3853.0,8535.0,6331.0,6930.0,1510.0,1141.0,1403.0,1171.0,813.0,1283.0,3479.0,1272.0,989.0,619.0,1405.0,935.0,2392.0,1734.0,875.0,2220.0,1285.0,1205.0,916.0,289.0,1668.0,2054.0,2047.0,2016.0,1521.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1072,822,bottas,131,3,1,Finished,1038,1066,1422,1215,1494,1699,1618,2059,2610.0,8007.0,3859.0,4349.0,6405.0,10197.0,11238.0,18005.0,3772.0,5141.0,6570.0,7295.0,8715.0,9799.0,18350.0,11515.0,13029.0,15303.0,25632.0,18303.0,29687.0,28598.0,27270.0,28601.0,23553.0,24664.0,32480.0,26076.0,23838.0,25677.0,29008.0,30167.0,30691.0,29425.0,28812.0,29067.0,29947.0,30134.0,30808.0,31725.0,30488.0,27531.0
2,1072,830,max_verstappen,9,2,1,Finished,1682,2000,2601,2463,2789,3207,3087,3476,3899.0,6086.0,0.0,0.0,0.0,0.0,0.0,10764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,2081.0,3970.0,4673.0,6705.0,7946.0,8397.0,6825.0
3,1072,844,leclerc,6,7,1,Finished,3257,4243,4958,5580,6333,7259,7694,8456,9269.0,12522.0,8914.0,10023.0,14332.0,18555.0,14491.0,24539.0,6891.0,9949.0,12309.0,14386.0,16469.0,18870.0,33712.0,27953.0,29810.0,30717.0,46767.0,36942.0,54656.0,54767.0,54170.0,47223.0,41755.0,42521.0,57069.0,46556.0,42945.0,44007.0,44479.0,45057.0,45356.0,44359.0,44464.0,44836.0,45727.0,45718.0,47235.0,48363.0,46648.0,44475.0
4,1072,815,perez,9,17,4,Collision,3822,5105,5784,6466,7425,8336,9767,10974,11962.0,15759.0,13691.0,12882.0,18852.0,26336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1072,846,norris,1,10,1,Finished,4923,6770,8588,10181,12130,14203,16030,18130,20774.0,25592.0,25094.0,21885.0,33382.0,42998.0,40807.0,51664.0,9893.0,13653.0,16997.0,19426.0,22442.0,25013.0,43594.0,31826.0,36076.0,40214.0,59149.0,47448.0,67843.0,67748.0,67081.0,56784.0,51545.0,52882.0,72393.0,62346.0,59818.0,60637.0,61386.0,61954.0,62813.0,62324.0,62036.0,63043.0,64387.0,64812.0,66106.0,66781.0,64988.0,61358.0
6,1072,839,ocon,214,4,1,Finished,5936,8124,9997,11792,13722,15836,17584,19647,21739.0,24710.0,5418.0,6290.0,8072.0,12153.0,1939.0,0.0,1300.0,3006.0,4180.0,5118.0,6210.0,7655.0,15591.0,9934.0,11246.0,12184.0,19163.0,13605.0,23093.0,22806.0,21642.0,22875.0,19567.0,21735.0,30458.0,24927.0,21850.0,22834.0,23804.0,25075.0,26089.0,25553.0,25810.0,27034.0,28423.0,29225.0,30288.0,31234.0,30014.0,27633.0
7,1072,842,gasly,213,6,1,Finished,6692,9164,11254,12952,14986,17002,19088,22683,24790.0,27031.0,12604.0,12071.0,16763.0,22739.0,12856.0,21907.0,4612.0,6876.0,8662.0,10160.0,11759.0,13687.0,23718.0,14878.0,17281.0,19059.0,30227.0,23562.0,36359.0,35837.0,34883.0,35075.0,31243.0,33240.0,43486.0,36526.0,33730.0,35251.0,36460.0,37713.0,38951.0,38409.0,38977.0,40106.0,41635.0,42322.0,44011.0,44934.0,44209.0,41613.0
8,1072,817,ricciardo,1,5,1,Finished,6990,10157,12254,13786,15771,17429,19262,21129,22894.0,25615.0,6842.0,8475.0,12896.0,15871.0,9508.0,15226.0,3096.0,4235.0,5510.0,6335.0,7811.0,9112.0,16242.0,10916.0,12615.0,13932.0,22877.0,15484.0,26211.0,25776.0,24510.0,26459.0,21758.0,23710.0,31443.0,25668.0,23328.0,25662.0,28786.0,31792.0,33455.0,33488.0,33914.0,35554.0,37657.0,38835.0,40878.0,42182.0,41575.0,40121.0
9,1072,841,giovinazzi,51,9,1,Finished,8633,11961,14118,15963,18010,20561,22910,25170,27693.0,32785.0,16624.0,14964.0,22213.0,29480.0,18189.0,25985.0,5698.0,7747.0,9945.0,11443.0,13271.0,15383.0,26883.0,17650.0,19513.0,21594.0,35561.0,28719.0,43624.0,42477.0,41415.0,41560.0,37157.0,39023.0,51944.0,44142.0,41330.0,43902.0,46664.0,48472.0,50025.0,50067.0,51008.0,52982.0,55476.0,57135.0,59748.0,61045.0,60505.0,58505.0
