,0,1,2
0,1,131,1:27.511
1,822,131,1:27.622
2,830,9,1:27.653
3,844,6,1:28.054
4,815,9,1:27.946
5,842,213,1:28.125
6,846,1,1:28.180
7,852,213,1:28.222
8,839,214,1:28.574
9,841,51,1:28.616
10,817,1,1:28.216
11,8,51,1:28.856
12,4,214,1:28.920
13,847,3,1:28.926
14,832,6,1:28.237
15,849,3,1:29.177
16,20,117,1:29.198
17,840,117,1:29.368
18,854,210,1:29.464
19,853,210,1:30.473
