,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,928,1,hamilton,131,1,1,Finished,105695,210373,314690,419007,523156,627258,731492,835670,939900,1044392.0,1148791.0,1252726.0,1356415.0,1464714.0,1586959.0,1691181.0,1796050.0,1900128.0,2004304.0,2108209.0,2211944.0,2315640.0,2419527.0,2523119.0,2626821.0,2730329.0,2833976.0,2937620.0,3040859.0,3143867.0,3246075.0,3348372.0,3455876.0,3576877.0,3680472.0,3784169.0,3887233.0,3990358.0,4093121.0,4196937.0,4300186.0,4403134.0,4506516.0,4609282.0,4712512.0,4815466.0,4918254.0,5021593.0,5125052.0,5228099.0,5331592.0,5434642.0,5537310.0,5668963.0,5829549.0,5982008.0
1,928,3,rosberg,131,2,1,Finished,106876,211394,315691,420052,524217,628345,732450,836835,941129,1045630.0,1150039.0,1254379.0,1358962.0,1463660.0,1573129.0,1694233.0,1798170.0,1902341.0,2006729.0,2110560.0,2214101.0,2317714.0,2421471.0,2525143.0,2628622.0,2732431.0,2836158.0,2940026.0,3043639.0,3147147.0,3255093.0,3376463.0,3480035.0,3583400.0,3686735.0,3789974.0,3892779.0,3995660.0,4098225.0,4201652.0,4304881.0,4407700.0,4511472.0,4614332.0,4717022.0,4819825.0,4922722.0,5026085.0,5129653.0,5233543.0,5337826.0,5441995.0,5545956.0,5679022.0,5830189.0,5982722.0
6,928,20,vettel,6,3,1,Finished,107813,212716,317290,422150,526501,631140,735536,840047,944505,1049252.0,1154126.0,1258892.0,1368346.0,1489898.0,1592916.0,1696703.0,1800831.0,1904840.0,2008584.0,2112246.0,2215801.0,2319310.0,2422902.0,2526782.0,2630398.0,2734003.0,2837652.0,2941778.0,3045784.0,3154471.0,3275128.0,3378625.0,3482993.0,3586708.0,3690579.0,3794506.0,3898291.0,4001809.0,4105373.0,4209501.0,4313199.0,4417047.0,4520871.0,4624645.0,4728670.0,4832089.0,4935425.0,5038885.0,5142600.0,5246087.0,5349845.0,5453889.0,5557563.0,5691147.0,5831840.0,5984996.0
3,928,8,raikkonen,6,4,1,Finished,108617,213723,318734,423376,527979,632330,736734,841257,945829,1050611.0,1155715.0,1260518.0,1365482.0,1470206.0,1580376.0,1702276.0,1805865.0,1909293.0,2013016.0,2116596.0,2219985.0,2323242.0,2426671.0,2530106.0,2633883.0,2737745.0,2841642.0,2945999.0,3050192.0,3154410.0,3258454.0,3362146.0,3465717.0,3574532.0,3695412.0,3798756.0,3902051.0,4005502.0,4108902.0,4212587.0,4316255.0,4420025.0,4524074.0,4627530.0,4731180.0,4835028.0,4938647.0,5041673.0,5144888.0,5248296.0,5351898.0,5455668.0,5559006.0,5692514.0,5832371.0,5985843.0
4,928,13,massa,3,5,1,Finished,109426,214820,320209,425079,530110,635001,739761,844804,950058,1055574.0,1161624.0,1267283.0,1377818.0,1500667.0,1604942.0,1709121.0,1814199.0,1919202.0,2024254.0,2128935.0,2233527.0,2338372.0,2443267.0,2547962.0,2652496.0,2757281.0,2861937.0,2967175.0,3072468.0,3177176.0,3282408.0,3387338.0,3492307.0,3601857.0,3724594.0,3827584.0,3930318.0,4033427.0,4136663.0,4240319.0,4344121.0,4447689.0,4551581.0,4655574.0,4759205.0,4862441.0,4965758.0,5069449.0,5173513.0,5277545.0,5381397.0,5485010.0,5599611.0,5733667.0,5850992.0,5990552.0
12,928,822,bottas,3,6,1,Finished,110114,215555,320713,425603,530813,635703,740627,846036,951575,1057431.0,1163751.0,1269771.0,1375689.0,1485569.0,1608574.0,1713745.0,1819201.0,1924370.0,2029288.0,2134256.0,2239146.0,2344178.0,2449326.0,2554063.0,2658745.0,2763336.0,2868568.0,2973967.0,3079098.0,3184196.0,3289249.0,3394394.0,3499469.0,3604178.0,3713222.0,3836261.0,3939312.0,4042777.0,4146444.0,4249927.0,4353486.0,4457011.0,4560394.0,4663625.0,4767801.0,4871152.0,4975071.0,5079031.0,5182922.0,5286553.0,5390639.0,5494689.0,5610749.0,5744859.0,5855817.0,5991893.0
7,928,154,grosjean,208,7,1,Finished,110984,216600,321898,427191,532458,637800,743468,849262,954974,1060666.0,1166693.0,1277217.0,1402063.0,1507774.0,1613035.0,1718330.0,1824200.0,1930149.0,2035506.0,2140814.0,2246213.0,2352103.0,2457547.0,2563026.0,2668329.0,2773816.0,2879717.0,2985743.0,3091897.0,3198235.0,3304459.0,3414819.0,3537459.0,3640593.0,3744625.0,3848788.0,3952883.0,4056781.0,4160924.0,4265338.0,4369742.0,4474212.0,4578491.0,4682675.0,4786971.0,4891034.0,4995724.0,5100321.0,5204886.0,5309924.0,5414358.0,5519142.0,5642189.0,5777513.0,5894277.0,6001016.0
17,928,831,nasr,15,8,1,Finished,111497,217782,323778,429130,534767,640456,745841,852502,959152,1070682.0,1195603.0,1301031.0,1406712.0,1512765.0,1618518.0,1724475.0,1830504.0,1936183.0,2042761.0,2149091.0,2254914.0,2360398.0,2465987.0,2571722.0,2677235.0,2782594.0,2888430.0,2994254.0,3100922.0,3206953.0,3317815.0,3441219.0,3545020.0,3649257.0,3753536.0,3858184.0,3962537.0,4066566.0,4170944.0,4275666.0,4381367.0,4485986.0,4590371.0,4694416.0,4798845.0,4902537.0,5006777.0,5111265.0,5215960.0,5320544.0,5425319.0,5529400.0,5655553.0,5790671.0,5898296.0,6004633.0
14,928,828,ericsson,15,10,11,+1 Lap,112386,219163,326074,431885,537640,643264,749231,855151,964029,1070206.0,1176800.0,1283080.0,1390020.0,1501408.0,1626584.0,1732284.0,1837082.0,1942193.0,2047866.0,2152852.0,2258062.0,2363062.0,2468458.0,2573653.0,2679027.0,2784991.0,2892113.0,2998594.0,3105200.0,3217303.0,3342261.0,3446465.0,3551179.0,3655641.0,3760432.0,3865437.0,3969857.0,4074536.0,4179090.0,4283773.0,4388544.0,4493784.0,4600686.0,4705591.0,4810289.0,4914538.0,5019028.0,5124057.0,5230343.0,5335349.0,5440403.0,5546618.0,5679805.0,5831020.0,5984091.0,
9,928,813,maldonado,208,18,23,Brakes,112637,219409,324646,429747,535369,640810,746358,852114,957963,1063860.0,1174076.0,1296259.0,1401084.0,1506713.0,1612153.0,1717228.0,1822572.0,1928008.0,2033550.0,2138781.0,2243962.0,2349496.0,2454928.0,2560268.0,2665521.0,2770782.0,2876356.0,2982078.0,3088174.0,3194038.0,3299998.0,3405981.0,3547264.0,3669999.0,3774236.0,3878230.0,3981916.0,4086097.0,4204328.0,4309309.0,4413980.0,4518580.0,4623018.0,4729558.0,4836019.0,4942349.0,5048075.0,5174797.0,5320399.0,,,,,,,
16,928,830,max_verstappen,5,17,7,Transmission,113657,219965,326603,432603,538420,643849,749678,855631,961838,1067828.0,1173713.0,1283983.0,1410219.0,1515183.0,1620228.0,1725049.0,1830976.0,1936867.0,2042327.0,2148158.0,2253211.0,2358276.0,2463355.0,2568732.0,2674103.0,2779560.0,2885253.0,2991186.0,3097413.0,3203554.0,3309630.0,3420020.0,3542871.0,3646928.0,3751168.0,3855270.0,3959763.0,4064172.0,4169037.0,4273815.0,4378231.0,4482490.0,4586929.0,4690942.0,4794951.0,4898831.0,5003070.0,5107432.0,5212078.0,5316478.0,5420870.0,5525571.0,,,,
8,928,807,hulkenberg,10,20,6,Gearbox,114288,221017,327908,434008,540121,645965,752110,858045,964537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,928,826,kvyat,9,19,131,Power Unit,114792,222854,330169,437903,545671,654007,760786,867420,973962,1080676.0,1187644.0,1294126.0,1400417.0,1507624.0,1615558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,928,832,sainz,5,13,11,+1 Lap,115201,228417,337100,445690,553447,660293,767234,874010,981272,1088525.0,1196238.0,1303484.0,1411544.0,1519195.0,1626144.0,1733420.0,1841158.0,1948661.0,2060232.0,2184445.0,2288669.0,2393015.0,2540895.0,2644969.0,2748658.0,2852992.0,2957696.0,3062142.0,3167057.0,3271839.0,3377821.0,3483867.0,3588529.0,3693988.0,3800200.0,3905108.0,4009765.0,4114779.0,4224896.0,4349979.0,4452631.0,4555722.0,4658816.0,4762748.0,4865635.0,4969058.0,5072508.0,5176464.0,5280515.0,5384194.0,5487805.0,5601682.0,5736345.0,5853433.0,5991286.0,
10,928,815,perez,10,11,11,+1 Lap,115424,223149,330568,437722,543568,648940,754463,860419,966650,1073052.0,1184176.0,1306698.0,1411536.0,1516213.0,1621256.0,1726699.0,1832346.0,1938332.0,2044296.0,2149885.0,2255524.0,2361094.0,2466675.0,2572288.0,2678195.0,2788477.0,2912687.0,3016807.0,3121181.0,3225348.0,3330289.0,3434865.0,3539968.0,3645033.0,3749823.0,3854566.0,3958971.0,4063537.0,4168438.0,4275920.0,4387309.0,4512170.0,4616473.0,4719985.0,4823851.0,4928105.0,5032913.0,5137663.0,5242548.0,5347633.0,5455281.0,5561129.0,5695373.0,5833790.0,5987032.0,
2,928,4,alonso,1,12,11,+1 Lap,115768,223609,331887,439049,546809,654533,761355,868026,974586,1081396.0,1188425.0,1299489.0,1424451.0,1531004.0,1637747.0,1744310.0,1851642.0,1958593.0,2065381.0,2171340.0,2276985.0,2382933.0,2488752.0,2594710.0,2700544.0,2806652.0,2913459.0,3020034.0,3126747.0,3233301.0,3340009.0,3447180.0,3554294.0,3661251.0,3772667.0,3895455.0,3999558.0,4104310.0,4210369.0,4314097.0,4418175.0,4524455.0,4628516.0,4732715.0,4837727.0,4942792.0,5048526.0,5154052.0,5259124.0,5364826.0,5469577.0,5579887.0,5712997.0,5847128.0,5987779.0,
11,928,817,ricciardo,9,9,1,Finished,116042,224031,331187,438299,546029,652304,757781,863226,968733,1074786.0,1181191.0,1286862.0,1392764.0,1503207.0,1627065.0,1733589.0,1838439.0,1943371.0,2048298.0,2153477.0,2259900.0,2365191.0,2470130.0,2575338.0,2679822.0,2785188.0,2892650.0,2998096.0,3103711.0,3209848.0,3315447.0,3421679.0,3527738.0,3633210.0,3739702.0,3850329.0,3972809.0,4076747.0,4180601.0,4284544.0,4388944.0,4494028.0,4599349.0,4703325.0,4806802.0,4910047.0,5013682.0,5117633.0,5221547.0,5325242.0,5428749.0,5532166.0,5658508.0,5792620.0,5899735.0,6014125.0
5,928,18,button,1,14,11,+1 Lap,116287,224541,332373,439793,547514,655058,762278,868935,975517,1082383.0,1189562.0,1296744.0,1404078.0,1515799.0,1640615.0,1746046.0,1851184.0,1956935.0,2062773.0,2168284.0,2273275.0,2378658.0,2483747.0,2588852.0,2694419.0,2799682.0,2905557.0,3011475.0,3117850.0,3224051.0,3330663.0,3441864.0,3565313.0,3670667.0,3776350.0,3881596.0,3986606.0,4091710.0,4199333.0,4305513.0,4411008.0,4516715.0,4622199.0,4729268.0,4835646.0,4942012.0,5048313.0,5157550.0,5263275.0,5369025.0,5474827.0,5589386.0,5720921.0,5848282.0,5989812.0,
19,928,833,merhi,209,16,12,+2 Laps,116961,226810,336302,446350,555708,664714,773491,882835,993216,1103408.0,1213271.0,1322772.0,1432167.0,1542024.0,1651731.0,1761478.0,1876287.0,2009936.0,2118896.0,2226848.0,2335380.0,2444447.0,2552974.0,2662763.0,2771634.0,2881156.0,2990120.0,3101785.0,3211861.0,3320825.0,3429742.0,3538757.0,3648886.0,3758488.0,3868745.0,3978265.0,4087426.0,4198266.0,4309134.0,4424378.0,4550130.0,4656268.0,4762231.0,4869035.0,4975996.0,5082413.0,5188825.0,5295706.0,5402702.0,5509096.0,5631044.0,5765925.0,5876869.0,5992782.0,,
