,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,vettel,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,raikkonen,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,massa,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,bottas,6,6,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,grosjean,7,7,7,7,7,7,7,7,7,7,7,7,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,nasr,8,8,8,8,8,8,8,9,9,11,16,15,13,12,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,11,12,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8
8,ericsson,9,9,10,10,10,10,10,10,11,10,10,8,7,7,14,12,12,12,12,12,12,12,12,12,12,11,11,12,12,12,15,14,13,12,12,12,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,10,10,10,0
9,maldonado,10,10,9,9,9,9,9,8,8,8,9,12,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,14,14,13,13,13,14,14,14,14,14,14,14,14,13,15,16,0,0,0,0,0,0,0
10,max_verstappen,11,11,11,11,11,11,11,11,10,9,8,9,14,13,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0
11,hulkenberg,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,kvyat,13,13,13,14,14,15,15,15,15,14,13,11,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sainz,14,19,19,18,18,18,18,18,18,17,17,16,16,16,13,13,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,0
14,perez,15,14,14,13,13,13,13,13,13,12,12,17,15,15,12,11,11,11,11,11,11,11,11,11,11,13,14,14,14,14,12,11,9,9,9,9,8,8,8,10,10,12,12,12,12,12,12,12,12,12,12,12,11,11,11,0
15,alonso,16,15,16,16,16,16,16,16,16,15,14,14,17,17,16,15,16,16,16,15,15,15,15,15,15,15,15,15,15,15,14,15,14,13,13,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,12,12,12,0
16,ricciardo,17,16,15,15,15,14,14,14,14,13,11,10,8,8,15,14,13,13,13,13,13,13,13,13,13,12,12,11,11,11,10,10,7,7,7,8,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9
17,button,18,17,17,17,17,17,17,17,17,16,15,13,12,14,17,16,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,15,15,15,14,14,14,13,13,13,13,13,13,13,13,14,14,14,14,14,14,13,13,13,0
18,merhi,19,18,18,19,19,19,19,19,19,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,0,0
