,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,alonso,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2
2,massa,3,3,3,3,3,3,3,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,raikkonen,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3
4,heidfeld,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,5,5,4,4,4,4,4,4,4,4,4,4
5,kubica,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,11,11,11,11,11,11,11,9,9,9,8,6,6,6,6,6,5,4,4,4,6,6,5,5,5,5,5,5,5,5
6,kovalainen,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,4,11,11,10,10,10,10,10,10,9,8,8,8,6,5,5,5,5,5,4,5,7,7,7,7,7,7,7,7,7,7,7,7
7,rosberg,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,7,6,6,5,5,5,5,5,5,5,16,14,14,11,9,8,8,7,7,7,7,6,6,5,5,6,6,6,6,6,6,6,6
8,button,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,8,7,7,6,6,6,6,6,6,6,5,5,6,13,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,webber,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,7,6,6,5,5,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10,barrichello,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,8,7,7,7,7,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,wurz,12,12,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,9,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
12,trulli,13,13,13,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,10,17,16,15,14,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
13,fisichella,14,14,14,14,14,14,14,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,11,11,12,15,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
14,coulthard,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,davidson,16,15,15,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,12,12,11,10,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
16,sato,17,20,20,20,20,20,20,20,20,19,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,15,13,13,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
17,ralf_schumacher,18,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,17,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
18,liuzzi,19,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
19,sutil,20,18,18,18,18,18,18,19,18,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
20,yamamoto,21,19,19,19,19,19,19,18,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
