,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
5,49,8,raikkonen,6,1,1,Finished,111809,221194.0,330188.0,439303.0,547818.0,656318.0,764816.0,873474.0,982026.0,1090569.0,1199096.0,1307191.0,1415599.0,1523801.0,1636845.0,1766068.0,1874757.0,1983619.0,2092376.0,2200865.0,2309592.0,2418883.0,2527344.0,2635859.0,2744452.0,2853209.0,2962019.0,3070985.0,3180516.0,3288881.0,3402121.0,3529243.0,3638755.0,3747835.0,3856955.0,3966810.0,4075422.0,4184014.0,4292561.0,4401121.0,4509946.0,4618638.0,4727279.0,4839066.0
8,49,13,massa,6,2,1,Finished,113193,222570.0,331927.0,441027.0,549652.0,658626.0,767260.0,876186.0,984992.0,1094293.0,1203402.0,1312046.0,1420609.0,1529228.0,1637814.0,1750781.0,1879568.0,1988143.0,2096833.0,2205423.0,2314110.0,2422795.0,2532165.0,2640832.0,2749344.0,2858115.0,2966970.0,3075738.0,3185385.0,3294805.0,3403233.0,3516498.0,3643713.0,3751749.0,3860369.0,3969587.0,4078955.0,4187172.0,4295780.0,4404043.0,4512147.0,4620417.0,4728769.0,4843761.0
3,49,4,alonso,1,3,1,Finished,113799,223668.0,333418.0,443008.0,552231.0,661564.0,770639.0,880089.0,989149.0,1098533.0,1207793.0,1316921.0,1425760.0,1534356.0,1647475.0,1777472.0,1887187.0,1996767.0,2106411.0,2215946.0,2325249.0,2434618.0,2543966.0,2653242.0,2762628.0,2872138.0,2981683.0,3090823.0,3199866.0,3308821.0,3417796.0,3526596.0,3640288.0,3765090.0,3873509.0,3982877.0,4092133.0,4201240.0,4309800.0,4418405.0,4527632.0,4636656.0,4745227.0,4853409.0
0,49,1,hamilton,1,4,1,Finished,114378,224426.0,334654.0,444662.0,554097.0,663551.0,772893.0,882537.0,991758.0,1101227.0,1210421.0,1319378.0,1428437.0,1537427.0,1646239.0,1759271.0,1889471.0,1999404.0,2108904.0,2218442.0,2328051.0,2437682.0,2547035.0,2656411.0,2766060.0,2875640.0,2985299.0,3094634.0,3203889.0,3313109.0,3422332.0,3531515.0,3640998.0,3749851.0,3859052.0,3968247.0,4081767.0,4207649.0,4316248.0,4424589.0,4532804.0,4641201.0,4752830.0,4862681.0
2,49,3,rosberg,3,6,1,Finished,115900,226969.0,338013.0,449055.0,559347.0,669772.0,779913.0,890508.0,1001320.0,1111802.0,1221969.0,1331969.0,1441947.0,1556644.0,1686574.0,1796958.0,1907447.0,2018025.0,2128676.0,2239378.0,2349550.0,2459847.0,2569885.0,2680149.0,2790229.0,2900189.0,3010790.0,3120869.0,3230638.0,3344973.0,3475327.0,3586408.0,3697440.0,3808139.0,3918968.0,4029576.0,4140171.0,4250820.0,4361568.0,4471894.0,4582577.0,4693076.0,4803517.0,4915942.0
4,49,5,kovalainen,4,8,1,Finished,117262,229476.0,342085.0,454817.0,567377.0,679399.0,791070.0,902795.0,1014337.0,1125624.0,1237749.0,1349690.0,1460906.0,1572041.0,1682853.0,1793287.0,1903384.0,2013490.0,2123848.0,2234068.0,2343668.0,2457889.0,2593095.0,2705539.0,2817432.0,2928988.0,3040186.0,3151179.0,3262196.0,3373593.0,3484469.0,3595444.0,3706485.0,3817612.0,3928685.0,4039932.0,4151317.0,4262417.0,4373451.0,4484274.0,4594658.0,4704523.0,4814209.0,4924172.0
12,49,17,webber,9,7,1,Finished,117513,229727.0,340257.0,450920.0,561197.0,671722.0,782225.0,892653.0,1003637.0,1113902.0,1224562.0,1334611.0,1445230.0,1559969.0,1689716.0,1800187.0,1910792.0,2021350.0,2132025.0,2242550.0,2353080.0,2463612.0,2574147.0,2684971.0,2795617.0,2905857.0,3016356.0,3126599.0,3236686.0,3347106.0,3461454.0,3590265.0,3701156.0,3811840.0,3922618.0,4033182.0,4143722.0,4254524.0,4365193.0,4475744.0,4586475.0,4697208.0,4808307.0,4919705.0
1,49,2,heidfeld,2,5,1,Finished,117992,230195.0,342694.0,454761.0,565222.0,675382.0,785167.0,895373.0,1005325.0,1115405.0,1225462.0,1335674.0,1445736.0,1556156.0,1665155.0,1774016.0,1882778.0,1996535.0,2125075.0,2235437.0,2346175.0,2456130.0,2565497.0,2674980.0,2784215.0,2893266.0,3003968.0,3112927.0,3222113.0,3331934.0,3441068.0,3549764.0,3658427.0,3772361.0,3900689.0,4010964.0,4121476.0,4231732.0,4341693.0,4451476.0,4561306.0,4671243.0,4781270.0,4890945.0
18,49,23,ralf_schumacher,7,10,1,Finished,118728,231651.0,343833.0,456085.0,568691.0,680996.0,793029.0,904831.0,1016691.0,1128034.0,1239555.0,1350814.0,1462282.0,1573184.0,1683857.0,1794787.0,1905177.0,2015643.0,2126507.0,2241442.0,2374052.0,2486125.0,2597753.0,2709507.0,2820963.0,2932015.0,3043386.0,3154673.0,3265541.0,3376655.0,3487504.0,3598339.0,3709178.0,3820998.0,3931856.0,4042880.0,4154094.0,4265335.0,4375944.0,4486571.0,4597073.0,4707577.0,4817599.0,4927640.0
9,49,14,coulthard,9,20,9,Hydraulics,119599,233031.0,346573.0,460096.0,573355.0,686479.0,799330.0,912066.0,1023925.0,1136544.0,1249079.0,1361412.0,1474067.0,1586463.0,1698555.0,1810189.0,1921768.0,2033407.0,2145267.0,2256884.0,2368379.0,2479610.0,2590822.0,2701978.0,2817623.0,2948818.0,3060351.0,3171720.0,3283859.0,,,,,,,,,,,,,,,
10,49,15,trulli,7,11,1,Finished,120118,233452.0,347005.0,460330.0,574925.0,687629.0,800740.0,913274.0,1025865.0,1137899.0,1250231.0,1362531.0,1475200.0,1592077.0,1722613.0,1834037.0,1945564.0,2057063.0,2168312.0,2279938.0,2392189.0,2502343.0,2612378.0,2722413.0,2832631.0,2942846.0,3052752.0,3162359.0,3271757.0,3381643.0,3495596.0,3624938.0,3735833.0,3846539.0,3956796.0,4066715.0,4176666.0,4286602.0,4396210.0,4505819.0,4615124.0,4724441.0,4833431.0,4942719.0
