,0,1,2
0,1,131,1:15.144
1,822,131,1:15.203
2,830,9,1:15.471
3,848,9,1:15.914
4,844,6,1:16.270
5,815,211,1:16.311
6,840,211,1:16.271
7,817,4,1:16.243
8,832,1,1:16.522
9,839,4,1:16.297
10,846,1,1:16.640
11,826,213,1:16.854
12,8,51,1:16.854
13,20,6,1:16.858
14,154,210,1:17.069
15,842,213,1:17.125
16,841,51,1:17.220
17,847,3,1:17.232
18,849,3,1:17.320
19,825,210,1:17.348
