,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
5,217,30,michael_schumacher,6,4,1,Finished,84350,165155,244906,324799,405616,487171.0,569922.0,652972.0,736499.0,819834.0,903180.0,985677.0,1068768.0,1155553.0,1254194.0,1335497.0,1416624.0,1497460.0,1577825.0,1658804.0,1740800.0,1825890.0,1909308.0,1990394.0,2072379.0,2152740.0,2232973.0,2312657.0,2392822.0,2472588.0,2552645.0,2633334.0,2717671.0,2816816.0,2897269.0,2977263.0,3057969.0,3139587.0,3222468.0,3305390.0,3389100.0,3472637.0,3556147.0,3638521.0,3721359.0,3803779.0,3886954.0,3968480.0,4050135.0,4131704.0,4218142.0,4319679.0,4402429.0,4483937.0,4564985.0,4646223.0,4728137.0,4810265.0,4892499.0,4975510.0,5058477.0,5140740.0,5223054.0,5305626.0,5388250.0,5470864.0,5553233.0,5635076.0,5716441.0,5798041.0,5879665.0,5961018.0,6042715.0,6125114.0,6208007.0,6291083.0,6377650.0
16,217,71,damon_hill,21,2,1,Finished,86068,166623,246401,326058,406245,487505.0,570246.0,653248.0,736678.0,820005.0,900550.0,980487.0,1060135.0,1140024.0,1219787.0,1300558.0,1380757.0,1461152.0,1542115.0,1623027.0,1704432.0,1784176.0,1864247.0,1945082.0,2029936.0,2131032.0,2211385.0,2292429.0,2372741.0,2453599.0,2535530.0,2618536.0,2700292.0,2781714.0,2863107.0,2943746.0,3024094.0,3104270.0,3184803.0,3265395.0,3346377.0,3426880.0,3507728.0,3588764.0,3670760.0,3751427.0,3831821.0,3913074.0,3998147.0,4079659.0,4164888.0,4267445.0,4349462.0,4430486.0,4511510.0,4592716.0,4673950.0,4754866.0,4836285.0,4917416.0,4998713.0,5079630.0,5160805.0,5241828.0,5323041.0,5405442.0,5487248.0,5569492.0,5651628.0,5733210.0,5815079.0,5897344.0,5980690.0,6064649.0,6156076.0,6256997.0,6356228.0
10,217,56,irvine,6,9,20,Spun off,87457,168197,248673,328725,409704,492567.0,582243.0,683033.0,764377.0,846560.0,930011.0,1013878.0,1097909.0,1181606.0,1265332.0,1349198.0,1433230.0,1516378.0,1597674.0,1678774.0,1759600.0,1840361.0,1922302.0,2003347.0,2085890.0,2166650.0,2248272.0,2329396.0,2411190.0,2492297.0,2574704.0,2656709.0,2737574.0,2818818.0,2905676.0,3007141.0,3088443.0,3169302.0,3249824.0,3330467.0,3412596.0,3495464.0,3577417.0,3656944.0,3737589.0,3818072.0,3900029.0,3981427.0,4062923.0,4144508.0,4224859.0,4305163.0,4385768.0,4466671.0,4548109.0,4632402.0,4732707.0,4814548.0,4896128.0,4979528.0,5061106.0,5142414.0,5224712.0,5306721.0,5389111.0,5471948.0,5554032.0,5636572.0,5717655.0,5798969.0,5881057.0,5962035.0,6043730.0,6125915.0,6208877.0,6291833.0,
11,217,57,hakkinen,1,20,9,Hydraulics,87686,168851,249488,329649,410154,492741.0,573865.0,654531.0,737294.0,820526.0,903784.0,986004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,217,35,villeneuve,3,1,1,Finished,88902,169812,250159,330459,410596,493181.0,574647.0,655350.0,737656.0,820751.0,904152.0,986725.0,1068945.0,1148645.0,1227711.0,1306843.0,1386158.0,1465347.0,1545266.0,1626265.0,1707139.0,1789297.0,1869926.0,1956233.0,2060437.0,2141218.0,2220520.0,2301451.0,2382824.0,2465818.0,2549208.0,2631201.0,2712925.0,2794016.0,2874829.0,2955757.0,3037265.0,3119220.0,3201844.0,3283591.0,3364487.0,3446034.0,3528082.0,3609843.0,3691145.0,3773895.0,3855642.0,3937459.0,4020536.0,4103279.0,4190190.0,4294016.0,4376586.0,4458113.0,4540013.0,4621438.0,4703333.0,4783889.0,4865630.0,4947146.0,5028626.0,5110159.0,5191375.0,5272745.0,5353807.0,5436447.0,5519651.0,5602358.0,5684943.0,5766881.0,5849376.0,5932773.0,6015102.0,6098601.0,6180290.0,6260738.0,6347149.0
7,217,49,frentzen,3,18,74,Fuel,89762,171072,251703,331986,412316,493734.0,576013.0,656676.0,738516.0,821457.0,904797.0,987405.0,1069427.0,1152296.0,1231326.0,1310473.0,1389348.0,1468289.0,1547942.0,1628754.0,1709217.0,1789880.0,1870873.0,1952335.0,2030707.0,2109314.0,2191407.0,2270355.0,2353431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,217,14,coulthard,1,14,10,Electrical,90040,171545,252243,332862,413218,494286.0,578847.0,659239.0,740442.0,822053.0,905406.0,988176.0,1070344.0,1153106.0,1233696.0,1314114.0,1394962.0,1475672.0,1556001.0,1636558.0,1717099.0,1797820.0,1878605.0,1964464.0,2065056.0,2145548.0,2225963.0,2306360.0,2386866.0,2467649.0,2549603.0,2631759.0,2713516.0,2794792.0,2875418.0,2956188.0,3037707.0,3119651.0,3202325.0,3284291.0,3365409.0,3446771.0,3528625.0,3610587.0,3691806.0,3774469.0,3856124.0,3938006.0,4021051.0,4107776.0,4208762.0,4294579.0,4377003.0,4458964.0,4540715.0,4621999.0,4703880.0,4784868.0,4866991.0,4947683.0,5029342.0,5110705.0,5192268.0,5273745.0,5354701.0,,,,,,,,,,,,
15,217,65,herbert,15,3,1,Finished,90890,172860,254229,335528,416779,497807.0,579770.0,661063.0,742279.0,823423.0,906037.0,988695.0,1071220.0,1153781.0,1235546.0,1316557.0,1397866.0,1479098.0,1560276.0,1641828.0,1723469.0,1805102.0,1886848.0,1969275.0,2051599.0,2138630.0,2239124.0,2319730.0,2400728.0,2481509.0,2562572.0,2643734.0,2724971.0,2806549.0,2887746.0,2969771.0,3052707.0,3134445.0,3216927.0,3298901.0,3380901.0,3463199.0,3545572.0,3628303.0,3711303.0,3794061.0,3876564.0,3959369.0,4042672.0,4130657.0,4232284.0,4313521.0,4394882.0,4476565.0,4558255.0,4640770.0,4723185.0,4805038.0,4887706.0,4970640.0,5053399.0,5135777.0,5217785.0,5299996.0,5381740.0,5463395.0,5545530.0,5628007.0,5710068.0,5791595.0,5872835.0,5954185.0,6036391.0,6118221.0,6200292.0,6283014.0,6367594.0
9,217,55,alesi,22,11,11,+1 Lap,91548,173283,254815,336290,417803,499589.0,582118.0,664400.0,747687.0,829977.0,912426.0,995219.0,1078231.0,1160599.0,1242734.0,1324680.0,1406764.0,1489011.0,1571635.0,1654076.0,1737590.0,1825193.0,1914447.0,2001124.0,2093675.0,2198390.0,2279275.0,2360360.0,2441234.0,2522081.0,2602777.0,2683523.0,2764783.0,2846298.0,2928157.0,3010129.0,3092266.0,3174797.0,3256888.0,3339037.0,3421473.0,3503999.0,3586914.0,3672581.0,3756316.0,3839902.0,3923643.0,4008600.0,4093977.0,4180481.0,4272567.0,4384096.0,4466137.0,4551004.0,4632001.0,4712717.0,4793290.0,4874470.0,4955919.0,5036973.0,5118704.0,5200231.0,5281448.0,5362268.0,5443901.0,5525070.0,5606173.0,5688009.0,5770139.0,5852423.0,5934138.0,6017164.0,6100062.0,6183120.0,6266946.0,6356522.0,
19,217,77,berger,22,8,1,Finished,93263,174817,256117,337243,418884,500709.0,584225.0,668249.0,758407.0,842510.0,927303.0,1012095.0,1096380.0,1180507.0,1264705.0,1348911.0,1433067.0,1519222.0,1603781.0,1687829.0,1771555.0,1855045.0,1939142.0,2023134.0,2106868.0,2195408.0,2300673.0,2381852.0,2463526.0,2545539.0,2627351.0,2709222.0,2790775.0,2872636.0,2954299.0,3035918.0,3118260.0,3200762.0,3281989.0,3363308.0,3444344.0,3526142.0,3607975.0,3690400.0,3773169.0,3853883.0,3935028.0,4016327.0,4101647.0,4187477.0,4290401.0,4370324.0,4450816.0,4533162.0,4615550.0,4697225.0,4778474.0,4859899.0,4941920.0,5023714.0,5105380.0,5187140.0,5269006.0,5350523.0,5433779.0,5516662.0,5599895.0,5682682.0,5765112.0,5847063.0,5929522.0,6011778.0,6095614.0,6176921.0,6257632.0,6340612.0,6423558.0
