,0,1,2
0,1,131,1:17.825
1,830,9,1:17.938
2,832,1,1:18.590
3,822,131,1:18.657
4,839,4,1:18.764
5,846,1,1:18.448
6,848,9,1:19.014
7,842,213,1:18.744
8,817,4,1:19.229
9,20,6,1:19.545
10,844,6,1:19.628
11,847,3,1:19.636
12,840,211,1:19.645
13,826,213,1:19.717
14,825,210,1:20.211
15,8,51,1:21.140
16,815,211,1:21.607
17,849,3,1:21.759
18,841,51,1:21.831
19,154,210,3:00.00
