,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,max_verstappen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,stroll,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,8,5,5,5,5,5,4,4,4,4,4,4,4,5,8,8,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,0
3,bottas,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,perez,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,7,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
5,albon,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,16,16,15,15,12,11,11,11,11,11,10,11,9,9,9,8,8,8,7,7,7,9,11,11,11,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
6,sainz,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,12,12,12,12,12,11,10,6,7,7,7,7,6,6,6,6,6,6,7,10,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,0
7,gasly,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,13,13,13,13,13,13,12,12,10,10,10,10,9,9,8,8,8,7,7,6,7,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
8,leclerc,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,6,6,6,6,6,6,5,5,12,12,12,12,11,11,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,norris,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,14,14,14,14,14,14,13,13,11,11,11,11,10,10,9,9,9,8,8,8,6,5,5,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
10,vettel,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,8,7,7,7,7,7,6,7,14,14,14,14,14,13,11,11,11,11,10,10,9,7,7,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,0
11,ricciardo,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,9,8,8,8,8,8,7,6,4,4,4,4,4,7,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
12,kvyat,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,12,16,16,16,16,15,15,14,14,13,13,13,13,12,12,10,10,10,10,9,9,8,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
13,kevin_magnussen,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,10,9,9,9,9,9,15,19,19,19,18,18,18,17,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,15,15,15,15,15,15,0
14,raikkonen,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,16,19,18,18,18,18,18,18,18,17,17,17,16,16,16,14,13,13,13,13,13,13,13,13,15,18,17,17,17,17,17,17,17,17,17,16,16,16,15,15,14,14,14,14,14,14,0
15,ocon,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,11,10,10,10,10,10,9,9,8,8,8,9,13,18,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,0
16,grosjean,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,15,15,15,15,16,16,16,15,15,16,19,19,19,19,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18,18,0,0
17,russell,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,18,17,17,17,17,17,17,17,16,16,15,15,15,15,15,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,17,17,17,17,17,0
18,giovinazzi,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,19,19,19,19,19,19,19,18,18,18,17,17,17,16,14,14,14,14,14,15,15,15,14,17,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,16,16,16,16,0
