,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,1036,1,hamilton,131,1,1,Finished,85855,170485,255522,340201,424571,508818,593096,677204,761730,845348,928586,1011653,1094420,1177617,1260712,1343928,1427294,1510700,1594205,1677599,1761009,1844708,1931883,2035921,2119766,2203425,2287095,2370370,2454058,2537401,2620408,2703510,2786512,2869170,2952118,3034558,3117384,3199886,3282159.0,3364372.0,3446810.0,3529115.0,3611244.0,3693385.0,3774924.0,3856988.0,3939137.0,4022200.0,4104154.0,4189144.0,4289503.0,4369777.0,4450669.0,4531570.0,4612790.0,4694236.0,4775734.0,4857113.0,4938077.0,5019300.0,5100697.0,5181672.0,5261494.0,5342366.0,5423213.0,5505279.0
9,1036,830,max_verstappen,9,2,1,Finished,87347,172101,256936,341532,426153,510478,594671,678863,762995,846985,930608,1014149,1097622,1181044,1264803,1348371,1432132,1516221,1600192,1684771,1772947,1873652,1956611,2040193,2123817,2207461,2290688,2374179,2457546,2540899,2624100,2707369,2790475,2873588,2956484,3040032,3123510,3207548,3291323.0,3374419.0,3460438.0,3560365.0,3642586.0,3724505.0,3807619.0,3889719.0,3972328.0,4054179.0,4135911.0,4217822.0,4300228.0,4381790.0,4463267.0,4544752.0,4626604.0,4708242.0,4790287.0,4872066.0,4953636.0,5035820.0,5117724.0,5199210.0,5280919.0,5363063.0,5445827.0,5529456.0
12,1036,840,stroll,211,4,11,+1 Lap,88830,174019,258842,344252,430281,515131,600110,684733,769552,854297,939214,1024142,1109376,1194630,1279669,1364665,1449777,1535160,1620643,1706032,1791679,1877918,1963166,2049270,2134935,2221405,2311564,2415323,2499553,2584126,2668612,2752815,2837503,2922036,3006200,3090678,3174971,3259906,3344319.0,3428771.0,3513147.0,3600999.0,3701973.0,3785232.0,3868316.0,3951478.0,4034666.0,4117365.0,4200836.0,4283863.0,4367064.0,4449889.0,4534314.0,4617228.0,4700463.0,4782487.0,4865223.0,4947629.0,5029984.0,5112623.0,5194979.0,5277461.0,5360258.0,5443435.0,5526724.0,
6,1036,822,bottas,131,3,1,Finished,89434,174496,259444,344702,428498,512685,596666,680932,765123,849158,932748,1016197,1099924,1183579,1267269,1350969,1434876,1518902,1602628,1686691,1771165,1855502,1943672,2044277,2126298,2209289,2292542,2375852,2459156,2542747,2626362,2709787,2793217,2876017,2958798,3042238,3126104,3209628,3292764.0,3376029.0,3459363.0,3541220.0,3623752.0,3706278.0,3789484.0,3872305.0,3955373.0,4042031.0,4143035.0,4224932.0,4306817.0,4388433.0,4470131.0,4551896.0,4633437.0,4715103.0,4796801.0,4878514.0,4960268.0,5042089.0,5124023.0,5206406.0,5286156.0,5371303.0,5471848.0,5550031.0
4,1036,815,perez,211,5,11,+1 Lap,90347,175494,260625,345908,431011,516533,601776,686381,771104,855852,940747,1025763,1110902,1196058,1281347,1366469,1451829,1537152,1622357,1707749,1793384,1879257,1964991,2050515,2136480,2222666,2309042,2394359,2483604,2586648,2669222,2754272,2838941,2923508,3008637,3092992,3177089,3261536,3345846.0,3430197.0,3514661.0,3599352.0,3683933.0,3768259.0,3852144.0,3936662.0,4021475.0,4106719.0,4190739.0,4274643.0,4358415.0,4442470.0,4525833.0,4608877.0,4691949.0,4777133.0,4860121.0,4942636.0,5025588.0,5108757.0,5191492.0,5274611.0,5357763.0,5440904.0,5524464.0,
18,1036,848,albon,9,8,11,+1 Lap,91211,176607,261848,347078,432425,517606,602592,687223,771972,856967,942620,1028041,1113317,1198667,1284136,1369770,1458993,1562232,1648302,1733907,1819092,1904427,1989731,2075678,2161066,2246745,2332364,2417823,2504265,2589666,2674848,2760119,2843807,2928577,3013522,3097718,3181919,3266176,3354135.0,3455068.0,3537262.0,3621655.0,3704662.0,3788128.0,3873384.0,3956815.0,4040378.0,4123154.0,4206148.0,4289207.0,4372609.0,4455548.0,4538601.0,4621990.0,4705139.0,4788301.0,4873466.0,4956432.0,5039556.0,5123114.0,5207940.0,5291923.0,5375921.0,5460240.0,5545008.0,
10,1036,832,sainz,1,6,11,+1 Lap,92118,178053,263772,349081,434578,519978,605176,689983,774900,860074,945246,1030463,1115860,1201044,1286218,1371243,1456658,1541677,1626834,1712302,1797995,1887342,1990549,2076140,2161667,2247351,2332901,2418405,2502664,2585989,2671186,2755556,2840138,2924819,3009697,3094374,3178531,3262912,3347334.0,3431590.0,3519172.0,3620172.0,3703301.0,3787100.0,3870423.0,3953878.0,4037020.0,4120584.0,4203673.0,4286884.0,4371302.0,4454126.0,4537127.0,4619975.0,4702778.0,4785719.0,4868805.0,4952327.0,5034098.0,5116693.0,5201206.0,5283263.0,5365701.0,5448518.0,5531045.0,
14,1036,842,gasly,213,9,11,+1 Lap,92988,179093,264651,350087,435748,520983,606242,691277,776295,861455,946525,1031792,1117320,1202682,1287906,1373006,1458107,1543646,1628903,1714719,1804460,1906963,1991704,2077062,2162243,2247867,2333556,2420858,2504968,2590338,2675564,2760785,2846564,2930595,3014902,3099049,3182899,3267058,3351688.0,3434770.0,3518811.0,3606169.0,3708414.0,3790957.0,3874501.0,3958138.0,4041468.0,4124824.0,4207922.0,4291760.0,4374691.0,4457290.0,4540201.0,4623365.0,4706263.0,4791284.0,4874198.0,4957570.0,5041048.0,5125921.0,5209710.0,5293281.0,5376749.0,5461051.0,5545597.0,
15,1036,844,leclerc,6,20,40,Electronics,93402,179761,265401,350723,436690,521901,607319,692547,777856,862961,948036,1032968,1118457,1204231,1289520,1374393,1459407,1544830,1629813,1715386,1801928,1886842,1972030,2056991,2142089,2227452,2313164,2398892,2488858,2591988,2676882,2762080,2847647,2934421,3018389,3150966,3244119,3331636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1036,846,norris,1,10,11,+1 Lap,94173,180855,266893,352486,438453,524518,609971,695407,780781,866203,951376,1036737,1122000,1207041,1292290,1377229,1461981,1547195,1632206,1717122,1806327,1909013,1993823,2079070,2164062,2249509,2334964,2421463,2506322,2591337,2676422,2761611,2847297,2933804,3017134,3100778,3184512,3268550,3352597.0,3436160.0,3520191.0,3604228.0,3687339.0,3774053.0,3875482.0,3958886.0,4042287.0,4125704.0,4208936.0,4292915.0,4375809.0,4458984.0,4542115.0,4624797.0,4709774.0,4792166.0,4875369.0,4958898.0,5043850.0,5126864.0,5210733.0,5294236.0,5377546.0,5461993.0,5546154.0,
2,1036,20,vettel,6,7,11,+1 Lap,94707,181669,267629,353544,440003,525722,611048,696648,781875,867405,952867,1038260,1123739,1209134,1294319,1379403,1464510,1550039,1635412,1720924,1806773,1892758,1978372,2063851,2149478,2235090,2320901,2407058,2497660,2600300,2684334,2768531,2853026,2938159,3022674,3106972,3191102,3275121,3358876.0,3442640.0,3526671.0,3612822.0,3696284.0,3780259.0,3864374.0,3947955.0,4031181.0,4113888.0,4197398.0,4280717.0,4364184.0,4447540.0,4532684.0,4616118.0,4699878.0,4784435.0,4867995.0,4951690.0,5037667.0,5121807.0,5205840.0,5290627.0,5374738.0,5459145.0,5543813.0,
5,1036,817,ricciardo,4,11,11,+1 Lap,95089,183311,269468,355373,441971,527718,613536,699485,785491,871123,956473,1041533,1126991,1212592,1298396,1383888,1469331,1554690,1639813,1725366,1811481,1896111,1981248,2066253,2151467,2236736,2322210,2407804,2494949,2579989,2665444,2750926,2836111,2921410,3011382,3115766,3202421,3287426,3372323.0,3460562.0,3544868.0,3629478.0,3713971.0,3797961.0,3882224.0,3965670.0,4049295.0,4132320.0,4215296.0,4298139.0,4380603.0,4465114.0,4547629.0,4630224.0,4713040.0,4795835.0,4880645.0,4963405.0,5046349.0,5129210.0,5211911.0,5295621.0,5378744.0,5462839.0,5547145.0,
8,1036,826,kvyat,213,12,11,+1 Lap,95427,182535,268489,354207,440928,526596,612079,697527,782914,868722,953887,1039130,1124550,1210082,1295331,1380966,1466669,1552409,1638039,1724095,1814124,1918838,2002071,2086058,2170734,2254830,2338837,2423153,2507481,2593377,2678238,2763350,2848527,2935031,3019898,3104602,3188374,3272066,3355718.0,3439895.0,3524155.0,3608525.0,3692736.0,3778510.0,3867096.0,3968244.0,4050580.0,4133056.0,4216033.0,4299468.0,4383364.0,4466243.0,4548983.0,4632025.0,4716665.0,4799309.0,4882302.0,4965125.0,5047940.0,5130813.0,5213508.0,5296611.0,5379861.0,5463420.0,5547998.0,
7,1036,825,kevin_magnussen,210,15,11,+1 Lap,96577,184236,270770,356642,442788,528798,614783,700909,786853,872782,958348,1044091,1130025,1216051,1301949,1387651,1473205,1559044,1644889,1730683,1816537,1902438,1988270,2074019,2159594,2245190,2330960,2423963,2529790,2613636,2697955,2782394,2866676,2951364,3037327,3122082,3208790,3294355,3378901.0,3463749.0,3548718.0,3633449.0,3718483.0,3803866.0,3887876.0,3973722.0,4057975.0,4141931.0,4227426.0,4311361.0,4395244.0,4479188.0,4563187.0,4646945.0,4731172.0,4817055.0,4901130.0,4985397.0,5069779.0,5155060.0,5239126.0,5323134.0,5406971.0,5490445.0,5574370.0,
1,1036,8,raikkonen,51,14,11,+1 Lap,97063,184817,271599,357353,443581,529685,615668,701753,787629,873698,959411,1045030,1130798,1217016,1302858,1388823,1474334,1560504,1646868,1739022,1841704,1925121,2009050,2094310,2181632,2265790,2350409,2434984,2519794,2604950,2692279,2776070,2860550,2945075,3030038,3116492,3203443,3288576,3373607.0,3461478.0,3546829.0,3632162.0,3717504.0,3806823.0,3908174.0,3990365.0,4072253.0,4155365.0,4237747.0,4320994.0,4403921.0,4486845.0,4569766.0,4653126.0,4736570.0,4820211.0,4905376.0,4987423.0,5070511.0,5152536.0,5234958.0,5317645.0,5400503.0,5483486.0,5566682.0,
