,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
4,37.0,4.0,alonso,1.0,1.0,Finished,101990.0,199774.0,297258.0,394820.0,492342.0,589707.0,687265.0,784915.0,882224.0,979490.0,1076552.0,1173513.0,1270625.0,1367546.0,1464543.0,1561632.0,1658713.0,1759596.0,1883137.0,1980634.0,2078784.0,2176649.0,2274500.0,2372491.0,2470739.0,2569036.0,2667512.0,2766163.0,2864389.0,2962214.0,3060283.0,3158092.0,3256112.0,3354703.0,3452574.0,3550596.0,3647984.0,3745370.0,3842543.0,3943520.0,4064025.0,4160886.0,4258022.0,4355420.0,4453396.0,4551046.0,4649085.0,4747198.0,4845348.0,4943276.0,5040967.0,5139002.0,5236532.0,5334469.0,5433362.0,5534930.0
1,37.0,1.0,hamilton,2.0,1.0,Finished,103727.0,202475.0,301055.0,400016.0,498527.0,597271.0,695464.0,793674.0,891868.0,989733.0,1087436.0,1185238.0,1283260.0,1380960.0,1478951.0,1576682.0,1674345.0,1771924.0,1869644.0,1970617.0,2091550.0,2188251.0,2285508.0,2383415.0,2481595.0,2579417.0,2677233.0,2774906.0,2872798.0,2970804.0,3068591.0,3166429.0,3264588.0,3362842.0,3460493.0,3558341.0,3655794.0,3756536.0,3878014.0,3975965.0,4074422.0,4173441.0,4272891.0,4371909.0,4470514.0,4569071.0,4667751.0,4766756.0,4865082.0,4963887.0,5062267.0,5160403.0,5258602.0,5356673.0,5454534.0,5552487.0
9,37.0,13.0,massa,5.0,1.0,Finished,104029.0,203035.0,301111.0,400266.0,498980.0,602388.0,700179.0,798782.0,897349.0,996138.0,1094322.0,1192559.0,1290719.0,1389180.0,1487348.0,1585650.0,1687620.0,1812134.0,1909825.0,2007837.0,2106240.0,2204350.0,2302737.0,2401114.0,2499577.0,2597819.0,2695746.0,2793905.0,2892193.0,2990385.0,3088480.0,3186889.0,3285312.0,3383418.0,3481694.0,3580664.0,3679499.0,3777868.0,3876396.0,3978087.0,4100016.0,4197215.0,4294943.0,4393106.0,4491303.0,4589407.0,4687299.0,4785362.0,4883287.0,4981674.0,5080044.0,5178132.0,5275967.0,5374169.0,5472307.0,5571635.0
6,37.0,8.0,raikkonen,3.0,1.0,Finished,104673.0,203546.0,301822.0,400945.0,499663.0,597885.0,695883.0,794035.0,892247.0,990151.0,1087929.0,1185841.0,1283823.0,1381362.0,1479525.0,1577236.0,1674879.0,1775755.0,1900275.0,1998468.0,2097628.0,2196501.0,2295276.0,2393616.0,2492224.0,2590527.0,2688798.0,2786941.0,2885212.0,2983348.0,3081388.0,3179362.0,3277587.0,3375599.0,3473278.0,3571063.0,3668723.0,3766204.0,3863700.0,3960928.0,4061779.0,4182962.0,4280669.0,4378759.0,4476713.0,4574697.0,4672941.0,4771351.0,4868968.0,4967240.0,5065080.0,5162763.0,5260347.0,5357938.0,5455417.0,5553269.0
2,37.0,2.0,heidfeld,4.0,1.0,Finished,105637.0,204682.0,303582.0,402690.0,501535.0,600955.0,699618.0,798317.0,896995.0,995678.0,1093757.0,1192166.0,1290299.0,1388713.0,1486863.0,1585218.0,1683106.0,1780930.0,1878924.0,1976958.0,2075211.0,2176733.0,2300116.0,2398069.0,2496407.0,2594773.0,2692956.0,2791456.0,2890138.0,2988483.0,3086892.0,3185109.0,3283610.0,3382031.0,3480919.0,3579888.0,3678617.0,3776762.0,3874837.0,3972834.0,4070891.0,4172838.0,4293496.0,4391724.0,4489786.0,4587965.0,4686168.0,4784181.0,4882282.0,4981144.0,5078948.0,5176852.0,5274576.0,5372677.0,5470094.0,5568707.0
7,37.0,9.0,kubica,18.0,11.0,+1 Lap,106346.0,206182.0,305374.0,404717.0,504226.0,604626.0,703877.0,803186.0,902463.0,1002094.0,1111124.0,1242020.0,1341272.0,1441167.0,1541599.0,1642348.0,1742885.0,1843674.0,1944748.0,2045385.0,2145993.0,2246548.0,2347468.0,2447884.0,2548116.0,2648420.0,2752320.0,2878801.0,2978372.0,3078012.0,3177393.0,3278202.0,3378449.0,3478569.0,3578824.0,3681430.0,3781393.0,3882077.0,3982247.0,4082808.0,4184800.0,4284615.0,4384357.0,4483921.0,4583403.0,4704894.0,4804583.0,4904215.0,5003682.0,5102795.0,5201906.0,5300949.0,5399823.0,5499440.0,5599255.0,
3,37.0,3.0,rosberg,19.0,9.0,Hydraulics,107339.0,207031.0,306262.0,405750.0,504904.0,604942.0,704599.0,803863.0,903053.0,1002184.0,1101573.0,1199816.0,1298111.0,1396108.0,1494237.0,1592155.0,1689876.0,1787580.0,1888893.0,2012292.0,2110834.0,2209143.0,2307945.0,2406668.0,2505382.0,2603817.0,2702134.0,2800609.0,2898859.0,2997039.0,3095579.0,3193908.0,3292369.0,3390546.0,3488554.0,3586697.0,3685198.0,3788085.0,3912342.0,4010510.0,4108961.0,4207602.0,,,,,,,,,,,,,,
15,37.0,21.0,fisichella,6.0,1.0,Finished,108287.0,208162.0,307725.0,407481.0,507339.0,607272.0,707085.0,807109.0,906641.0,1006254.0,1106002.0,1205330.0,1304681.0,1403940.0,1502930.0,1601869.0,1701042.0,1800326.0,1898873.0,1997535.0,2096610.0,2195015.0,2296862.0,2419272.0,2517628.0,2616198.0,2714782.0,2813616.0,2912503.0,3011395.0,3109911.0,3208507.0,3307597.0,3406078.0,3504698.0,3603014.0,3701816.0,3800332.0,3898898.0,3997205.0,4095827.0,4197268.0,4318173.0,4416052.0,4514401.0,4612938.0,4711616.0,4810304.0,4908846.0,5007327.0,5106040.0,5204898.0,5303432.0,5402102.0,5501002.0,5600568.0
11,37.0,15.0,trulli,7.0,1.0,Finished,108959.0,209164.0,308934.0,408288.0,508166.0,607973.0,707735.0,807811.0,907728.0,1007100.0,1106670.0,1206320.0,1305521.0,1404858.0,1503932.0,1602803.0,1701889.0,1804880.0,1928353.0,2026753.0,2125287.0,2223758.0,2322458.0,2421460.0,2520122.0,2618754.0,2717366.0,2816322.0,2915087.0,3013597.0,3112181.0,3210609.0,3309085.0,3407566.0,3506088.0,3604454.0,3702697.0,3805054.0,3927723.0,4025739.0,4124214.0,4222530.0,4321330.0,4420167.0,4518766.0,4617261.0,4715890.0,4814921.0,4913828.0,5012741.0,5111196.0,5209941.0,5308593.0,5407515.0,5506271.0,5605062.0
5,37.0,5.0,kovalainen,8.0,1.0,Finished,109230.0,209845.0,309787.0,409566.0,509405.0,609007.0,708613.0,808557.0,908836.0,1008699.0,1108149.0,1207663.0,1307075.0,1406818.0,1505792.0,1604921.0,1703935.0,1802878.0,1902124.0,2000869.0,2099654.0,2202031.0,2323829.0,2422351.0,2521335.0,2620383.0,2719307.0,2818338.0,2917275.0,3016364.0,3115377.0,3213815.0,3312536.0,3411042.0,3509507.0,3608138.0,3707159.0,3805510.0,3907215.0,4029025.0,4126835.0,4224951.0,4323931.0,4422986.0,4521657.0,4620209.0,4718805.0,4818104.0,4916903.0,5015666.0,5114509.0,5213119.0,5311772.0,5409987.0,5508441.0,5606945.0
