,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,4,4
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1
2,alonso,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,5
3,webber,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,10,9,9,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
4,rosberg,5,6,7,7,7,6,6,6,6,6,6,6,5,5,5,4,2,2,10,10,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6
5,massa,6,5,5,5,5,12,12,12,12,12,12,20,19,18,15,14,13,13,12,12,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10
6,resta,7,7,6,6,6,5,5,5,5,5,5,5,15,15,14,13,12,12,13,13,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7,grosjean,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,4,3,2,1,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2
8,michael_schumacher,9,9,9,9,9,8,8,8,8,8,8,8,16,17,16,15,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,button,10,10,10,10,10,9,9,9,9,9,9,9,7,8,18,18,15,15,15,15,14,14,14,14,14,14,15,15,14,14,14,14,17,17,17,17,17,17,17,17,17,17,16,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
10,raikkonen,11,11,11,11,11,10,10,10,10,10,10,10,8,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
11,kobayashi,12,12,12,12,12,11,11,11,11,11,11,11,9,9,8,8,7,7,6,6,5,5,5,11,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9
12,perez,13,13,13,13,13,13,13,13,13,13,13,12,10,10,9,9,8,8,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,5,4,4,4,4,4,3,3,3
13,hulkenberg,14,14,14,14,14,14,14,14,14,14,14,13,11,11,10,10,10,9,8,8,15,15,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,16,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12
14,bruno_senna,15,16,16,16,19,19,19,19,19,19,19,18,18,19,19,16,16,16,16,16,18,18,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
15,kovalainen,16,15,15,15,15,15,15,16,17,18,18,17,17,16,17,17,22,22,21,20,20,20,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
16,vergne,17,18,18,18,16,16,16,15,15,15,15,14,12,12,11,19,19,18,18,18,17,17,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15,15,15,15,15,14,17,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
17,ricciardo,18,17,17,17,17,17,17,17,16,16,16,15,13,13,12,11,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,14,14,14,14,14,14,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,12,14,14,14,14,14,14,14,14,14,14,14,14,14
18,maldonado,19,19,19,19,18,18,18,18,18,17,17,16,14,14,13,12,11,11,11,11,10,10,10,10,10,10,10,10,17,17,17,17,16,16,16,16,16,16,16,16,16,15,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13
