,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
9,866,20,vettel,9,4,1,Finished,85307,165970,246537,326274,406038,485936,565792,645928,726507,806975,887303,967424,1047498,1127655,1208297,1303081,1384693,1464539,1544379,1624494,1704396,1783909,1863233.0,1942932.0,2022551.0,2101492.0,2180579.0,2259677.0,2338391.0,2416912.0,2495348.0,2573799.0,2652602.0,2731283.0,2809737.0,2887988.0,2966251.0,3044546.0,3122877.0,3201140.0,3279359.0,3357679.0,3436148.0,3514928.0,3593539.0,3671698.0,3750038.0,3827793.0,3905705.0,3983739.0,4061789.0,4139740.0,4217942.0,4296188.0,4374493.0,4453052.0,4531477.0,4609719.0,4688001.0,4766327.0,4845175.0,4924616.0,5019221.0,5098678.0,5175682.0,5252511.0,5328558.0,5404668.0,5481129.0,5556881.0
0,866,1,hamilton,1,1,1,Finished,86479,167395,247975,328182,407865,487762,567724,648071,728328,808554,888824,969022,1049105,1128897,1208997,1289556,1382811,1464319,1543313,1623897,1703075,1782015,1860727.0,1940145.0,2019232.0,2097930.0,2176573.0,2255028.0,2333791.0,2412438.0,2490987.0,2569375.0,2647458.0,2725660.0,2803902.0,2882191.0,2960421.0,3038758.0,3116962.0,3194735.0,3272883.0,3351424.0,3430190.0,3508329.0,3586571.0,3664970.0,3743319.0,3821503.0,3900005.0,3993422.0,4073577.0,4150821.0,4227956.0,4305235.0,4382452.0,4459628.0,4536831.0,4614197.0,4691217.0,4768354.0,4845513.0,4924180.0,5001506.0,5081505.0,5159157.0,5237131.0,5314495.0,5392243.0,5470346.0,5549586.0
2,866,4,alonso,6,5,1,Finished,86961,168158,249007,328958,409175,489348,569668,649675,729807,809928,890298,970586,1050890,1130665,1210420,1290218,1369696,1449096,1542176,1624327,1703829,1783428,1862883.0,1942580.0,2022060.0,2101053.0,2179918.0,2258523.0,2337287.0,2415913.0,2494367.0,2572753.0,2651206.0,2729612.0,2807957.0,2886280.0,2964549.0,3042707.0,3120722.0,3198776.0,3277146.0,3354966.0,3432971.0,3511497.0,3589696.0,3668252.0,3746625.0,3824763.0,3902626.0,3980809.0,4058689.0,4136605.0,4214824.0,4293179.0,4371390.0,4449580.0,4527855.0,4606435.0,4685103.0,4763956.0,4842799.0,4921989.0,5001056.0,5082152.0,5161714.0,5241648.0,5321621.0,5401637.0,5482201.0,5562997.0
7,866,17,webber,9,7,1,Finished,87935,169009,249828,330433,410941,491510,572209,652811,733533,813940,894407,974823,1054978,1135123,1215421,1296413,1390639,1472044,1551819,1631373,1711384,1790951,1869865.0,1949054.0,2028282.0,2107209.0,2186101.0,2264878.0,2343223.0,2422048.0,2501420.0,2580435.0,2659151.0,2737965.0,2817053.0,2895909.0,2975060.0,3053928.0,3134591.0,3212849.0,3291207.0,3369404.0,3447552.0,3525777.0,3603873.0,3682022.0,3760321.0,3838897.0,3917105.0,3995524.0,4074679.0,4166180.0,4246012.0,4323572.0,4400869.0,4478387.0,4556022.0,4635823.0,4713515.0,4791106.0,4868557.0,4945688.0,5022944.0,5100545.0,5177856.0,5255408.0,5332825.0,5410040.0,5487333.0,5564671.0
1,866,3,rosberg,131,6,1,Finished,89446,171803,254038,335760,416560,497806,578432,659319,739897,820714,901570,982580,1063458,1143100,1222636,1302254,1381870,1461561,1554776,1636247,1715192,1795134,1874457.0,1954120.0,2033408.0,2112578.0,2192024.0,2271007.0,2350040.0,2428734.0,2507263.0,2585905.0,2664573.0,2742883.0,2820855.0,2899042.0,2976950.0,3068605.0,3148378.0,3225892.0,3305260.0,3384314.0,3462214.0,3540097.0,3617845.0,3695734.0,3773419.0,3850956.0,3928349.0,4006255.0,4084233.0,4162909.0,4240583.0,4318080.0,4395704.0,4474658.0,4555259.0,4634791.0,4712381.0,4789995.0,4867309.0,4944543.0,5021774.0,5099401.0,5177331.0,5254505.0,5331565.0,5408746.0,5485841.0,5563428.0
6,866,13,massa,6,10,1,Finished,89480,171344,251953,331726,411726,501701,582601,663334,744081,824696,905501,999673,1080971,1161460,1242466,1321937,1401128,1481014,1561140,1640639,1720198,1799460,1878720.0,1957948.0,2037353.0,2116243.0,2195302.0,2274310.0,2353226.0,2432778.0,2511365.0,2589762.0,2668148.0,2746722.0,2825222.0,2903663.0,2981799.0,3060263.0,3138347.0,3216757.0,3294929.0,3373017.0,3451010.0,3529308.0,3607471.0,3685676.0,3763927.0,3842907.0,3921390.0,4000039.0,4078880.0,4157725.0,4236379.0,4315374.0,4394526.0,4474607.0,4554802.0,4649149.0,4729141.0,4806613.0,4883987.0,4961026.0,5038263.0,5115091.0,5192258.0,5269254.0,5345785.0,5422207.0,5498389.0,5574858.0
19,866,814,resta,10,11,1,Finished,89983,172305,253844,335061,415875,496778,577537,658219,739187,819980,900997,982149,1076976,1159551,1240350,1320750,1400738,1480752,1561498,1642065,1722052,1802076,1881967.0,1962086.0,2042258.0,2121913.0,2201585.0,2281038.0,2360879.0,2440456.0,2519895.0,2599064.0,2678624.0,2757583.0,2836444.0,2915308.0,2994183.0,3072982.0,3151425.0,3229970.0,3308727.0,3387643.0,3466522.0,3559883.0,3640478.0,3718687.0,3797036.0,3875202.0,3953194.0,4031561.0,4109743.0,4187635.0,4265504.0,4343525.0,4421452.0,4499398.0,4577978.0,4655462.0,4733088.0,4810777.0,4888355.0,4965957.0,5043176.0,5120477.0,5197734.0,5275403.0,5353215.0,5430939.0,5508811.0,5587279.0
13,866,154,grosjean,208,2,1,Finished,90737,172981,254483,336255,417064,498293,578832,659935,740472,821164,901986,982997,1064059,1143693,1223806,1303486,1383105,1462677,1542186,1621521,1715202,1795962,1875045.0,1954521.0,2033865.0,2113135.0,2193109.0,2272261.0,2351168.0,2430040.0,2508570.0,2587113.0,2665806.0,2743982.0,2822299.0,2900451.0,2978593.0,3056688.0,3134960.0,3213552.0,3291819.0,3370018.0,3448182.0,3526465.0,3605097.0,3683647.0,3761953.0,3840452.0,3918772.0,3997341.0,4075279.0,4153231.0,4230972.0,4308942.0,4386753.0,4464264.0,4541528.0,4619641.0,4697242.0,4774707.0,4852428.0,4930232.0,5008029.0,5085883.0,5163448.0,5240951.0,5318907.0,5396942.0,5474589.0,5552099.0
10,866,30,michael_schumacher,131,22,65,Rear wing,91164,173320,255093,336566,417850,499029,579765,660590,741192,821996,902672,983676,1078733,1161174,1242859,1322849,1402286,1482394,1562163,1642561,1722620,1802719,1882695.0,1962823.0,2043710.0,2123205.0,2202676.0,2282238.0,2362078.0,2441787.0,2521369.0,2600602.0,2679903.0,2759123.0,2838304.0,2917277.0,2995710.0,3074472.0,3152977.0,3232670.0,3311538.0,3390062.0,3486177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,866,18,button,1,16,11,+1 Lap,91833,174667,256172,337358,418569,499823,580731,661464,742384,822908,903774,984746,1066041,1147954,1244089,1327028,1407668,1487668,1567550,1647481,1727088,1806886,1886531.0,1966598.0,2046791.0,2126891.0,2207344.0,2288171.0,2368238.0,2448164.0,2527974.0,2607989.0,2702420.0,2783841.0,2863529.0,2942944.0,3022347.0,3101709.0,3180924.0,3260088.0,3339420.0,3418606.0,3497952.0,3577363.0,3656710.0,3736072.0,3815106.0,3894429.0,3973769.0,4053315.0,4132910.0,4226555.0,4309493.0,4388521.0,4466636.0,4545133.0,4623577.0,4701794.0,4779878.0,4857817.0,4935768.0,5013614.0,5091457.0,5169315.0,5249043.0,5327276.0,5407470.0,5491114.0,5569820.0,
